oa_code_2021,age_0_4,age_5_9,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_69,age_70_74,age_75_79,age_80_84,age_85_89,age_90_94,age_95_99,age_100_plus
S00147854,5,14,5,3,5,5,8,11,8,4,6,5,3,6,7,5,2,3,0,0,0
S00147855,6,5,4,2,0,4,2,6,2,1,6,3,8,2,5,0,2,0,0,0,0
S00147856,2,2,0,2,11,17,5,12,3,7,1,11,5,6,5,3,2,1,0,0,0
S00147857,3,5,6,6,6,5,7,6,6,6,6,15,6,1,2,3,7,2,4,1,0
S00147858,7,7,3,1,0,3,10,8,3,4,2,2,8,9,9,14,8,4,1,0,0
S00147859,3,5,3,0,6,12,9,3,12,5,10,6,12,8,9,0,3,1,0,0,0
S00147860,1,1,5,5,4,6,1,9,9,9,6,4,6,6,11,1,4,1,0,0,0
S00147861,1,7,10,10,4,7,13,9,5,10,9,7,5,6,6,2,2,0,2,0,0
S00147862,5,4,2,0,0,2,9,5,5,2,1,0,4,6,9,0,5,2,1,0,0
S00147863,1,5,2,1,0,3,0,4,6,6,2,5,7,3,9,4,2,3,2,0,0
S00147864,7,13,13,17,12,10,7,9,16,8,22,4,6,14,10,4,1,5,0,0,0
S00147865,3,0,2,0,5,3,3,4,1,4,10,7,7,4,1,1,4,2,0,0,0
S00147866,19,4,10,7,6,7,18,25,13,10,6,9,16,10,7,10,11,15,9,1,0
S00147867,1,12,7,6,7,2,15,10,6,5,8,4,7,10,7,3,6,3,0,1,0
S00147868,9,7,1,6,7,11,9,16,2,4,6,6,8,7,2,3,0,1,0,0,1
S00147869,0,3,5,2,3,1,2,0,4,4,7,1,6,7,9,7,3,2,2,0,0
S00147870,3,7,10,3,4,4,7,9,6,2,5,14,18,13,8,5,3,0,1,0,0
S00147871,4,6,4,4,2,2,9,13,8,10,11,7,6,5,3,7,9,4,0,0,0
S00147872,2,1,0,6,8,8,6,0,11,10,14,5,4,5,5,3,1,2,0,0,0
S00147873,10,11,13,14,7,5,7,11,9,5,7,10,6,14,7,10,5,4,2,0,0
S00147874,4,3,3,6,3,7,12,4,3,6,12,13,11,3,4,7,1,3,3,1,0
S00147875,2,3,0,0,3,9,4,2,3,5,4,11,9,10,5,9,8,3,3,1,0
S00147876,4,7,16,13,2,2,10,9,13,4,13,9,18,9,9,6,4,2,0,0,0
S00147877,4,4,6,0,1,3,4,7,5,3,11,3,12,6,0,2,3,9,1,0,0
S00147878,0,0,0,4,0,18,7,4,2,7,5,13,8,8,5,3,3,4,0,0,0
S00147879,1,11,3,6,21,30,15,12,9,2,11,8,8,8,4,3,3,2,3,0,0
S00147880,4,4,3,2,6,10,2,4,7,2,9,4,3,2,1,1,0,0,0,0,0
S00147881,4,5,0,2,8,10,6,6,4,6,6,8,5,2,3,5,1,1,0,0,0
S00147882,15,12,15,7,6,15,19,11,11,3,7,16,8,9,6,3,1,1,4,2,0
S00147883,10,4,1,2,2,6,7,7,7,2,3,4,22,5,2,6,1,2,1,0,0
S00147884,5,2,0,0,6,6,10,2,8,2,6,4,3,5,5,1,1,0,0,0,0
S00147885,7,9,14,9,8,4,4,12,4,13,17,9,13,15,14,7,1,2,1,0,0
S00147886,4,4,2,3,5,4,15,11,5,6,1,5,4,4,4,0,2,1,0,0,0
S00147887,6,9,11,4,2,7,8,15,9,6,7,4,7,8,7,2,4,2,1,0,0
S00147888,1,4,7,3,0,3,2,2,5,4,3,7,8,15,6,6,6,3,2,0,0
S00147889,15,6,4,4,13,15,14,8,9,4,7,6,7,2,6,3,2,0,0,1,0
S00147890,2,0,3,3,5,11,6,5,0,0,3,6,10,6,6,2,7,0,2,0,0
S00147891,6,8,8,0,8,7,6,6,7,2,4,4,8,5,4,6,1,1,0,0,0
S00147892,5,4,8,9,4,7,7,10,5,4,11,7,2,7,7,5,0,2,2,0,0
S00147893,7,9,9,6,1,8,7,9,10,1,3,7,2,1,6,0,2,1,0,0,0
S00147894,3,6,3,1,2,8,3,5,10,5,1,14,2,5,13,5,5,6,1,0,0
S00147895,10,6,3,5,6,8,15,5,8,12,12,7,10,6,6,11,2,6,0,0,0
S00147896,5,6,12,9,1,9,6,18,4,4,7,7,8,9,9,4,0,1,2,1,0
S00147897,4,8,5,6,0,4,3,7,10,8,13,7,7,8,1,10,12,8,4,0,0
S00147898,2,4,11,7,4,3,0,2,5,12,12,8,10,5,5,8,6,2,1,0,0
S00147899,3,0,1,1,10,11,2,4,5,1,5,4,3,4,2,1,2,2,1,0,0
S00147900,4,3,3,2,2,2,13,4,1,7,8,5,9,3,6,4,6,2,3,0,0
S00147901,5,4,2,6,10,11,14,9,3,1,4,1,0,0,0,0,1,0,0,0,0
S00147902,4,3,3,2,2,4,6,6,3,1,5,5,4,3,3,5,4,4,1,0,0
S00147903,4,5,10,5,4,5,2,8,2,10,9,5,10,7,13,7,0,0,1,0,0
S00147904,5,3,8,9,3,7,3,8,2,9,6,8,4,12,7,3,4,8,0,0,0
S00147905,0,1,0,0,9,14,0,8,3,1,1,6,3,20,4,15,6,2,1,1,0
S00147906,3,3,1,4,5,7,3,3,4,4,10,11,11,6,4,4,1,2,2,0,0
S00147907,0,6,9,7,9,7,4,2,11,8,9,0,2,3,0,4,2,0,0,0,0
S00147908,9,2,2,1,2,5,0,2,5,3,9,3,11,9,6,6,8,4,2,0,0
S00147909,4,2,7,4,2,4,3,2,3,10,4,8,13,6,9,10,8,3,0,0,0
S00147910,1,1,0,0,9,9,9,4,5,2,6,14,4,9,15,4,5,3,0,0,0
S00147911,11,8,10,9,2,1,6,10,12,7,16,4,9,16,12,10,7,4,2,0,0
S00147912,1,1,1,0,4,0,2,0,1,7,3,12,8,10,8,7,2,0,0,0,0
S00147913,5,4,9,13,10,4,11,10,17,10,17,14,21,17,10,2,2,1,1,0,0
S00147914,4,3,6,3,14,5,8,4,7,3,14,7,9,3,4,2,0,0,1,0,0
S00147915,2,6,2,0,2,4,4,2,5,6,4,4,5,5,2,4,2,1,2,0,0
S00147916,4,7,10,13,3,6,7,8,10,9,9,11,19,12,10,13,4,4,1,0,0
S00147917,3,1,5,9,4,2,5,5,5,7,10,12,17,7,14,5,10,13,1,0,0
S00147918,10,9,16,5,11,13,10,13,10,16,4,3,8,2,3,1,0,0,0,0,0
S00147919,1,3,11,2,2,1,3,4,1,3,11,9,13,10,4,4,3,2,4,0,0
S00147920,4,4,8,2,3,26,23,10,4,4,4,5,2,1,0,0,0,1,0,0,0
S00147921,6,2,1,1,7,4,6,6,3,5,7,1,2,3,7,2,3,1,0,0,0
S00147922,5,3,6,3,5,16,4,9,4,5,6,10,8,6,6,2,4,0,0,0,0
S00147923,6,7,6,0,6,7,4,14,1,2,3,2,9,3,1,3,2,1,2,0,0
S00147924,4,11,5,7,7,7,16,13,10,9,4,8,4,11,11,5,0,2,2,0,0
S00147925,6,13,3,5,1,13,2,13,6,4,9,9,8,5,0,8,1,1,0,0,0
S00147926,5,3,3,1,8,18,11,7,3,6,0,2,5,1,1,0,2,0,0,0,0
S00147927,3,12,7,2,7,2,6,10,13,6,6,8,2,3,5,1,0,2,0,0,0
S00147928,14,12,16,4,14,12,12,22,10,6,7,13,7,2,3,2,0,3,0,0,0
S00147929,4,5,6,6,5,5,0,5,8,5,13,8,12,7,7,9,3,1,1,0,0
S00147930,6,4,8,6,6,3,2,2,10,7,7,15,1,6,8,5,5,4,0,0,0
S00147931,5,5,6,8,1,7,10,2,7,9,10,4,4,2,6,3,3,1,0,0,0
S00147932,1,3,0,2,9,3,9,8,2,5,0,7,4,4,1,3,1,3,0,0,0
S00147933,4,1,1,3,7,8,2,4,7,13,3,3,10,5,3,3,1,0,0,0,0
S00147934,3,0,2,0,6,13,7,6,4,6,3,10,4,0,0,0,0,0,0,0,0
S00147935,5,5,11,1,6,1,4,9,7,9,11,4,8,4,2,3,4,11,4,0,0
S00147936,2,4,1,3,2,5,9,3,1,1,12,7,5,5,7,3,8,3,1,0,0
S00147937,3,7,4,7,3,2,6,4,2,10,7,15,13,11,8,16,8,3,1,1,0
S00147938,6,6,10,11,6,11,13,7,4,4,8,7,0,5,2,5,0,2,0,0,0
S00147939,2,5,7,3,4,4,3,3,5,6,5,12,12,2,0,9,3,1,1,0,0
S00147940,4,1,1,2,3,3,17,8,2,8,3,8,3,5,4,3,2,2,0,0,0
S00147941,3,6,4,7,4,4,5,6,9,8,4,5,9,5,6,11,1,0,3,0,0
S00147942,3,4,3,4,14,22,13,7,7,8,4,5,1,6,1,3,3,2,0,0,0
S00147943,1,5,3,9,5,3,0,6,9,10,10,5,8,6,10,5,13,3,7,1,0
S00147944,4,3,2,2,10,5,13,4,10,4,7,5,2,3,1,3,1,0,2,0,0
S00147945,3,3,2,8,5,11,7,3,3,10,10,8,6,5,6,4,2,0,1,0,0
S00147946,5,13,14,5,8,15,9,11,1,3,2,4,2,1,3,3,1,2,0,1,0
S00147947,16,8,7,4,5,25,24,10,13,9,9,6,2,2,2,1,0,0,0,0,0
S00147948,7,4,7,6,5,5,5,6,5,7,9,11,12,15,7,12,8,2,0,0,0
S00147949,3,6,15,13,3,8,9,18,6,4,4,9,8,0,4,2,5,0,1,0,0
S00147950,1,1,2,4,3,5,2,2,1,6,8,11,10,13,5,6,6,5,0,2,0
S00147951,12,6,7,9,6,11,7,8,9,8,11,8,4,8,6,7,5,6,0,0,0
S00147952,4,4,8,7,4,5,9,4,7,4,8,9,18,7,6,4,5,8,3,0,0
S00147953,1,4,2,7,9,8,8,4,8,5,4,5,9,9,12,6,6,2,0,0,0
S00147954,2,1,4,1,6,0,7,11,3,5,8,3,10,5,2,1,0,1,1,0,0
S00147955,10,7,7,4,4,18,9,6,11,5,4,8,3,3,0,1,0,0,0,0,0
S00147956,4,8,6,3,4,11,7,10,5,1,8,11,12,11,3,1,5,3,0,0,0
S00147957,5,2,3,7,1,2,10,7,2,6,4,3,8,6,10,1,5,1,0,0,0
S00147958,17,12,5,2,4,4,15,13,13,6,1,1,2,1,0,0,0,0,0,0,0
S00147959,6,13,20,8,5,6,9,13,11,14,11,9,13,1,2,2,2,0,0,0,0
S00147960,5,8,5,2,0,0,13,7,5,2,3,7,9,4,5,7,1,3,1,0,0
S00147961,0,0,0,0,6,10,7,1,9,5,7,15,6,2,1,1,0,1,0,0,0
S00147962,14,10,3,3,8,7,15,2,4,6,6,15,11,5,13,5,3,1,0,0,0
S00147963,3,0,4,4,4,8,0,0,9,6,12,7,15,8,15,6,1,2,0,0,0
S00147964,3,12,12,5,9,6,9,9,8,6,15,13,14,10,3,2,0,0,0,0,0
S00147965,7,14,6,4,3,9,10,9,2,9,3,2,2,6,0,1,1,1,0,0,0
S00147966,6,9,12,1,5,0,6,4,4,9,8,8,6,0,1,3,1,1,0,0,0
S00147967,0,4,3,0,3,1,2,4,6,2,2,4,8,9,9,6,5,2,4,0,0
S00147968,1,5,1,8,3,7,1,3,7,4,10,5,6,5,7,8,4,2,0,0,0
S00147969,5,10,7,5,1,3,10,3,10,4,18,5,4,1,1,2,0,0,0,0,0
S00147970,10,5,2,3,4,14,8,6,1,3,8,13,13,15,5,7,5,1,0,0,0
S00147971,6,16,7,14,26,17,20,19,10,13,11,13,8,0,1,3,0,1,0,0,0
S00147972,2,4,2,1,14,14,9,5,3,5,7,2,7,0,2,0,1,0,0,0,0
S00147973,7,6,5,2,3,6,8,12,4,3,4,4,9,3,2,0,0,2,0,0,0
S00147974,9,4,5,5,4,0,8,13,6,0,7,4,2,6,7,12,4,2,4,1,0
S00147975,1,4,4,3,6,8,5,9,4,3,5,4,10,3,9,1,2,2,0,0,0
S00147976,3,3,10,7,5,14,6,3,1,14,5,13,6,3,0,4,0,1,0,0,0
S00147977,1,1,3,6,4,12,5,5,4,6,4,4,0,2,6,9,3,0,0,0,0
S00147978,6,3,8,10,14,11,11,4,10,13,9,12,11,6,1,7,1,0,1,0,0
S00147979,0,0,0,0,6,5,3,1,0,5,2,8,5,3,12,5,7,3,0,0,0
S00147980,0,2,1,10,8,7,2,10,7,7,7,7,8,2,3,2,1,6,4,0,0
S00147981,4,5,6,5,1,1,3,6,5,5,10,16,16,5,10,6,8,3,1,0,0
S00147982,1,4,4,4,8,10,17,6,4,4,2,6,6,2,0,0,0,0,0,0,0
S00147983,10,8,17,12,3,1,4,11,10,10,13,12,5,12,10,7,7,2,2,0,0
S00147984,6,13,12,11,16,19,16,10,15,4,7,5,3,4,1,2,0,0,0,0,0
S00147985,14,4,7,7,12,13,8,9,5,4,12,12,7,3,0,0,0,1,0,0,0
S00147986,9,10,10,3,8,6,5,14,3,5,4,11,13,10,13,10,7,4,3,0,0
S00147987,3,0,4,5,10,15,3,4,9,7,3,12,5,9,7,7,6,1,2,0,0
S00147988,3,2,4,2,6,15,7,8,8,6,5,11,15,10,6,8,6,0,1,0,0
S00147989,1,2,1,5,5,6,4,1,1,9,5,4,8,12,9,6,4,3,0,0,0
S00147990,12,4,11,10,5,26,26,11,15,10,2,1,2,0,0,0,0,0,0,0,0
S00147991,0,0,1,3,1,2,3,3,0,4,5,13,10,12,6,5,4,1,0,0,0
S00147992,0,2,2,1,0,0,2,0,0,6,4,7,10,12,5,10,3,0,0,0,0
S00147993,10,10,5,7,11,4,5,8,6,7,3,2,1,5,1,0,2,0,0,0,0
S00147994,7,4,7,1,5,5,3,4,6,5,5,7,2,5,0,0,1,0,0,0,0
S00147995,7,3,8,6,5,9,13,1,7,4,5,8,8,9,10,2,9,3,1,1,0
S00147996,9,7,3,9,4,10,6,10,4,7,3,15,8,11,5,3,1,4,0,0,2
S00147997,6,3,0,1,3,8,16,9,5,2,4,10,2,5,6,1,3,1,0,2,0
S00147998,1,3,5,6,4,1,3,3,6,5,10,9,11,9,7,7,1,5,2,3,0
S00147999,11,7,9,3,10,9,19,8,13,8,9,5,3,5,5,1,0,1,0,0,0
S00148000,7,11,4,3,3,12,24,11,11,10,5,4,1,4,7,0,0,0,0,0,0
S00148001,3,5,6,9,16,19,9,8,3,5,8,9,2,0,1,0,0,0,0,0,0
S00148002,3,2,0,3,4,3,2,7,4,4,3,7,11,7,10,5,4,2,0,0,0
S00148003,9,8,1,1,1,4,7,6,4,4,4,11,5,2,3,11,3,5,2,0,0
S00148004,4,2,1,4,4,6,4,0,3,5,6,6,12,4,3,5,1,9,2,1,0
S00148005,6,4,10,10,7,10,4,11,10,8,8,13,12,5,3,5,0,3,1,0,0
S00148006,7,11,15,8,4,5,14,9,5,5,6,7,7,2,5,0,0,1,0,0,0
S00148007,7,6,5,8,3,3,0,6,2,7,14,16,14,3,10,12,3,3,3,0,0
S00148008,0,6,13,16,6,2,1,3,5,15,14,23,10,6,14,7,3,6,2,0,0
S00148009,2,0,3,2,4,6,5,6,2,3,4,1,5,10,14,14,5,9,1,2,0
S00148010,3,2,4,2,1,1,8,3,0,2,7,5,6,7,6,6,1,1,3,0,0
S00148011,0,0,0,4,0,0,3,2,0,0,1,9,10,14,14,14,5,6,1,2,0
S00148012,4,8,7,4,5,4,10,2,3,7,5,9,4,5,10,2,2,0,1,0,0
S00148013,4,6,11,4,5,1,8,10,7,6,9,7,5,2,5,2,9,7,2,0,0
S00148014,2,1,3,5,5,4,7,8,4,11,3,8,3,2,2,1,5,2,0,0,0
S00148015,2,7,5,3,6,0,8,5,12,10,8,8,9,14,11,14,5,4,1,0,0
S00148016,3,4,9,3,2,4,0,6,3,8,5,5,17,3,4,8,2,5,2,0,0
S00148017,4,2,2,1,6,4,3,5,0,3,6,7,12,8,16,11,3,2,1,0,0
S00148018,7,5,6,0,10,17,2,4,4,1,5,5,9,1,0,0,1,0,0,0,0
S00148019,5,4,9,2,5,12,9,11,11,1,10,6,4,1,8,2,5,1,0,0,0
S00148020,28,14,4,6,6,14,27,22,16,13,3,4,2,0,3,0,0,0,2,0,0
S00148021,6,6,2,1,3,8,10,4,4,5,7,11,4,3,3,2,0,0,1,0,0
S00148022,6,8,2,8,9,18,12,6,4,3,8,11,6,6,10,5,0,0,0,0,0
S00148023,1,0,1,1,4,1,1,1,1,0,13,5,5,16,16,9,17,5,3,1,0
S00148024,0,4,2,13,21,21,19,6,6,4,9,10,3,0,6,0,1,0,2,0,0
S00148025,2,0,3,1,4,1,6,1,3,2,5,9,0,5,11,11,3,1,0,0,0
S00148026,0,1,0,0,14,15,9,2,7,1,6,2,0,0,1,0,0,0,0,0,0
S00148027,0,0,1,1,8,1,11,8,6,2,3,2,9,2,4,7,2,2,0,0,0
S00148028,2,11,5,10,3,13,11,10,6,8,14,16,18,9,5,3,4,2,0,0,0
S00148029,9,7,2,4,9,7,13,5,11,2,5,4,6,3,7,0,0,1,0,0,0
S00148030,2,10,13,11,9,1,1,3,12,12,12,5,12,5,16,9,17,6,5,3,0
S00148031,4,2,5,7,8,4,9,7,11,5,9,19,6,7,15,13,9,3,3,1,0
S00148032,0,4,11,4,3,8,5,15,9,7,4,2,6,3,2,0,0,0,0,0,0
S00148033,6,7,5,7,5,11,8,14,10,7,8,18,7,10,4,6,9,0,1,0,0
S00148034,2,10,7,8,3,2,3,7,9,9,12,12,13,11,2,8,5,1,1,0,0
S00148035,1,0,0,2,0,5,4,4,1,4,5,15,18,4,13,2,6,0,1,0,0
S00148036,2,5,5,8,14,3,4,7,2,3,1,14,5,4,3,1,0,1,0,0,0
S00148037,8,6,11,8,3,14,7,8,7,9,5,7,17,2,10,1,1,4,1,0,0
S00148038,5,7,7,10,7,1,2,10,16,6,4,16,6,5,1,2,0,1,0,0,0
S00148039,5,8,5,0,4,11,19,5,10,3,1,4,0,0,0,0,0,0,0,0,0
S00148040,1,4,1,9,12,8,3,8,6,5,14,10,14,11,1,1,5,0,0,0,0
S00148041,6,7,6,6,7,8,14,8,13,3,7,10,6,4,7,5,5,0,1,0,0
S00148042,5,2,10,7,11,10,7,10,8,9,2,4,6,4,1,0,1,0,0,0,0
S00148043,1,6,8,7,9,8,5,3,7,11,10,2,4,0,1,5,3,3,0,0,0
S00148044,2,2,4,1,2,3,4,9,0,4,6,6,5,1,1,4,4,5,1,0,0
S00148045,1,2,4,5,3,3,0,2,2,7,9,7,14,8,14,5,7,5,2,0,0
S00148046,5,6,7,2,2,3,10,8,6,7,3,5,3,7,9,13,2,0,2,0,0
S00148047,3,5,8,5,7,11,8,3,6,7,6,7,11,8,6,6,4,0,0,0,0
S00148048,2,2,0,4,6,15,23,12,6,8,3,9,7,0,5,2,2,2,0,0,0
S00148049,13,22,21,6,7,16,14,8,19,13,10,12,1,8,0,3,0,0,0,0,0
S00148050,12,9,9,6,8,10,13,10,6,6,16,9,17,9,4,8,4,2,0,0,0
S00148051,3,9,14,11,15,8,3,7,7,13,7,15,9,5,11,1,4,0,1,0,0
S00148052,5,4,4,0,2,2,6,5,4,0,7,3,11,13,7,5,3,3,0,0,0
S00148053,5,9,11,5,4,6,9,10,13,14,10,6,23,19,15,5,3,0,0,0,0
S00148054,6,15,19,19,7,10,17,10,20,11,11,9,11,7,3,3,2,0,0,0,0
S00148055,1,2,0,4,1,4,4,0,1,0,2,2,7,12,13,22,15,4,5,1,0
S00148056,13,10,13,5,17,15,11,18,3,15,8,11,4,5,4,2,2,1,2,0,0
S00148057,5,2,0,0,3,12,8,3,4,0,8,5,8,2,0,2,2,0,2,0,0
S00148058,3,3,2,2,16,30,20,13,3,3,10,4,7,4,6,3,2,1,2,0,0
S00148059,7,13,4,4,5,3,20,4,9,3,2,5,7,0,1,0,1,0,0,0,0
S00148060,3,15,13,6,6,4,12,7,14,8,6,14,3,7,6,3,0,2,0,0,0
S00148061,4,5,6,7,3,1,11,6,7,7,7,18,8,3,13,6,1,4,0,0,0
S00148062,3,2,9,6,3,2,1,5,8,9,1,11,9,12,12,11,3,3,0,0,0
S00148063,4,1,1,3,4,6,2,0,4,5,7,14,4,10,5,5,4,1,0,0,0
S00148064,3,2,4,3,0,6,2,4,6,0,2,13,17,11,10,3,7,7,0,1,0
S00148065,5,3,7,2,22,25,10,11,2,8,5,12,5,1,4,2,0,0,0,0,0
S00148066,3,1,8,6,1,4,8,4,8,7,10,12,19,10,5,7,8,5,3,0,0
S00148067,6,2,3,5,6,15,10,5,0,7,2,0,1,5,3,3,0,1,0,0,0
S00148068,17,8,3,5,13,10,25,13,1,6,3,4,3,2,2,1,2,2,0,0,0
S00148069,3,3,3,3,6,6,2,11,10,2,6,7,6,5,3,7,2,3,2,0,0
S00148070,9,7,11,9,14,8,10,7,14,11,5,4,6,1,2,1,4,0,0,0,0
S00148071,12,19,9,9,14,17,19,10,10,6,4,7,4,7,3,2,0,0,0,0,0
S00148072,2,2,3,5,3,7,0,5,3,0,1,5,4,5,8,10,4,6,3,0,0
S00148073,0,0,1,5,24,15,5,4,8,6,4,3,4,2,3,0,0,0,0,0,0
S00148074,2,1,4,5,1,3,0,3,2,1,3,8,13,10,7,3,5,0,0,0,0
S00148075,2,5,2,2,7,4,4,6,2,2,2,12,10,3,0,2,0,0,1,0,0
S00148076,0,0,0,0,0,0,0,0,0,0,0,0,3,13,11,10,11,5,5,4,0
S00148077,2,0,1,5,0,8,6,0,6,7,4,10,17,8,9,6,3,0,2,0,0
S00148078,6,5,0,3,13,21,7,8,5,5,3,6,10,5,0,0,0,0,0,0,0
S00148079,2,2,1,5,5,17,7,2,3,3,4,2,6,1,0,0,0,0,0,0,0
S00148080,6,9,2,2,4,15,9,8,1,4,9,5,5,1,7,2,3,3,1,0,0
S00148081,0,0,0,2,10,12,9,10,4,1,1,1,6,1,3,3,0,0,0,0,0
S00148082,1,9,0,2,2,15,9,1,3,3,9,4,6,5,10,2,5,3,4,1,0
S00148083,1,2,2,5,3,4,5,4,13,11,10,6,4,5,5,1,2,0,3,0,0
S00148084,5,7,2,8,2,8,3,5,5,8,3,8,7,7,8,6,2,1,2,0,0
S00148085,1,1,5,8,5,15,4,7,8,6,13,8,5,3,2,0,1,0,0,1,0
S00148086,3,6,2,4,0,1,6,2,5,4,5,4,8,6,9,9,2,5,2,0,0
S00148087,7,11,9,8,6,6,13,5,8,7,5,3,0,3,0,0,0,1,0,0,0
S00148088,5,8,4,0,1,13,7,7,15,2,6,6,12,9,7,6,7,2,0,0,0
S00148089,5,2,0,2,7,4,6,1,3,3,7,6,14,23,16,6,2,3,1,0,0
S00148090,5,2,2,1,5,9,5,6,0,0,3,6,1,2,13,7,3,6,3,0,0
S00148091,8,4,3,3,10,17,4,10,4,7,6,8,8,7,2,3,0,1,0,0,0
S00148092,3,7,1,2,6,22,13,11,7,3,5,4,6,3,0,1,2,4,0,0,0
S00148093,2,0,1,2,9,5,8,6,1,3,9,6,2,6,4,5,9,1,0,0,0
S00148094,10,10,12,12,1,5,7,11,11,15,6,4,3,4,4,6,3,2,0,0,0
S00148095,8,12,2,0,5,12,3,9,5,3,0,1,3,0,1,1,0,1,0,0,0
S00148096,1,5,6,0,1,4,3,6,8,8,7,3,10,5,4,12,2,3,0,0,0
S00148097,4,6,9,10,5,4,6,3,9,2,4,10,9,5,0,1,0,1,1,0,0
S00148098,13,8,1,0,6,14,23,1,7,5,10,5,7,3,5,3,5,4,0,0,0
S00148099,0,1,1,4,0,0,3,0,6,1,3,2,4,3,13,15,5,3,2,1,0
S00148100,2,3,3,6,8,17,12,7,7,7,1,9,4,9,2,1,1,0,1,0,0
S00148101,5,1,2,2,2,5,6,4,0,2,2,5,7,6,8,4,2,2,3,2,0
S00148102,9,12,17,6,6,8,14,21,12,1,11,11,4,5,3,1,1,2,0,1,0
S00148103,5,2,2,5,9,8,5,5,6,4,5,8,5,4,3,3,2,3,0,0,0
S00148104,3,4,10,14,6,6,2,5,6,11,11,4,8,9,14,6,4,4,0,0,0
S00148105,6,5,7,2,12,9,8,6,3,4,6,5,7,5,11,1,0,0,0,0,0
S00148106,2,7,7,10,4,2,3,6,4,8,11,13,13,24,19,6,12,3,4,2,0
S00148107,2,5,1,4,1,4,5,3,3,4,6,11,7,11,17,9,6,2,0,0,0
S00148108,6,6,0,0,14,8,16,1,4,8,7,3,4,4,1,0,1,2,0,0,0
S00148109,6,4,4,4,10,11,15,13,3,4,5,2,3,3,1,3,0,0,0,0,0
S00148110,0,0,0,0,2,4,3,0,1,2,1,3,15,6,5,11,7,5,4,1,0
S00148111,3,2,0,3,5,7,13,11,5,3,6,6,16,5,11,9,10,6,2,0,0
S00148112,4,7,8,7,8,16,15,6,7,16,4,14,14,7,4,7,8,4,1,0,0
S00148113,24,14,8,2,8,10,18,8,13,20,0,2,2,3,3,1,5,0,0,0,0
S00148114,6,8,9,5,9,15,11,11,9,8,15,5,6,3,5,1,3,0,0,0,0
S00148115,4,4,4,1,3,1,1,3,5,3,6,6,7,5,2,5,17,12,7,0,0
S00148116,5,10,14,4,7,7,9,10,8,5,17,14,6,5,10,13,3,2,0,0,0
S00148117,8,3,1,1,19,21,9,5,8,4,11,11,15,5,5,1,1,1,0,0,1
S00148118,6,2,4,1,15,16,13,4,8,4,7,3,1,0,4,0,0,0,0,0,0
S00148119,1,2,1,8,5,7,8,4,6,4,4,6,3,4,9,0,4,0,0,0,0
S00148120,4,10,18,9,19,10,15,9,16,10,15,38,17,7,1,3,1,0,0,0,0
S00148121,2,4,3,0,4,1,2,2,4,0,7,3,1,11,12,8,6,3,7,0,0
S00148122,0,1,0,11,14,22,15,6,6,2,6,4,0,2,2,0,0,0,0,0,0
S00148123,5,5,15,4,5,4,9,12,4,6,5,11,7,12,8,2,1,0,1,0,0
S00148124,1,6,4,5,2,6,7,2,9,3,11,16,17,14,12,12,2,1,1,0,0
S00148125,0,2,2,3,12,15,6,11,7,10,5,7,5,1,3,3,1,1,0,0,0
S00148126,5,2,1,1,11,14,22,2,2,1,4,4,4,3,1,2,0,1,0,0,0
S00148127,6,1,1,0,26,11,5,10,1,1,4,3,4,0,5,0,0,0,0,0,0
S00148128,1,0,0,0,4,2,3,1,2,0,3,11,7,6,5,9,4,2,0,0,0
S00148129,13,22,15,11,21,13,21,9,15,9,15,10,3,4,5,0,1,0,0,0,0
S00148130,1,3,2,6,24,12,2,5,6,6,1,2,2,0,0,0,0,0,0,0,0
S00148131,0,7,2,8,7,6,13,20,7,7,17,10,4,2,0,2,2,0,0,0,0
S00148132,2,3,3,0,11,23,16,9,11,5,4,5,3,0,0,1,0,0,0,0,0
S00148133,15,8,5,6,13,12,20,12,7,3,4,12,4,3,2,0,0,0,0,0,0
S00148134,0,2,5,2,2,4,0,5,5,4,3,6,1,7,6,2,5,4,1,1,0
S00148135,5,1,0,10,8,11,9,7,5,16,10,10,12,8,12,6,4,8,4,0,0
S00148136,1,1,5,2,6,2,4,5,4,8,8,12,15,10,12,9,5,2,1,0,0
S00148137,13,13,7,9,15,10,20,8,8,9,5,9,7,7,5,3,4,7,3,1,0
S00148138,2,6,4,6,1,5,10,7,6,6,3,14,24,8,9,1,0,0,1,0,0
S00148139,5,2,5,3,15,15,9,7,6,4,4,5,6,2,0,7,0,0,0,0,0
S00148140,1,0,1,2,7,5,4,2,4,4,7,10,10,8,2,0,1,0,0,0,0
S00148141,4,4,5,4,6,6,9,14,7,7,2,4,2,4,0,0,2,2,0,0,0
S00148142,5,10,8,6,4,4,2,7,4,13,11,14,12,14,16,6,12,4,4,0,0
S00148143,3,1,1,0,1,12,3,5,2,5,2,8,20,13,7,9,14,7,7,0,0
S00148144,0,7,9,10,11,13,5,12,8,9,1,3,7,0,4,2,3,0,1,1,0
S00148145,2,3,2,0,0,1,1,1,1,4,2,6,9,13,9,12,9,9,6,0,0
S00148146,1,2,3,4,0,1,1,4,1,2,7,15,7,13,2,5,3,1,0,0,0
S00148147,9,5,6,5,5,6,11,10,7,2,7,7,13,12,6,5,4,2,3,0,0
S00148148,5,2,0,4,7,6,6,0,3,4,3,4,4,4,5,3,8,0,1,1,0
