oa_code_2021,white_total,asian_asian_scottish_or_asian_british_total,african_total,caribbean_or_black_total,other_ethnic_groups_total
S00139016,71,2,0,0,0
S00139017,97,0,0,0,0
S00139018,61,0,0,0,0
S00139019,148,0,0,0,0
S00139020,97,5,0,0,0
S00139021,158,5,0,0,2
S00139022,133,0,0,0,0
S00139023,63,0,0,0,0
S00139024,111,5,0,0,0
S00139025,127,2,0,0,2
S00139026,86,0,0,0,2
S00139027,119,6,0,0,2
S00139028,113,0,0,0,0
S00139029,136,4,0,0,1
S00139030,85,0,0,0,0
S00139031,95,0,0,0,0
S00139032,76,5,4,0,0
S00139033,111,0,0,0,0
S00139034,135,0,0,0,0
S00139035,109,0,0,0,0
S00139036,60,1,0,0,0
S00139037,109,12,0,0,0
S00139038,132,1,0,0,0
S00139039,150,1,4,0,0
S00139040,111,0,0,0,0
S00139041,123,0,0,0,0
S00139042,105,3,0,0,1
S00139043,90,1,0,0,0
S00139044,127,2,1,0,0
S00139045,89,2,0,0,1
S00139046,148,0,2,0,0
S00139047,121,0,4,0,0
S00139048,109,2,0,2,0
S00139049,76,0,0,0,0
S00139050,132,2,1,0,0
S00139051,140,0,0,0,0
S00139052,162,0,0,0,0
S00139053,119,0,0,0,0
S00139054,82,0,0,0,0
S00139055,95,0,0,0,0
S00139056,109,3,0,0,0
S00139057,80,1,0,0,0
S00139058,84,3,0,0,0
S00139059,145,2,0,0,0
S00139060,96,0,0,0,0
S00139061,140,0,1,0,0
S00139062,87,0,0,0,1
S00139063,97,0,0,0,0
S00139064,109,3,0,0,0
S00139065,160,1,0,0,0
S00139066,143,0,1,0,0
S00139067,68,0,0,0,0
S00139068,102,1,0,0,0
S00139069,131,2,0,0,0
S00139070,121,6,0,0,0
S00139071,100,0,0,0,0
S00139072,67,0,0,0,0
S00139073,121,9,0,0,0
S00139074,141,0,4,0,1
S00139075,93,3,0,0,0
S00139076,118,0,0,0,0
S00139077,83,0,0,0,0
S00139078,158,9,0,0,0
S00139079,157,2,0,0,1
S00139080,135,4,5,0,0
S00139081,113,5,0,0,0
S00139082,83,0,0,0,0
S00139083,133,1,0,0,0
S00139084,129,0,0,0,1
S00139085,117,4,0,0,1
S00139086,109,0,0,0,0
S00139087,75,0,0,0,0
S00139088,93,0,0,0,0
S00139089,112,0,0,0,0
S00139090,101,6,0,0,0
S00139091,154,0,0,1,0
S00139092,96,0,0,0,1
S00139093,116,2,2,0,0
S00139094,97,0,0,0,0
S00139095,77,4,0,0,0
S00139096,155,6,0,0,1
S00139097,68,0,0,0,0
S00139098,138,4,0,0,1
S00139099,128,1,0,0,1
S00139100,62,0,0,0,0
S00139101,161,1,0,0,2
S00139102,70,4,0,0,0
S00139103,182,3,0,0,1
S00139104,81,0,0,0,0
S00139105,57,1,0,0,3
S00139106,107,3,0,0,0
S00139107,77,4,5,0,0
S00139108,90,3,1,1,0
S00139109,64,1,0,0,0
S00139110,181,5,0,0,0
S00139111,70,3,0,0,0
S00139112,73,1,0,0,0
S00139113,146,3,0,0,0
S00139114,126,0,0,0,0
S00139115,76,4,0,1,0
S00139116,113,7,0,0,0
S00139117,172,0,2,0,0
S00139118,203,2,0,0,0
S00139119,91,0,0,0,0
S00139120,144,4,4,0,0
S00139121,160,1,1,0,4
S00139122,116,2,6,0,2
S00139123,99,0,0,0,0
S00139124,82,0,0,0,0
S00139125,80,0,0,0,0
S00139126,197,6,0,0,0
S00139127,67,3,0,0,0
S00139128,131,0,0,0,0
S00139129,214,7,9,0,0
S00139130,91,0,0,0,0
S00139131,87,2,0,0,0
S00139132,77,0,0,0,0
S00139133,71,0,0,0,0
S00139134,69,0,0,0,0
S00139135,74,0,0,0,2
S00139136,148,8,3,0,2
S00139137,155,1,0,0,0
S00139138,131,0,0,0,1
S00139139,118,0,2,0,0
S00139140,92,3,2,0,0
S00139141,105,0,0,0,1
S00139142,166,6,0,0,0
S00139143,138,0,0,0,0
S00139144,159,6,0,0,3
S00139145,141,8,0,0,0
S00139146,111,0,0,0,0
S00139147,154,0,0,0,0
S00139148,68,1,0,0,0
S00139149,219,1,4,2,0
S00139150,115,2,2,0,0
S00139151,73,0,0,0,1
S00139152,126,1,1,0,0
S00139153,101,0,0,0,0
S00139154,191,2,0,0,0
S00139155,78,0,0,0,0
S00139156,101,0,0,0,0
S00139157,100,5,0,0,0
S00139158,105,2,0,0,2
S00139159,161,0,0,0,0
S00139160,107,1,0,2,0
S00139161,101,0,0,0,0
S00139162,95,0,0,0,0
S00139163,196,3,2,1,0
S00139164,134,0,3,0,0
S00139165,154,2,0,0,0
S00139166,133,0,0,3,0
S00139167,168,6,0,0,0
S00139168,136,0,0,1,0
S00139169,146,0,0,0,0
S00139170,172,4,0,1,0
S00139171,160,0,0,0,0
S00139172,180,3,0,0,4
S00139173,147,0,0,0,0
S00139174,106,0,0,0,2
S00139175,165,2,0,0,0
S00139176,90,1,0,0,0
S00139177,75,0,0,0,0
S00139178,133,1,0,0,0
S00139179,110,0,0,0,0
S00139180,110,0,0,0,3
S00139181,110,0,0,0,0
S00139182,120,0,0,0,0
S00139183,66,0,1,0,0
S00139184,87,0,0,0,0
S00139185,104,2,0,3,2
S00139186,95,0,0,0,0
S00139187,107,0,0,0,0
S00139188,75,0,0,0,0
S00139189,69,0,0,0,0
S00139190,113,1,0,0,0
S00139191,150,0,0,3,0
S00139192,106,4,0,0,0
S00139193,145,0,0,0,2
S00139194,163,0,0,0,0
S00139195,186,0,0,0,0
S00139196,88,0,0,1,0
S00139197,170,3,0,0,0
S00139198,211,0,0,0,0
S00139199,159,0,0,0,0
S00139200,97,0,0,0,0
S00139201,175,0,0,0,0
S00139202,97,0,0,0,0
S00139203,86,0,0,0,2
S00139204,132,2,0,0,0
S00139205,100,0,0,0,0
S00139206,105,0,0,0,0
S00139207,187,1,0,0,1
S00139208,58,1,0,0,0
S00139209,107,0,0,0,0
S00139210,97,4,0,0,0
S00139211,165,0,0,0,0
S00139212,173,0,0,0,0
S00139213,96,1,1,0,0
S00139214,70,1,0,0,0
S00139215,160,3,0,3,0
S00139216,101,0,0,0,0
S00139217,83,0,0,0,0
S00139218,69,3,0,0,1
S00139219,121,0,0,0,4
S00139220,106,1,0,0,0
S00139221,95,0,0,0,0
S00139222,106,5,0,0,0
S00139223,105,0,0,0,0
S00139224,151,0,1,0,0
S00139225,94,0,0,0,3
S00139226,130,4,0,0,0
S00139227,113,0,0,0,0
S00139228,144,1,0,0,0
S00139229,88,0,1,0,0
S00139230,67,2,0,0,0
S00139231,147,2,1,0,1
S00139232,115,3,0,0,0
S00139233,75,4,0,0,0
S00139234,77,0,0,0,0
S00139235,93,4,0,0,3
S00139236,115,0,0,1,0
S00139237,140,2,0,0,0
S00139238,61,0,0,0,0
S00139239,75,0,0,1,0
S00139240,140,0,0,0,0
S00139241,82,0,1,0,0
S00139242,70,0,0,0,1
S00139243,83,1,0,0,0
S00139244,60,0,0,0,0
S00139245,106,0,0,0,0
S00139246,177,0,0,0,0
S00139247,62,0,0,0,0
S00139248,117,0,1,0,0
S00139249,136,0,0,0,0
S00139250,86,3,2,1,0
S00139251,96,0,0,0,0
S00139252,93,1,0,0,0
S00139253,111,0,0,0,2
S00139254,67,0,0,0,0
S00139255,133,1,0,0,0
S00139256,107,4,0,0,0
S00139257,78,2,1,1,1
S00139258,169,0,0,1,0
S00139259,142,1,0,1,0
S00139260,138,0,0,0,0
S00139261,93,0,0,0,0
S00139262,135,5,0,0,2
S00139263,157,1,0,0,0
S00139264,134,2,0,0,2
S00139265,89,0,0,0,0
S00139266,72,0,0,0,0
S00139267,92,0,0,0,0
S00139268,215,2,0,1,0
S00139269,101,0,0,0,0
S00139270,110,0,1,0,1
S00139271,199,5,0,0,2
S00139272,128,0,0,2,0
S00139273,222,3,0,0,1
S00139274,88,0,0,0,0
S00139275,124,5,0,0,0
S00139276,142,0,0,0,1
S00139277,131,0,0,0,0
S00139278,119,1,0,0,0
S00139279,167,0,0,0,1
S00139280,157,0,0,0,0
S00139281,99,0,1,0,2
S00139282,95,0,0,0,0
S00139283,103,0,6,0,0
S00139284,207,7,1,0,1
S00139285,146,0,0,0,2
S00139286,155,2,0,0,0
S00139287,179,1,2,1,0
S00139288,110,0,0,0,0
S00139289,91,0,0,0,0
S00139290,100,0,0,0,0
S00139291,136,0,0,0,0
S00139292,73,0,0,0,0
S00139293,196,1,0,0,0
S00139294,189,0,0,4,0
S00139295,77,0,0,0,0
S00139296,126,0,1,0,0
S00139297,107,0,0,0,0
S00139298,102,0,0,0,0
S00139299,92,5,0,0,1
S00139300,128,0,0,0,0
S00139301,114,3,0,0,0
S00139302,60,0,1,0,0
S00139303,93,0,0,0,0
S00139304,95,0,0,0,0
S00139305,185,0,0,0,0
S00139306,102,0,0,0,2
S00139307,116,0,0,0,0
S00139308,115,3,2,0,0
S00139309,99,2,2,0,0
S00139310,122,0,0,0,1
S00139311,114,0,0,0,0
S00139312,106,0,0,0,0
S00139313,58,1,0,0,0
S00139314,109,0,0,1,0
S00139315,102,0,0,0,0
S00139316,91,0,0,0,0
S00139317,83,0,0,0,0
S00139318,140,3,0,0,0
S00139319,123,0,0,0,0
S00139320,185,0,0,0,0
S00139321,232,1,0,0,0
S00139322,160,0,0,5,0
S00139323,158,4,0,0,0
S00139324,122,1,0,0,0
S00139325,150,0,4,0,0
S00139326,146,5,0,0,0
S00139327,110,0,0,0,0
S00139328,186,0,0,0,3
S00139329,121,0,0,0,0
S00139330,153,0,0,0,0
S00139331,125,1,0,0,0
S00139332,111,0,0,0,0
S00139333,160,2,0,0,6
S00139334,85,5,0,0,0
S00139335,133,6,0,0,0
S00139336,158,0,0,0,0
S00139337,181,0,0,0,0
S00139338,135,2,0,0,0
S00139339,102,0,0,0,0
S00139340,178,1,0,0,0
S00139341,134,5,4,0,0
S00139342,141,0,0,0,0
S00139343,111,0,0,0,0
S00139344,93,0,0,0,0
S00139345,133,14,0,0,0
S00139346,148,0,0,0,0
S00139347,98,1,0,0,0
S00139348,88,0,0,0,0
S00139349,83,0,0,0,0
S00139350,76,0,0,0,0
S00139351,116,0,0,0,0
S00139352,105,1,0,0,0
S00139353,86,0,0,0,1
S00139354,144,0,0,0,0
S00139355,181,5,0,0,0
S00139356,105,5,0,0,0
S00139357,150,0,0,0,0
S00139358,86,0,0,0,0
S00139359,128,0,0,0,0
S00139360,137,1,0,0,0
S00139361,100,0,0,0,0
S00139362,132,4,0,0,1
S00139363,172,0,0,0,0
S00139364,156,2,0,0,1
S00139365,111,2,0,0,0
S00139366,171,0,0,0,2
S00139367,80,3,0,0,0
S00139368,115,0,0,0,0
S00139369,123,4,0,0,0
S00139370,117,0,0,0,2
S00139371,133,1,2,0,1
S00139372,91,0,0,0,0
S00139373,208,0,0,0,0
S00139374,160,0,0,0,0
S00139375,189,2,0,0,0
S00139376,118,6,0,0,0
S00139377,123,0,0,0,0
S00139378,144,0,0,0,0
S00139379,128,0,0,0,0
S00139380,82,0,0,0,1
S00139381,89,0,0,0,0
S00139382,64,0,0,0,0
S00139383,98,1,0,0,0
S00139384,181,0,0,0,1
S00139385,60,0,0,0,0
S00139386,72,0,0,0,2
S00139387,66,0,0,0,0
S00139388,87,1,0,0,0
S00139389,114,0,0,0,0
S00139390,148,0,0,0,0
S00139391,119,2,0,0,0
S00139392,125,0,0,1,0
S00139393,118,0,0,0,0
S00139394,66,2,0,0,0
S00139395,70,0,0,0,2
S00139396,116,0,0,0,1
S00139397,89,0,0,0,0
S00139398,76,1,0,0,0
S00139399,150,0,0,0,0
S00139400,94,0,0,0,2
S00139401,171,2,0,0,0
S00139402,96,0,0,0,0
S00139403,76,2,0,1,0
S00139404,98,0,0,0,1
S00139405,142,0,7,0,0
S00139406,158,3,0,0,0
S00139407,63,0,0,4,0
S00139408,170,0,0,0,0
S00139409,64,0,0,0,0
S00139410,90,0,0,0,0
S00139411,101,0,0,0,0
S00139412,74,0,0,0,0
S00139413,166,0,1,0,0
S00139414,112,1,0,0,0
S00139415,126,0,0,0,0
S00139416,146,0,0,4,0
S00139417,96,0,0,0,0
S00139418,149,0,2,0,0
S00139419,81,1,0,0,0
S00139420,141,0,0,0,0
S00139421,152,0,2,0,0
S00139422,110,0,0,0,0
S00139423,111,0,0,0,0
S00139424,104,0,0,0,0
S00139425,76,0,0,0,0
S00139426,62,0,0,0,0
S00139427,64,0,0,0,0
S00139428,175,5,0,0,0
S00139429,172,1,2,0,0
S00139430,165,0,0,0,0
S00139431,82,0,0,0,0
S00139432,113,1,0,0,0
S00139433,126,0,0,0,0
S00139434,117,1,0,0,0
S00139435,77,0,0,0,0
S00139436,100,0,0,0,0
S00139437,72,0,0,0,0
S00139438,74,0,0,0,0
S00139439,152,0,0,0,0
S00139440,86,0,0,0,0
S00139441,79,0,1,0,0
S00139442,85,0,0,0,0
S00139443,76,0,0,0,0
S00139444,125,1,0,0,0
S00139445,102,1,0,0,4
S00139446,93,0,0,0,0
S00139447,74,0,0,0,0
S00139448,138,0,3,0,0
S00139449,83,2,0,0,0
S00139450,138,6,0,0,0
S00139451,137,2,0,0,0
S00139452,104,4,0,0,6
S00139453,94,0,0,0,0
S00139454,135,0,0,0,0
S00139455,98,0,0,0,0
S00139456,137,0,0,0,5
S00139457,119,0,0,0,0
S00139458,107,0,0,0,0
S00139459,92,0,0,0,0
S00139460,129,0,0,0,1
S00139461,107,0,0,0,8
S00139462,87,12,0,0,0
S00139463,93,2,0,0,1
S00139464,121,0,0,0,0
S00139465,117,1,0,0,0
S00139466,92,5,0,0,0
S00139467,170,0,0,0,1
S00139468,91,0,0,0,0
S00139469,182,6,0,0,0
S00139470,143,3,0,0,3
S00139471,127,7,0,0,1
S00139472,115,2,0,0,0
S00139473,99,2,0,0,0
S00139474,152,0,0,0,0
S00139475,113,2,0,0,0
S00139476,127,6,0,0,0
S00139477,99,0,0,0,0
S00139478,84,0,0,0,0
S00139479,104,0,0,0,0
S00139480,79,0,0,0,0
S00139481,78,0,0,0,0
S00139482,108,0,0,0,0
S00139483,169,0,0,0,0
S00139484,100,0,0,1,0
S00139485,139,0,0,0,0
S00139486,142,2,0,0,0
S00139487,79,0,0,0,0
S00139488,83,0,0,0,0
S00139489,104,3,0,0,0
S00139490,96,8,0,0,0
S00139491,155,0,1,0,0
S00139492,84,0,0,0,0
S00139493,108,2,0,0,0
S00139494,98,1,0,0,0
S00139495,61,0,0,0,0
S00139496,68,1,0,0,1
S00139497,96,0,0,1,0
S00139498,82,0,1,0,1
S00139499,100,0,0,0,0
S00139500,163,0,0,0,0
S00139501,145,0,0,1,0
S00139502,97,0,0,0,0
S00139503,64,0,0,0,0
S00139504,141,0,0,0,0
S00139505,85,1,0,0,0
S00139506,75,0,0,0,0
S00139507,119,0,0,0,0
S00139508,222,0,2,0,7
S00139509,143,0,0,3,0
S00139510,127,1,0,0,0
S00139511,151,6,0,0,3
S00139512,160,6,0,0,0
S00139513,88,0,0,0,0
S00139514,147,0,2,0,0
S00139515,90,0,0,0,0
S00139516,88,0,0,0,0
S00139517,117,0,0,0,0
S00139518,113,3,0,0,0
S00139519,63,0,0,0,0
S00139520,91,0,0,0,0
S00139521,133,0,0,0,0
S00139522,130,2,0,0,0
S00139523,87,17,0,0,0
S00139524,81,0,0,0,0
S00139525,124,1,0,0,0
S00139526,79,6,0,0,0
S00139527,159,0,0,1,0
S00139528,171,1,0,0,4
S00139529,157,1,0,0,0
S00139530,67,0,0,0,0
S00139531,192,4,0,0,0
S00139532,163,0,0,0,0
S00139533,109,1,0,0,0
S00139534,77,0,0,0,0
S00139535,213,0,0,0,0
S00139536,99,0,0,0,0
S00139537,179,0,0,0,0
S00139538,96,1,0,0,0
S00139539,153,0,0,0,0
S00139540,111,0,0,0,2
S00139541,102,3,0,0,0
S00139542,91,0,0,0,0
S00139543,129,0,1,0,0
S00139544,143,0,0,0,0
S00139545,86,0,0,0,0
S00139546,88,1,0,0,0
S00139547,147,0,0,0,0
S00139548,93,0,0,0,0
S00139549,119,1,0,0,0
S00139550,88,0,0,0,0
S00139551,177,2,0,0,0
S00139552,81,0,0,0,0
S00139553,87,0,0,0,1
S00139554,89,5,0,0,0
S00139555,121,0,0,0,0
S00139556,178,0,0,0,0
S00139557,154,0,0,0,1
S00139558,107,0,0,0,0
S00139559,72,4,0,0,0
S00139560,61,0,0,0,0
S00139561,69,0,0,0,0
S00139562,72,0,3,0,0
S00139563,62,0,0,0,0
S00139564,106,0,0,0,0
S00139565,86,0,1,0,0
S00139566,87,0,1,0,0
S00139567,83,0,0,0,0
S00139568,78,1,0,0,0
S00139569,75,2,0,0,0
S00139570,99,2,0,0,0
S00139571,141,0,0,0,0
S00139572,70,3,0,0,0
S00139573,80,2,0,0,0
S00139574,93,0,0,0,0
S00139575,73,0,0,0,0
S00139576,170,0,0,0,0
S00139577,82,6,0,0,0
S00139578,105,0,0,0,0
S00139579,57,13,0,0,0
S00139580,104,1,1,0,0
S00139581,77,0,0,0,1
S00139582,86,0,0,0,0
S00139583,71,1,0,0,0
S00139584,115,3,0,0,0
S00139585,111,2,0,0,0
S00139586,62,1,0,0,0
S00139587,121,4,0,0,0
S00139588,98,0,0,0,0
S00139589,90,0,0,0,0
S00139590,131,4,0,0,1
S00139591,66,0,0,0,1
S00139592,60,6,0,0,0
S00139593,106,0,0,0,0
S00139594,104,0,0,0,4
S00139595,128,0,0,0,1
S00139596,109,0,0,0,0
S00139597,63,0,0,0,0
S00139598,97,1,0,0,0
S00139599,118,0,0,0,0
S00139600,75,0,0,0,0
S00139601,137,0,0,0,0
S00139602,94,0,1,0,1
S00139603,67,1,0,0,0
S00139604,128,0,0,0,0
S00139605,107,8,0,0,0
S00139606,61,0,0,0,0
S00139607,84,0,0,0,0
S00139608,97,0,0,0,0
S00139609,93,1,0,0,0
S00139610,99,2,0,0,1
S00139611,116,0,0,0,0
S00139612,61,2,0,0,0
S00139613,116,0,0,0,0
S00139614,140,0,3,0,2
S00139615,117,0,0,0,0
S00139616,63,0,0,0,0
S00139617,95,0,0,0,0
S00139618,126,3,0,0,0
S00139619,121,0,0,0,0
S00139620,103,1,0,0,0
S00139621,68,0,0,0,0
S00139622,116,1,0,0,0
S00139623,61,1,0,0,0
S00139624,149,0,0,0,1
S00139625,84,0,0,0,0
S00139626,71,0,0,1,0
S00139627,106,2,0,0,1
S00139628,148,1,0,0,0
S00139629,69,0,0,0,0
S00139630,98,0,0,0,0
S00139631,74,0,0,0,0
S00139632,104,0,0,0,0
S00139633,100,4,0,0,0
S00139634,86,0,0,0,0
S00139635,163,1,0,0,1
S00139636,147,3,0,0,0
S00139637,111,0,0,0,0
S00139638,162,0,0,0,0
S00139639,68,1,0,0,0
S00139640,85,0,0,0,0
S00139641,81,0,0,0,0
S00139642,104,0,0,0,0
S00139643,126,0,0,0,0
S00139644,112,0,0,0,0
S00139645,69,0,0,0,0
S00139646,112,0,0,0,0
S00139647,118,0,0,0,0
S00139648,114,0,0,0,0
S00139649,90,0,0,0,2
S00139650,140,0,0,0,0
S00139651,99,0,0,0,0
S00139652,193,0,0,0,1
S00139653,126,0,0,0,0
S00139654,116,0,0,0,0
S00139655,116,0,0,1,0
S00139656,99,0,0,0,0
S00139657,172,0,0,0,1
S00139658,109,0,0,0,0
S00139659,58,3,0,0,0
S00139660,166,0,0,0,0
S00139661,91,0,0,0,0
S00139662,67,0,0,0,0
S00139663,116,0,0,0,0
S00139664,170,2,0,0,1
S00139665,105,0,0,2,0
S00139666,81,0,0,0,0
S00139667,93,0,0,0,0
S00139668,84,0,1,0,0
S00139669,76,0,0,1,0
S00139670,67,0,0,0,0
S00139671,84,0,0,0,0
S00139672,97,0,0,0,0
S00139673,65,0,0,0,0
S00139674,87,7,0,0,0
S00139675,94,0,0,0,0
S00139676,97,0,0,1,1
S00139677,95,4,1,0,4
S00139678,78,3,0,0,0
S00139679,81,0,0,0,0
S00139680,151,1,1,0,0
S00139681,112,0,0,0,0
S00139682,135,0,0,0,0
S00139683,88,0,0,0,0
S00139684,108,0,0,0,0
S00139685,138,0,0,0,0
S00139686,118,0,0,0,0
S00139687,146,1,1,0,0
S00139688,107,3,0,0,0
S00139689,106,1,0,0,0
S00139690,101,0,0,0,0
S00139691,73,1,0,0,0
S00139692,83,1,0,0,0
S00139693,96,0,0,0,0
S00139694,99,6,0,0,1
S00139695,79,0,0,0,0
S00139696,100,0,0,0,0
S00139697,108,2,0,0,2
S00139698,88,0,0,0,0
S00139699,92,0,0,0,0
S00139700,89,0,0,0,0
S00139701,89,1,0,0,0
S00139702,90,0,0,0,0
S00139703,128,0,0,0,0
S00139704,91,1,0,0,0
S00139705,94,2,1,0,0
S00139706,68,0,0,0,0
S00139707,74,0,0,0,1
S00139708,119,11,0,0,0
S00139709,68,0,0,0,0
S00139710,101,0,0,0,0
S00139711,85,11,0,0,0
S00139712,139,2,0,0,6
S00139713,133,0,0,2,0
S00139714,63,0,0,0,0
S00139715,116,0,5,0,0
S00139716,72,0,1,0,0
S00139717,122,0,0,1,0
S00139718,91,3,0,0,0
S00139719,109,0,0,0,0
S00139720,103,0,0,0,0
S00139721,172,0,0,0,0
S00139722,129,0,0,0,0
S00139723,101,0,1,0,0
S00139724,79,0,0,0,0
S00139725,185,3,0,0,1
S00139726,102,0,0,0,0
S00139727,110,0,0,0,0
S00139728,80,0,0,0,0
S00139729,133,0,0,0,0
S00139730,104,0,1,0,0
S00139731,93,6,0,0,0
S00139732,136,1,0,0,0
S00139733,108,0,0,0,0
S00139734,74,0,0,0,0
S00139735,117,1,0,0,1
S00139736,146,0,0,0,0
S00139737,151,0,0,0,0
S00139738,119,3,0,0,0
S00139739,82,0,0,0,0
S00139740,89,0,0,0,0
S00139741,76,6,0,0,0
S00139742,160,0,0,0,0
S00139743,113,2,0,0,0
S00139744,180,0,0,0,0
S00139745,143,10,0,0,0
S00139746,145,8,0,0,0
S00139747,159,0,0,0,0
S00139748,117,0,0,0,0
S00139749,111,0,0,0,0
S00139750,115,0,0,0,0
S00139751,91,0,0,0,1
S00139752,62,0,0,0,0
S00139753,106,0,0,0,0
S00139754,107,0,0,0,0
S00139755,88,0,0,0,0
S00139756,163,2,0,1,0
S00139757,110,3,0,0,1
S00139758,124,0,0,0,1
S00139759,102,0,0,0,0
S00139760,98,0,0,0,1
S00139761,66,0,0,0,0
S00139762,128,5,0,1,1
S00139763,108,0,0,0,0
S00139764,108,0,0,0,0
S00139765,156,4,0,0,4
S00139766,72,0,0,0,0
S00139767,88,1,0,0,1
S00139768,79,0,0,0,0
S00139769,123,0,0,0,0
S00139770,125,0,0,0,2
S00139771,137,0,1,0,0
S00139772,106,1,0,0,0
S00139773,91,0,0,0,6
S00139774,87,0,0,0,0
S00139775,71,2,0,0,0
S00139776,99,0,0,0,0
S00139777,63,6,1,0,0
S00139778,165,0,0,0,0
S00139779,109,11,0,0,0
S00139780,91,0,1,0,0
S00139781,83,0,0,1,0
S00139782,102,0,0,0,0
S00139783,86,0,0,0,0
S00139784,100,0,0,1,0
S00139785,139,0,0,0,0
S00139786,102,0,0,0,0
S00139787,126,6,0,0,0
S00139788,130,0,0,0,0
S00139789,74,0,0,0,0
S00139790,125,0,0,0,0
S00139791,67,0,0,0,0
S00139792,96,0,0,0,0
S00139793,182,0,0,0,0
S00139794,127,0,0,0,4
S00139795,132,0,0,0,0
S00139796,114,0,0,3,0
S00139797,139,0,0,0,0
S00139798,103,0,0,0,0
S00139799,108,1,0,0,0
S00139800,117,2,1,0,0
S00139801,166,0,0,0,0
S00139802,95,0,0,0,0
S00139803,75,0,0,0,0
S00139804,65,1,0,1,0
S00139805,127,6,0,0,0
S00139806,131,3,0,0,0
S00139807,114,0,1,0,0
S00139808,138,0,0,0,0
S00139809,75,0,0,0,0
S00139810,95,0,1,0,0
S00139811,91,0,0,0,1
S00139812,117,6,0,0,1
S00139813,113,0,0,0,0
S00139814,81,0,0,0,4
S00139815,96,0,0,0,0
S00139816,101,2,0,0,0
S00139817,184,0,0,0,0
S00139818,64,2,0,0,0
S00139819,84,0,0,0,0
S00139820,152,4,0,0,0
S00139821,80,3,0,0,0
S00139822,112,0,0,0,0
S00139823,141,8,0,0,0
S00139824,119,1,1,0,0
S00139825,92,0,0,0,0
S00139826,123,0,1,0,2
S00139827,130,0,0,0,0
S00139828,179,0,0,0,0
S00139829,66,0,0,0,1
S00139830,68,2,0,0,0
S00139831,132,0,0,0,0
S00139832,114,1,0,0,0
S00139833,121,0,0,0,1
S00139834,88,0,0,0,0
S00139835,89,2,0,0,0
S00139836,65,0,0,0,0
S00139837,123,0,0,0,0
S00139838,90,0,0,0,0
S00139839,101,0,0,0,0
S00139840,158,0,0,1,0
S00139841,189,0,0,0,0
S00139842,148,0,0,0,0
S00139843,94,0,0,0,0
S00139844,112,0,0,0,0
S00139845,94,0,0,0,0
S00139846,111,0,0,0,0
S00139847,132,0,0,0,0
S00139848,155,0,0,0,0
S00139849,127,0,0,0,0
S00139850,80,0,0,0,0
S00139851,94,1,0,0,0
S00139852,86,0,0,1,0
S00139853,70,0,1,0,0
S00139854,66,0,0,0,0
S00139855,116,0,0,0,0
S00139856,114,0,0,0,0
S00139857,70,3,0,0,1
S00139858,66,0,0,0,0
S00139859,68,0,2,0,0
S00139860,92,1,0,0,0
S00139861,157,0,0,0,0
S00139862,114,5,0,0,0
S00139863,136,4,0,0,0
S00139864,98,0,0,0,0
S00139865,94,2,0,0,0
S00139866,70,3,0,0,0
S00139867,161,0,0,0,0
S00139868,145,1,0,0,0
S00139869,93,4,0,2,0
S00139870,99,0,0,0,0
S00139871,100,0,0,0,0
S00139872,97,0,0,0,0
S00139873,77,0,0,0,0
S00139874,95,0,0,0,0
S00139875,151,0,1,0,8
S00139876,104,0,0,0,0
S00139877,127,0,0,0,0
S00139878,81,4,0,0,0
S00139879,169,0,0,0,1
S00139880,143,1,0,0,0
S00139881,177,0,0,0,0
S00139882,85,0,0,0,0
S00139883,153,0,0,1,0
S00139884,131,1,0,0,0
S00139885,164,0,0,0,0
S00139886,99,0,0,0,0
S00139887,150,0,0,0,0
S00139888,76,0,0,0,0
S00139889,152,0,0,0,0
S00139890,164,0,2,1,0
S00139891,94,0,0,0,0
S00139892,126,0,0,0,0
S00139893,97,0,0,0,0
S00139894,140,2,0,0,1
S00139895,102,0,5,4,0
S00139896,64,0,0,0,0
S00139897,86,0,0,0,0
S00139898,97,0,0,1,0
S00139899,158,0,1,0,0
S00139900,126,1,0,0,0
S00139901,99,0,0,0,0
S00139902,126,0,0,0,0
S00139903,145,1,0,0,0
S00139904,69,0,0,0,0
S00139905,103,1,0,0,0
S00139906,95,0,0,0,0
S00139907,89,7,5,3,0
S00139908,99,0,0,0,3
S00139909,107,0,0,0,0
S00139910,63,0,0,0,0
S00139911,114,0,2,0,1
S00139912,79,0,0,0,0
S00139913,214,1,0,0,0
S00139914,68,0,0,0,0
S00139915,166,4,0,0,0
S00139916,151,0,0,0,1
S00139917,65,0,0,0,1
S00139918,187,0,0,0,6
S00139919,77,0,0,0,0
S00139920,123,0,0,0,0
S00139921,125,0,0,2,0
S00139922,122,2,0,0,0
S00139923,168,0,0,0,0
S00139924,172,2,0,0,2
S00139925,96,0,0,0,0
S00139926,166,9,0,0,0
S00139927,96,0,0,0,0
S00139928,123,0,0,0,0
S00139929,80,0,0,0,0
S00139930,102,0,0,1,0
S00139931,137,3,0,0,0
S00139932,143,2,0,0,2
S00139933,184,11,7,0,0
S00139934,110,0,0,0,0
S00139935,64,0,0,0,0
S00139936,154,0,0,0,0
S00139937,101,0,0,0,0
S00139938,101,2,0,0,0
S00139939,87,2,0,0,0
S00139940,77,0,0,0,0
S00139941,118,0,0,0,0
S00139942,83,0,0,0,0
S00139943,67,0,0,0,0
S00139944,238,0,0,0,0
