oa_code_2021,church_of_scotland,roman_catholic,other_christian,buddhist,hindu,jewish,muslim,sikh,pagan,other_religion,no_religion,religion_not_stated
S00146596,16,13,7,0,0,0,0,0,0,0,94,4
S00146597,59,11,5,2,0,0,7,0,1,0,64,11
S00146598,29,10,6,0,0,0,0,0,0,0,45,8
S00146599,24,13,5,1,1,0,0,0,0,0,30,1
S00146600,29,10,3,0,0,0,5,0,0,0,60,10
S00146601,13,9,0,0,0,0,0,0,1,0,48,5
S00146602,39,3,7,0,0,0,2,0,1,0,30,4
S00146603,30,7,6,0,0,0,0,0,0,0,63,10
S00146604,29,17,6,0,0,0,0,0,0,0,46,4
S00146605,16,7,1,0,0,0,2,0,0,0,33,6
S00146606,32,6,3,0,0,0,0,0,0,0,64,3
S00146607,45,15,9,0,0,0,0,0,8,0,84,8
S00146608,13,14,7,1,0,0,5,0,1,0,92,2
S00146609,31,3,5,0,3,0,0,0,0,0,74,4
S00146610,32,5,5,2,0,0,1,0,0,0,51,3
S00146611,46,15,9,0,0,0,0,0,0,1,80,16
S00146612,21,8,4,0,0,0,0,0,1,0,51,5
S00146613,23,4,5,0,0,0,4,0,0,0,62,0
S00146614,14,4,2,0,0,0,0,0,0,0,52,3
S00146615,12,4,3,0,0,0,1,0,0,0,41,3
S00146616,17,15,0,0,0,0,0,0,0,0,39,2
S00146617,17,10,2,0,0,1,0,0,0,0,56,6
S00146618,37,7,3,0,0,0,0,0,0,1,66,9
S00146619,39,9,2,0,0,0,0,0,0,0,33,0
S00146620,15,4,0,1,0,0,0,0,0,0,38,4
S00146621,19,2,9,0,0,0,0,0,0,1,49,10
S00146622,53,15,12,0,0,0,0,0,0,0,48,1
S00146623,19,12,5,0,0,0,11,0,0,0,55,5
S00146624,14,6,5,1,0,0,0,0,1,0,54,5
S00146625,14,6,12,0,8,0,4,0,0,0,24,4
S00146626,49,16,0,0,0,0,0,0,0,0,55,6
S00146627,44,11,5,0,0,0,0,0,0,0,87,4
S00146628,33,14,17,0,0,0,0,0,0,1,110,8
S00146629,38,3,10,0,0,0,0,0,1,0,54,8
S00146630,31,9,6,4,0,0,0,0,0,0,62,5
S00146631,59,12,2,2,0,0,0,0,0,0,73,13
S00146632,22,4,2,0,0,0,0,0,0,0,37,8
S00146633,30,2,5,0,0,0,0,0,0,0,39,6
S00146634,32,3,7,0,0,0,2,0,1,0,93,10
S00146635,29,4,4,1,0,0,0,0,0,0,55,9
S00146636,39,11,5,0,0,0,0,0,0,0,62,7
S00146637,30,10,4,0,0,0,2,0,0,0,81,4
S00146638,41,10,0,1,0,0,0,0,0,0,61,5
S00146639,35,21,12,0,0,0,0,0,0,0,39,3
S00146640,15,5,5,0,0,0,0,0,0,0,41,6
S00146641,24,6,0,0,2,0,0,0,0,1,91,13
S00146642,17,7,8,0,0,0,0,0,0,0,62,0
S00146643,24,13,6,0,0,0,7,0,0,0,96,9
S00146644,26,9,10,0,0,0,0,0,0,0,58,2
S00146645,14,14,8,0,0,0,1,0,1,0,54,7
S00146646,40,11,2,4,0,0,0,0,0,0,60,12
S00146647,51,6,3,0,0,0,5,0,0,0,48,12
S00146648,25,3,0,0,0,0,0,0,0,0,37,0
S00146649,40,4,12,0,0,1,0,0,0,0,43,1
S00146650,36,3,2,1,0,0,0,0,0,0,51,3
S00146651,30,4,0,0,0,0,5,0,0,0,34,1
S00146652,27,7,0,0,0,0,0,0,0,0,47,8
S00146653,28,8,1,5,6,0,0,0,0,0,67,3
S00146654,15,3,6,0,0,0,10,0,0,0,36,2
S00146655,24,3,7,0,0,0,3,0,0,1,61,6
S00146656,35,16,8,3,0,0,2,0,1,0,64,16
S00146657,65,0,14,1,0,0,0,0,0,0,60,14
S00146658,76,10,19,1,4,0,2,0,0,5,99,12
S00146659,20,8,10,0,0,0,0,0,0,0,69,7
S00146660,44,16,2,0,0,0,0,5,0,0,79,2
S00146661,39,13,14,1,0,0,0,0,0,0,91,11
S00146662,41,15,1,0,0,0,0,0,0,2,44,5
S00146663,33,5,6,0,0,0,0,0,0,0,19,12
S00146664,44,10,4,2,0,0,0,0,0,0,35,5
S00146665,24,7,5,0,0,0,0,0,0,0,53,5
S00146666,48,19,10,2,0,0,0,0,0,2,71,11
S00146667,27,3,6,0,0,0,0,0,0,0,62,8
S00146668,33,11,5,0,0,0,0,2,0,0,53,7
S00146669,22,2,5,0,0,0,0,0,0,0,24,7
S00146670,23,1,9,0,0,0,0,0,0,0,37,15
S00146671,50,10,13,0,2,0,0,3,0,0,51,9
S00146672,37,5,11,0,0,0,0,0,0,0,52,1
S00146673,39,8,7,0,3,0,2,0,0,0,69,12
S00146674,48,3,5,0,0,0,1,0,0,0,80,1
S00146675,22,8,1,1,0,0,2,0,0,1,41,7
S00146676,53,16,10,1,0,0,0,0,0,0,88,1
S00146677,29,8,0,2,0,0,0,0,0,0,56,7
S00146678,20,5,8,0,0,0,3,0,0,2,31,7
S00146679,12,4,3,0,0,0,11,0,1,0,58,6
S00146680,22,8,6,0,0,0,0,0,0,0,41,14
S00146681,59,6,3,1,0,0,0,0,0,0,65,5
S00146682,37,12,4,1,0,0,0,0,2,0,56,4
S00146683,17,3,1,0,0,0,0,0,0,0,42,15
S00146684,44,12,10,0,0,0,0,0,0,1,43,11
S00146685,58,2,10,0,0,0,0,0,0,0,54,17
S00146686,52,9,8,0,0,0,0,0,0,0,85,13
S00146687,42,6,11,1,1,0,0,0,0,0,79,13
S00146688,37,3,13,0,0,0,0,1,0,0,42,2
S00146689,20,2,12,0,0,0,0,0,0,0,38,5
S00146690,13,10,1,1,0,0,0,0,1,0,50,12
S00146691,45,0,0,0,0,0,2,0,0,0,71,5
S00146692,29,15,10,0,0,0,0,0,0,0,59,7
S00146693,26,12,3,0,0,0,0,0,0,0,59,3
S00146694,32,4,10,0,0,0,0,0,2,0,43,8
S00146695,6,5,6,0,0,0,0,0,0,0,45,5
S00146696,42,9,6,0,0,0,0,0,0,0,70,3
S00146697,12,4,10,0,0,0,0,0,0,3,38,8
S00146698,23,4,8,0,0,0,0,0,0,1,45,8
S00146699,38,1,6,0,0,0,0,0,0,0,60,8
S00146700,27,7,4,0,0,0,0,0,0,0,50,3
S00146701,20,6,19,1,0,0,0,0,1,0,69,8
S00146702,24,16,1,0,0,0,0,0,0,0,54,5
S00146703,55,9,8,0,0,1,0,0,1,0,84,11
S00146704,21,3,8,0,0,0,0,0,0,0,62,4
S00146705,33,7,1,0,0,0,0,0,2,0,58,6
S00146706,13,4,8,0,0,0,0,0,0,0,38,7
S00146707,50,3,9,0,0,0,0,0,0,0,63,7
S00146708,41,6,12,0,0,0,6,0,0,0,72,5
S00146709,23,5,14,1,0,0,0,0,0,0,53,11
S00146710,43,6,17,1,0,0,0,0,0,0,70,9
S00146711,22,19,11,1,0,0,0,0,0,0,96,1
S00146712,48,8,0,0,0,0,0,0,0,0,72,2
S00146713,43,18,5,0,0,0,0,0,2,0,118,5
S00146714,37,3,8,0,1,0,0,0,1,0,58,13
S00146715,34,5,20,0,0,0,0,0,0,0,53,9
S00146716,48,5,12,1,0,0,0,0,0,0,46,10
S00146717,23,12,8,0,0,0,0,0,1,0,65,2
S00146718,23,0,16,0,0,0,0,0,0,0,33,10
S00146719,12,7,3,2,0,0,4,0,0,0,57,4
S00146720,26,9,8,0,0,0,0,0,1,0,98,13
S00146721,21,8,11,2,0,0,0,0,0,0,55,5
S00146722,40,11,10,1,0,0,0,0,2,0,70,11
S00146723,49,7,17,0,1,2,0,0,2,0,51,5
S00146724,51,13,11,0,0,0,0,0,0,0,68,15
S00146725,31,0,11,0,0,0,0,0,0,2,33,5
S00146726,20,12,23,0,0,0,0,0,0,0,80,52
S00146727,25,0,2,0,0,0,0,0,0,0,54,11
S00146728,34,4,1,1,0,0,0,0,1,0,53,9
S00146729,44,11,8,0,0,0,1,0,0,0,85,13
S00146730,47,16,23,0,0,0,0,0,0,1,73,8
S00146731,43,11,8,0,0,0,0,0,0,1,81,17
S00146732,32,6,13,0,0,2,0,0,0,0,52,5
S00146733,37,1,6,0,0,0,0,0,0,0,48,11
S00146734,38,3,3,0,0,0,0,0,1,0,77,2
S00146735,55,4,11,0,4,0,0,0,1,0,53,17
S00146736,34,3,8,0,0,0,0,0,6,0,51,18
S00146737,34,6,8,0,0,0,0,0,0,0,65,14
S00146738,27,2,4,0,0,0,0,0,0,0,35,10
S00146739,23,6,8,2,0,0,0,0,2,0,48,8
S00146740,60,6,11,1,0,1,0,0,0,0,78,8
S00146741,77,5,16,0,0,4,0,0,1,0,60,1
S00146742,54,4,9,4,0,0,0,0,2,2,53,12
S00146743,35,2,7,0,0,0,0,0,0,0,72,9
S00146744,32,7,8,0,0,0,0,0,1,0,46,6
S00146745,58,2,6,1,0,0,0,0,1,0,35,11
S00146746,62,14,12,0,0,0,0,0,2,0,60,16
S00146747,19,9,8,0,0,0,0,0,0,0,43,13
S00146748,31,4,3,0,0,0,0,0,0,0,36,7
S00146749,24,9,10,0,0,0,0,0,0,0,97,4
S00146750,28,4,3,0,0,0,0,0,0,0,80,2
S00146751,62,10,11,4,0,0,1,0,0,0,86,8
S00146752,44,4,4,0,0,0,0,0,1,0,61,7
S00146753,22,5,12,0,0,0,0,0,0,3,72,13
S00146754,24,0,1,1,0,0,0,0,0,0,31,4
S00146755,16,0,5,0,0,0,0,0,1,0,37,2
S00146756,39,6,20,2,0,0,0,0,1,0,59,14
S00146757,19,3,3,1,0,0,0,0,0,0,47,9
S00146758,31,7,15,0,0,0,0,0,0,0,60,6
S00146759,47,5,7,0,0,0,0,0,0,0,68,12
S00146760,41,9,14,0,2,0,0,0,0,0,47,7
S00146761,41,13,16,0,0,0,0,0,2,0,90,5
S00146762,47,2,15,1,0,0,0,0,0,0,66,14
S00146763,43,7,13,0,0,0,0,0,0,0,54,1
S00146764,45,1,9,0,0,0,0,0,0,0,83,5
S00146765,19,4,1,1,0,0,0,0,0,0,33,9
S00146766,50,4,2,0,0,0,0,0,0,0,48,4
S00146767,42,7,5,0,0,0,0,0,1,0,35,17
S00146768,32,5,9,0,0,0,0,0,0,0,73,6
S00146769,25,6,6,0,0,0,3,0,2,1,34,9
S00146770,27,3,0,0,0,0,0,0,1,0,52,6
S00146771,37,4,15,0,0,0,0,0,2,1,48,7
S00146772,41,3,2,0,0,0,0,0,0,1,57,9
S00146773,16,2,14,1,0,0,0,0,0,0,30,4
S00146774,37,4,27,2,0,0,0,0,0,0,78,8
S00146775,36,4,7,3,0,0,0,0,0,0,67,8
S00146776,55,4,5,0,0,0,0,0,0,0,58,1
S00146777,53,5,6,0,0,0,2,0,1,0,62,9
S00146778,12,5,4,0,0,0,0,0,1,0,38,5
S00146779,33,5,10,0,0,0,0,0,0,0,25,6
S00146780,30,1,4,0,0,0,0,0,1,0,58,9
S00146781,83,9,14,0,0,0,0,0,1,0,89,6
S00146782,44,2,10,0,0,0,0,0,1,0,68,9
S00146783,5,10,11,0,0,0,0,0,0,0,96,9
S00146784,38,7,29,3,0,0,0,0,0,0,90,14
S00146785,29,8,14,0,0,0,0,5,0,0,64,13
S00146786,34,4,17,0,0,0,0,0,0,0,35,8
S00146787,45,3,12,0,0,0,0,0,0,0,44,1
S00146788,44,11,2,2,0,0,0,0,0,0,89,6
S00146789,12,7,8,0,0,0,0,0,0,0,62,5
S00146790,60,13,8,0,0,1,0,0,2,0,79,5
S00146791,39,2,3,0,0,0,0,0,0,0,41,7
S00146792,24,6,3,0,0,0,0,0,0,0,56,0
S00146793,24,5,7,0,0,0,0,0,0,0,57,5
S00146794,31,4,12,0,0,0,0,0,0,0,62,3
S00146795,38,7,0,0,0,0,0,0,0,0,69,3
S00146796,41,1,7,0,0,0,0,0,0,2,102,6
S00146797,21,9,7,0,0,0,0,0,0,0,28,6
S00146798,51,0,6,0,0,0,0,0,1,0,86,3
S00146799,28,13,1,0,1,0,4,0,0,0,83,13
S00146800,37,3,2,2,0,0,0,0,0,0,57,7
S00146801,19,6,18,0,0,0,0,0,0,0,27,3
S00146802,15,0,9,0,2,0,0,0,1,0,61,12
S00146803,55,6,7,0,0,0,1,0,0,0,55,8
S00146804,32,6,2,0,0,0,0,0,0,0,49,2
S00146805,18,7,9,0,0,0,1,0,2,0,50,10
S00146806,35,6,1,0,0,0,0,0,0,0,52,2
S00146807,15,5,5,0,0,0,0,0,0,0,65,1
S00146808,41,4,6,1,0,0,0,0,1,0,29,4
S00146809,22,4,2,0,0,0,3,0,0,0,65,10
S00146810,39,6,18,0,0,0,0,0,0,0,87,9
S00146811,28,6,4,0,0,0,0,0,0,0,39,6
S00146812,28,1,0,0,0,0,0,0,0,0,59,0
S00146813,28,10,3,0,0,0,0,0,0,0,90,14
S00146814,17,0,4,0,0,0,0,0,2,1,76,8
S00146815,36,10,8,0,0,0,0,0,0,0,48,14
S00146816,20,2,0,0,0,0,0,0,0,0,55,12
S00146817,42,6,26,1,0,0,0,0,0,0,50,15
S00146818,26,11,3,0,0,0,0,0,0,0,112,2
S00146819,12,7,10,0,0,0,4,0,0,0,33,8
S00146820,39,16,3,0,0,0,0,0,0,0,106,8
S00146821,17,13,4,0,0,0,0,0,0,0,42,4
S00146822,31,5,11,0,0,0,0,0,0,0,72,12
S00146823,21,8,1,0,0,0,0,0,0,0,49,6
S00146824,28,5,6,1,0,0,0,0,0,0,46,6
S00146825,23,5,0,0,0,0,0,0,2,0,59,2
S00146826,19,9,0,0,0,0,0,0,1,0,51,4
S00146827,35,13,2,0,0,0,0,0,0,0,87,10
S00146828,27,1,2,0,0,0,0,0,0,0,56,2
S00146829,23,3,8,0,0,2,0,0,0,0,38,6
S00146830,18,3,10,0,0,0,0,0,0,0,49,12
S00146831,28,6,4,1,0,0,0,0,0,0,49,1
S00146832,27,1,3,3,1,0,0,0,0,0,52,1
S00146833,42,4,4,0,0,0,0,0,0,0,50,11
S00146834,9,2,4,0,0,0,0,0,0,4,39,7
S00146835,22,25,10,0,0,0,0,0,0,0,97,0
S00146836,54,7,11,0,0,0,0,0,0,0,63,2
S00146837,33,0,7,0,0,0,0,0,0,0,55,7
S00146838,14,3,3,0,0,0,0,0,0,0,55,3
S00146839,9,4,0,0,0,0,0,0,0,0,51,5
S00146840,27,2,6,0,0,0,0,0,0,0,42,6
S00146841,27,7,6,0,0,0,0,0,0,0,49,8
S00146842,43,6,9,0,0,0,0,0,1,0,66,8
S00146843,21,12,5,0,0,0,0,1,0,0,44,7
S00146844,37,3,4,0,0,0,0,0,1,0,47,4
S00146845,70,13,9,1,0,0,0,0,0,0,96,11
S00146846,60,10,11,0,0,0,0,0,0,1,55,14
S00146847,55,10,10,0,0,0,0,0,4,1,81,8
S00146848,30,5,4,0,0,0,0,0,0,0,45,9
S00146849,50,13,12,0,0,0,4,0,0,0,92,7
S00146850,22,17,4,0,0,0,0,0,0,0,82,20
S00146851,32,6,30,0,0,0,1,0,2,2,75,13
S00146852,27,4,2,0,0,0,0,0,0,0,38,9
S00146853,14,2,2,0,0,0,0,0,0,0,40,3
S00146854,61,4,6,0,0,0,0,0,0,0,83,4
S00146855,26,10,7,0,0,0,0,0,0,0,95,7
S00146856,9,10,7,0,0,0,0,0,0,0,53,4
S00146857,19,1,5,0,0,1,0,0,3,1,42,4
S00146858,42,0,0,2,0,0,0,0,1,0,72,11
S00146859,25,7,5,0,0,0,0,0,0,0,36,0
S00146860,31,13,3,0,0,0,0,0,1,0,54,2
S00146861,31,3,3,0,0,0,0,0,0,0,59,2
S00146862,22,9,10,0,0,0,0,0,0,0,61,6
S00146863,30,14,2,0,0,0,2,0,0,0,42,15
S00146864,28,3,4,0,0,0,0,0,0,0,50,7
S00146865,23,8,3,0,0,0,0,0,0,0,33,5
S00146866,24,3,11,0,0,0,0,0,1,0,64,7
S00146867,24,3,7,0,0,0,0,0,0,0,44,11
S00146868,29,4,0,0,1,0,0,0,0,0,49,4
S00146869,23,4,26,0,0,0,0,0,0,0,66,13
S00146870,17,2,0,0,0,0,0,0,0,0,42,2
S00146871,29,7,0,0,0,0,0,0,0,0,42,7
S00146872,37,0,0,0,0,0,0,0,0,0,62,4
S00146873,16,4,13,1,0,0,4,0,0,1,73,9
S00146874,25,4,15,0,0,0,0,0,0,0,52,4
S00146875,32,9,12,0,0,0,0,0,2,0,39,0
S00146876,33,10,12,4,0,0,0,0,0,0,55,7
S00146877,28,10,2,0,0,0,0,0,2,0,63,6
S00146878,13,1,1,0,0,0,0,0,0,0,43,9
S00146879,28,5,8,0,0,0,0,0,0,0,57,11
S00146880,32,16,5,0,0,0,0,0,3,0,78,13
S00146881,24,1,0,0,0,0,0,0,2,0,67,2
S00146882,52,8,0,1,0,0,0,0,0,1,76,2
S00146883,14,6,8,0,0,0,0,0,1,0,44,4
S00146884,14,5,19,0,0,0,0,0,0,0,53,18
S00146885,44,12,7,0,0,0,2,0,2,0,60,2
S00146886,35,14,5,0,0,0,2,0,1,0,54,2
S00146887,48,6,18,0,0,0,0,0,0,0,82,4
S00146888,20,8,0,0,0,0,0,0,0,1,46,8
S00146889,19,6,16,0,0,0,0,0,1,0,49,4
S00146890,30,6,10,0,0,0,0,0,0,0,67,2
S00146891,30,8,5,0,0,0,0,0,0,0,95,4
S00146892,35,3,10,1,0,0,0,0,1,0,62,6
S00146893,24,3,2,1,0,0,5,0,0,0,48,9
S00146894,47,8,8,0,0,0,0,0,0,0,76,10
S00146895,24,7,8,1,0,0,1,0,0,0,43,4
S00146896,19,2,8,0,0,0,2,0,1,0,55,5
S00146897,31,7,5,0,0,0,0,0,0,0,53,6
S00146898,29,10,5,0,0,0,0,0,0,2,36,9
S00146899,17,3,0,0,0,0,0,0,0,0,61,1
S00146900,32,5,6,0,0,0,0,0,1,0,62,5
S00146901,33,0,5,1,0,0,0,0,0,0,56,3
S00146902,34,7,5,0,0,0,0,0,0,0,80,8
S00146903,25,0,0,1,0,1,1,0,0,0,64,15
S00146904,27,3,2,0,0,0,0,0,0,0,42,2
S00146905,37,7,3,0,0,0,0,0,0,1,51,11
S00146906,40,6,8,0,0,0,0,0,0,0,69,5
S00146907,16,9,5,0,0,0,0,0,0,2,66,2
S00146908,47,8,3,0,0,0,0,0,0,0,79,2
S00146909,27,4,6,0,0,0,0,0,0,0,51,6
S00146910,29,1,4,0,0,0,0,0,0,0,37,4
S00146911,29,5,3,0,0,0,0,0,0,0,62,6
S00146912,18,2,1,0,0,0,0,0,0,0,52,3
S00146913,55,5,11,0,0,0,0,0,1,0,57,5
S00146914,29,5,4,0,0,0,8,0,0,0,76,5
S00146915,56,3,4,0,0,0,0,0,0,0,51,5
S00146916,20,8,0,0,0,0,3,0,0,0,74,9
S00146917,19,0,6,0,0,0,0,0,0,0,38,0
S00146918,58,9,10,0,0,0,0,0,0,0,73,4
S00146919,41,4,12,0,0,0,0,0,0,0,61,13
S00146920,36,3,8,0,0,0,0,0,2,1,37,9
S00146921,28,5,1,0,0,0,0,0,0,0,46,6
S00146922,47,7,17,4,0,0,0,0,1,0,73,11
S00146923,47,14,4,0,1,0,0,0,0,0,76,3
S00146924,8,0,1,0,0,0,0,0,0,0,60,3
S00146925,33,0,7,0,0,0,0,0,0,0,51,4
S00146926,26,5,13,0,0,0,1,0,0,0,32,8
S00146927,33,4,7,0,0,0,0,0,0,0,89,9
S00146928,37,0,3,0,0,0,0,0,1,1,34,4
S00146929,77,7,2,0,0,0,1,0,0,0,49,7
S00146930,22,8,7,0,0,0,0,0,0,0,62,2
S00146931,22,3,2,0,2,0,0,0,0,0,33,5
S00146932,50,14,10,0,0,0,0,0,0,1,41,4
S00146933,57,2,2,0,0,0,0,0,0,0,53,12
S00146934,42,4,2,0,0,0,0,3,0,0,67,6
S00146935,17,8,12,0,0,0,0,0,0,0,42,0
S00146936,46,11,5,0,0,0,0,0,1,0,65,7
S00146937,25,3,0,1,0,0,0,0,1,0,40,0
S00146938,37,8,9,0,0,0,0,0,1,1,45,18
S00146939,36,3,0,0,0,0,0,0,0,0,66,5
S00146940,24,4,7,0,0,0,0,0,0,0,35,4
S00146941,52,6,13,0,0,0,5,0,1,0,45,8
S00146942,16,1,4,0,0,0,0,0,0,0,84,8
S00146943,14,1,6,0,0,0,0,0,1,0,48,0
S00146944,16,3,0,0,0,0,0,0,0,0,45,6
S00146945,19,10,13,0,0,0,0,0,0,0,102,7
S00146946,48,5,10,0,0,0,0,0,2,0,84,13
S00146947,29,10,2,1,0,0,0,0,0,0,52,6
S00146948,44,4,5,0,0,0,0,0,1,0,35,6
S00146949,50,2,8,1,0,0,0,0,0,0,43,3
S00146950,10,12,5,0,0,1,0,0,1,0,37,2
S00146951,33,7,12,0,0,0,0,0,0,0,32,8
S00146952,30,4,5,1,0,0,0,0,2,0,53,0
S00146953,37,8,1,0,0,0,0,0,2,0,117,7
S00146954,25,13,2,0,0,0,4,0,2,0,75,10
S00146955,28,2,4,0,0,0,0,0,0,1,65,2
S00146956,31,7,7,0,0,0,0,0,1,0,36,8
S00146957,14,4,0,0,0,0,0,0,1,0,59,0
S00146958,30,4,2,2,0,0,0,0,0,0,51,8
S00146959,48,2,10,0,0,0,0,0,0,0,64,4
S00146960,28,10,1,0,0,0,0,0,0,0,50,7
S00146961,75,9,10,0,2,0,0,0,0,0,62,10
S00146962,38,7,9,0,0,0,0,0,0,0,62,8
S00146963,39,3,0,1,0,0,0,0,0,0,38,2
S00146964,68,5,14,0,0,0,0,0,1,0,73,4
S00146965,38,11,12,1,0,0,0,0,0,0,84,9
S00146966,29,10,20,0,0,0,0,0,0,0,75,20
S00146967,42,3,15,0,0,0,0,0,0,2,69,8
S00146968,22,1,10,2,0,0,0,0,0,0,50,6
S00146969,44,8,15,0,0,0,0,0,0,1,80,9
S00146970,47,1,9,2,0,0,0,0,0,0,70,6
S00146971,30,3,17,0,0,0,0,0,0,0,36,0
S00146972,26,9,18,1,0,1,0,0,0,1,51,8
S00146973,29,1,1,0,0,0,0,0,1,0,36,8
S00146974,48,1,7,0,0,0,0,0,0,0,41,4
S00146975,48,17,23,0,0,0,0,0,0,0,85,3
S00146976,71,6,4,0,0,0,4,0,0,0,63,6
S00146977,55,9,12,0,0,0,0,0,4,0,77,17
S00146978,41,12,20,0,1,0,0,0,1,0,77,5
S00146979,42,3,5,0,0,0,4,0,0,0,31,0
S00146980,21,5,5,0,0,0,0,0,0,0,27,2
S00146981,42,6,13,0,0,0,0,0,0,0,33,4
S00146982,28,4,28,3,0,0,0,0,2,0,61,23
S00146983,19,1,19,0,0,0,0,0,0,0,33,8
S00146984,34,4,0,0,0,0,0,0,0,0,58,11
S00146985,14,9,3,1,0,1,0,0,0,0,56,1
S00146986,27,4,0,0,0,0,0,0,0,0,69,6
S00146987,56,7,1,0,0,0,0,0,0,0,51,6
S00146988,19,8,8,0,0,0,0,0,0,0,113,5
S00146989,43,12,1,0,0,0,0,0,1,1,90,7
S00146990,14,3,4,0,0,0,0,0,0,0,57,0
S00146991,27,4,6,0,0,0,0,0,2,0,25,2
S00146992,27,3,3,1,0,0,0,0,0,0,48,4
S00146993,30,7,4,1,0,0,0,0,0,0,50,5
S00146994,23,3,2,0,0,0,0,0,1,0,58,2
S00146995,38,2,4,0,0,0,0,0,0,1,66,6
S00146996,53,7,5,0,0,0,0,0,0,0,96,8
S00146997,41,13,2,0,0,0,0,0,0,0,90,9
S00146998,20,6,10,0,0,0,0,0,0,0,42,5
S00146999,30,1,0,0,0,0,0,0,0,0,58,2
S00147000,56,0,8,0,0,0,0,0,2,0,44,3
S00147001,20,11,8,1,0,0,0,0,0,2,36,3
S00147002,42,3,2,0,0,0,0,0,0,0,61,0
S00147003,28,1,3,0,0,0,1,0,0,0,41,9
S00147004,52,7,2,0,0,0,0,0,3,0,44,1
S00147005,46,3,6,0,0,0,0,0,1,0,67,5
S00147006,23,3,4,0,0,0,0,0,3,0,30,4
S00147007,51,1,5,0,0,0,0,0,1,0,75,5
S00147008,32,7,2,0,0,1,0,0,0,1,76,4
S00147009,63,3,5,0,0,0,0,0,1,0,56,3
S00147010,31,3,3,0,0,0,0,0,0,3,78,10
S00147011,31,3,7,0,0,0,0,0,0,1,29,10
S00147012,40,7,9,0,0,0,0,0,0,0,51,6
S00147013,28,4,5,1,0,0,0,0,0,0,57,6
S00147014,21,3,0,0,0,0,0,0,0,0,37,2
S00147015,72,2,1,0,0,0,0,0,0,0,40,6
S00147016,61,4,15,0,0,0,0,0,0,0,61,9
S00147017,40,10,6,1,0,0,0,0,1,0,102,9
S00147018,36,4,6,0,0,0,0,0,0,0,48,8
S00147019,77,6,14,0,0,0,0,0,0,0,61,6
S00147020,49,10,6,0,0,0,0,0,0,0,58,10
S00147021,60,5,12,0,0,0,0,0,1,0,67,14
S00147022,21,8,1,0,0,0,0,0,2,0,41,6
S00147023,35,5,7,0,0,0,0,0,1,0,58,3
S00147024,25,4,19,0,3,0,0,0,0,1,30,4
S00147025,43,8,13,0,0,0,0,0,0,2,57,6
S00147026,35,4,5,0,0,0,0,0,0,0,40,3
S00147027,24,6,11,0,0,0,0,0,0,0,43,10
S00147028,77,5,9,0,0,0,0,0,0,0,35,2
S00147029,33,4,5,1,0,0,0,0,1,0,57,10
S00147030,24,6,0,0,0,0,0,0,0,0,31,4
S00147031,34,9,7,0,0,0,0,0,0,0,44,5
S00147032,60,15,8,0,0,0,0,0,0,0,69,10
S00147033,18,1,2,0,0,0,0,0,0,0,34,7
S00147034,18,3,7,0,0,0,0,0,0,0,50,5
S00147035,53,1,19,0,0,0,0,0,0,0,95,10
S00147036,38,5,11,0,0,0,0,0,0,0,21,12
S00147037,46,3,6,0,0,0,0,0,4,0,28,3
S00147038,30,6,4,1,0,0,0,0,0,1,45,5
S00147039,36,10,3,0,0,0,0,0,0,0,31,2
S00147040,33,4,2,0,0,0,0,0,0,0,32,5
S00147041,43,17,9,0,0,0,0,0,1,0,77,24
S00147042,13,3,2,0,0,0,0,0,0,0,47,5
S00147043,65,9,6,0,0,0,0,0,0,0,57,6
S00147044,30,4,0,0,0,0,0,0,0,1,46,11
S00147045,30,10,9,0,0,0,0,0,0,0,33,9
S00147046,49,8,1,0,0,0,0,0,2,0,51,5
S00147047,31,4,4,0,0,0,0,0,2,1,42,8
S00147048,28,8,3,0,0,0,5,0,0,0,59,7
S00147049,56,9,7,0,0,2,0,0,0,0,41,17
S00147050,19,5,4,3,0,0,0,0,0,0,56,7
S00147051,47,10,10,0,0,0,1,0,7,0,69,9
S00147052,51,1,4,1,0,0,0,0,0,0,81,6
S00147053,23,9,3,0,0,0,0,0,2,0,68,3
S00147054,44,1,0,1,0,0,0,0,0,0,39,4
S00147055,59,2,3,0,0,0,0,0,0,0,32,0
S00147056,25,10,2,0,0,0,0,0,1,0,36,4
S00147057,31,10,5,1,0,0,0,0,0,0,60,11
S00147058,31,3,11,0,0,0,0,0,0,0,43,3
S00147059,32,4,11,0,3,0,0,0,0,0,83,0
S00147060,22,0,5,0,0,0,0,0,1,0,44,4
S00147061,18,3,2,0,0,0,0,0,0,0,35,0
S00147062,27,11,0,0,0,0,0,0,1,0,77,6
S00147063,50,4,4,0,0,0,0,0,0,0,37,4
S00147064,31,4,5,0,0,0,0,0,0,0,40,2
S00147065,28,8,11,0,0,0,0,0,0,0,63,4
S00147066,31,5,4,0,0,0,0,0,1,0,32,2
S00147067,21,3,0,0,0,0,0,0,0,2,35,5
S00147068,60,4,0,0,0,0,0,0,0,0,45,7
S00147069,51,5,3,0,0,0,0,0,0,0,54,2
S00147070,22,2,4,0,0,0,0,0,0,0,46,3
S00147071,25,2,1,0,0,0,0,0,0,0,45,13
S00147072,48,12,0,0,0,0,0,0,0,0,52,12
S00147073,45,3,0,0,0,0,0,0,0,2,53,9
S00147074,31,5,7,0,0,0,1,0,0,2,74,5
S00147075,31,7,4,0,0,0,0,0,0,0,68,2
