oa_code_2021,church_of_scotland,roman_catholic,other_christian,buddhist,hindu,jewish,muslim,sikh,pagan,other_religion,no_religion,religion_not_stated
S00157648,9,28,5,0,0,0,11,1,0,0,42,10
S00157649,15,38,10,0,0,0,0,0,0,0,48,0
S00157650,21,4,2,0,2,0,3,0,0,0,45,2
S00157651,4,15,6,0,4,0,13,0,0,4,98,2
S00157652,4,13,19,0,0,1,3,0,0,0,43,11
S00157653,17,25,6,0,0,0,11,0,0,0,42,1
S00157654,27,32,0,0,0,0,1,0,0,0,37,5
S00157655,12,29,3,0,0,0,13,0,0,0,38,3
S00157656,8,21,6,2,0,0,0,0,0,0,60,4
S00157657,11,30,2,0,0,0,0,0,0,0,30,5
S00157658,6,37,4,0,1,0,9,0,0,0,28,3
S00157659,16,13,11,1,0,0,5,0,0,0,36,7
S00157660,35,35,3,0,0,0,0,0,1,0,43,13
S00157661,12,19,2,0,0,0,12,0,0,0,62,3
S00157662,9,6,2,0,1,0,2,0,1,0,36,1
S00157663,13,12,7,0,0,0,6,0,1,0,48,9
S00157664,20,26,10,0,0,0,4,0,0,0,39,13
S00157665,12,24,1,4,0,0,4,0,0,0,45,5
S00157666,11,12,2,0,0,0,29,0,1,0,31,10
S00157667,52,42,17,0,3,0,6,4,0,0,114,13
S00157668,14,20,0,0,1,0,4,5,0,0,55,22
S00157669,37,44,7,0,0,0,9,0,0,0,64,4
S00157670,9,12,19,0,0,0,6,0,2,0,48,7
S00157671,19,30,2,0,0,0,5,0,3,0,44,4
S00157672,5,29,1,0,0,0,0,0,0,0,27,4
S00157673,13,32,2,0,4,0,5,0,0,0,31,1
S00157674,18,17,6,0,0,0,31,0,0,0,38,16
S00157675,11,12,6,4,4,0,4,0,0,0,66,11
S00157676,20,22,8,0,0,0,0,0,0,0,19,1
S00157677,15,4,11,0,0,0,6,0,1,0,41,8
S00157678,24,22,13,0,1,0,17,0,0,0,49,3
S00157679,11,20,8,0,0,1,0,0,0,0,45,9
S00157680,39,49,45,15,17,3,21,2,4,4,481,23
S00157681,27,44,1,0,0,0,0,0,0,0,33,6
S00157682,3,12,5,2,0,1,0,0,0,0,35,6
S00157683,5,14,8,0,4,0,0,0,4,0,83,4
S00157684,25,18,9,5,6,0,13,0,0,0,52,30
S00157685,28,79,7,0,0,0,6,0,0,0,76,15
S00157686,3,27,15,1,10,0,11,8,1,2,141,32
S00157687,18,18,5,0,0,0,20,0,0,4,49,0
S00157688,10,16,13,1,0,0,35,0,0,0,19,17
S00157689,3,22,1,1,0,0,0,0,1,0,34,1
S00157690,14,61,0,0,0,0,0,0,0,0,44,11
S00157691,18,24,0,0,0,0,0,0,0,0,37,7
S00157692,16,15,4,10,0,0,172,0,1,0,65,27
S00157693,14,63,6,0,0,0,0,0,1,0,43,14
S00157694,10,17,7,1,0,0,6,1,4,0,70,7
S00157695,20,47,5,0,0,0,4,0,1,0,42,5
S00157696,8,10,1,0,0,0,2,0,0,0,44,4
S00157697,5,7,5,0,0,2,1,0,2,0,59,5
S00157698,21,22,4,0,0,0,3,0,0,1,68,2
S00157699,4,33,1,0,0,0,2,0,0,0,48,2
S00157700,15,16,9,0,0,0,5,6,0,0,51,16
S00157701,22,13,3,0,0,0,0,0,0,1,12,9
S00157702,18,25,2,0,0,0,0,0,0,0,33,7
S00157703,6,15,6,0,0,0,7,0,0,0,45,3
S00157704,4,17,2,2,1,0,9,0,0,0,68,14
S00157705,11,3,8,0,0,0,9,0,0,0,19,9
S00157706,8,19,5,0,0,1,12,0,0,0,55,8
S00157707,37,11,7,0,4,0,0,2,0,0,81,3
S00157708,8,18,6,0,3,0,12,0,2,0,35,2
S00157709,22,33,3,0,0,0,0,0,0,0,32,3
S00157710,29,28,12,0,0,0,8,0,0,0,44,6
S00157711,39,21,11,0,0,0,4,0,0,0,87,2
S00157712,24,24,9,3,0,0,11,0,0,0,64,16
S00157713,19,19,11,1,0,1,0,0,0,0,64,1
S00157714,16,28,7,0,6,0,9,0,0,0,54,13
S00157715,11,15,3,0,0,0,0,0,0,0,35,1
S00157716,34,40,4,0,0,0,5,1,0,2,80,21
S00157717,9,16,15,0,0,0,100,0,0,0,28,32
S00157718,18,24,14,0,0,2,26,1,2,1,52,10
S00157719,12,14,9,0,0,0,14,0,0,1,19,5
S00157720,10,23,0,0,0,0,0,0,0,0,54,2
S00157721,20,48,4,0,0,0,2,0,0,0,29,11
S00157722,20,26,0,0,0,0,0,0,0,0,25,9
S00157723,10,11,4,1,0,0,4,0,0,0,37,1
S00157724,5,20,0,0,0,0,10,0,2,0,34,5
S00157725,18,50,0,3,0,0,0,0,0,0,34,7
S00157726,14,25,2,0,0,0,9,0,0,0,31,9
S00157727,14,17,11,0,0,2,0,0,0,0,21,8
S00157728,16,74,0,0,0,0,3,0,0,0,61,4
S00157729,25,19,5,0,0,1,1,0,0,0,103,7
S00157730,10,20,4,4,1,0,0,0,1,1,94,16
S00157731,23,22,17,0,0,0,8,0,0,1,91,7
S00157732,15,12,5,0,0,0,1,0,0,0,48,2
S00157733,6,4,7,0,3,0,4,0,0,0,56,5
S00157734,16,38,13,0,9,0,1,11,0,1,54,18
S00157735,23,8,4,0,0,0,8,6,0,0,44,3
S00157736,29,19,11,0,0,0,9,0,0,1,79,6
S00157737,32,35,7,0,3,0,9,4,0,0,73,11
S00157738,6,12,7,4,0,0,2,0,0,0,72,3
S00157739,20,11,4,0,0,0,0,0,0,1,46,15
S00157740,11,10,2,0,5,0,0,0,0,0,55,9
S00157741,30,38,27,0,0,0,15,0,0,0,29,8
S00157742,14,6,17,0,0,0,2,0,0,0,35,8
S00157743,23,48,5,0,0,1,0,0,0,0,44,6
S00157744,12,17,8,1,1,0,0,0,0,0,44,5
S00157745,17,20,4,3,0,0,6,0,0,0,62,5
S00157746,9,8,8,0,0,0,35,0,0,0,16,4
S00157747,24,7,13,1,0,0,6,4,2,0,51,7
S00157748,57,136,69,11,54,6,49,4,5,1,861,70
S00157749,12,4,8,2,0,0,0,0,0,0,35,8
S00157750,17,13,0,0,0,0,0,0,0,0,28,3
S00157751,8,17,7,2,0,0,28,0,0,0,36,20
S00157752,16,19,6,0,0,0,10,0,0,0,49,9
S00157753,24,24,17,0,0,0,37,4,0,4,29,7
S00157754,14,34,0,0,0,0,1,0,1,2,86,4
S00157755,18,15,18,1,0,0,3,4,0,0,36,10
S00157756,11,9,6,0,0,0,75,0,0,0,55,17
S00157757,14,24,24,1,0,0,8,0,0,0,68,7
S00157758,16,5,0,2,0,0,0,0,0,0,34,4
S00157759,26,14,0,0,3,1,0,0,0,0,60,8
S00157760,11,4,2,2,0,0,0,0,0,0,50,15
S00157761,28,38,3,0,0,0,2,0,1,0,30,4
S00157762,35,71,9,0,0,0,9,0,0,1,63,15
S00157763,14,8,20,7,5,0,12,0,4,2,68,6
S00157764,21,35,0,2,0,0,7,0,0,1,47,17
S00157765,4,12,8,1,2,1,8,0,1,0,74,7
S00157766,13,21,0,0,0,0,0,0,0,0,57,4
S00157767,5,22,22,3,0,1,8,0,1,0,34,16
S00157768,10,9,2,1,0,0,6,0,0,0,38,5
S00157769,6,9,1,0,0,5,32,0,0,2,18,3
S00157770,2,5,4,2,0,0,4,1,1,0,78,7
S00157771,38,56,4,1,1,0,0,0,0,0,53,16
S00157772,33,18,9,0,0,0,13,0,0,0,78,7
S00157773,7,15,1,4,0,1,0,0,0,0,29,18
S00157774,25,38,1,0,0,0,0,0,0,0,37,15
S00157775,17,22,0,1,0,0,10,0,0,0,17,3
S00157776,20,57,1,0,0,0,0,0,0,0,39,5
S00157777,17,12,6,0,0,0,2,0,0,0,40,5
S00157778,24,9,3,0,8,2,3,0,0,0,62,10
S00157779,7,32,0,0,0,0,0,0,0,0,17,3
S00157780,9,10,2,0,0,1,0,0,1,0,50,1
S00157781,18,27,12,1,1,0,16,0,0,0,69,7
S00157782,34,31,3,0,0,0,17,0,0,0,29,9
S00157783,17,25,2,2,0,0,17,0,0,0,36,10
S00157784,21,30,11,0,4,2,8,0,0,0,53,7
S00157785,13,5,10,0,0,0,12,0,0,0,45,6
S00157786,8,21,0,0,0,0,20,4,1,2,27,5
S00157787,31,29,14,0,0,1,0,0,0,0,45,6
S00157788,19,45,0,1,5,1,10,0,0,0,46,6
S00157789,9,17,12,2,0,0,16,0,0,0,55,9
S00157790,14,17,9,0,4,0,7,0,0,0,36,6
S00157791,13,19,2,1,0,0,0,0,0,0,30,7
S00157792,8,10,2,0,0,0,20,3,0,0,50,11
S00157793,18,31,2,3,0,0,0,0,0,0,35,6
S00157794,39,19,4,0,4,6,0,0,0,0,42,12
S00157795,24,25,7,0,0,0,4,0,0,0,63,5
S00157796,17,20,5,0,0,0,8,0,0,0,40,18
S00157797,44,19,7,1,0,0,9,0,0,0,46,13
S00157798,10,19,1,0,0,0,10,0,0,2,45,2
S00157799,13,44,5,0,0,0,4,0,0,0,44,10
S00157800,10,30,3,0,0,0,28,2,0,0,43,3
S00157801,19,24,8,3,0,0,8,0,0,0,46,6
S00157802,11,12,15,0,2,0,30,0,0,1,46,8
S00157803,11,10,1,0,2,0,17,0,0,0,55,5
S00157804,12,19,8,0,0,0,4,0,0,1,17,3
S00157805,12,22,7,0,0,0,22,0,0,0,37,18
S00157806,13,13,15,0,0,0,0,0,1,0,37,6
S00157807,18,24,6,0,0,1,8,0,0,0,43,5
S00157808,20,17,9,0,3,0,2,0,2,1,27,6
S00157809,17,23,6,0,0,0,1,0,0,0,49,15
S00157810,24,10,5,1,0,0,7,0,1,0,91,17
S00157811,39,11,8,0,0,0,0,0,0,0,16,10
S00157812,32,21,15,0,2,0,10,0,0,0,111,9
S00157813,34,39,23,4,0,0,0,0,1,0,45,8
S00157814,23,26,1,0,0,0,1,0,0,0,29,4
S00157815,11,9,16,1,0,0,8,0,0,1,76,9
S00157816,8,17,0,0,0,0,12,0,1,0,20,5
S00157817,13,8,7,0,0,0,17,0,0,0,34,5
S00157818,17,17,5,0,0,0,2,0,0,0,40,11
S00157819,13,17,0,0,0,0,18,0,0,1,24,18
S00157820,13,30,0,1,1,0,14,2,0,0,54,4
S00157821,14,15,10,1,17,2,4,0,0,0,58,5
S00157822,23,45,2,4,0,0,4,0,0,0,58,13
S00157823,9,29,4,0,0,0,15,0,0,2,44,14
S00157824,8,9,9,2,0,0,0,4,2,0,66,6
S00157825,28,33,3,0,0,0,5,0,2,0,81,20
S00157826,4,13,8,0,2,0,1,0,0,0,59,4
S00157827,11,9,2,0,9,0,11,2,0,0,19,0
S00157828,27,50,4,0,0,0,5,0,0,4,27,29
S00157829,6,33,0,4,0,0,5,0,0,3,56,4
S00157830,10,22,7,0,3,0,7,0,5,0,37,12
S00157831,9,36,12,9,0,1,55,1,0,1,45,10
S00157832,24,15,6,0,0,0,1,0,0,1,41,5
S00157833,14,10,4,0,3,0,9,0,0,0,37,0
S00157834,5,19,4,0,0,0,8,0,1,0,23,5
S00157835,8,13,4,0,4,0,1,0,1,0,45,7
S00157836,6,14,7,0,0,0,12,0,4,1,29,9
S00157837,16,43,27,5,42,2,16,0,5,1,245,17
S00157838,12,19,9,2,0,0,22,0,0,0,55,2
S00157839,28,33,3,0,0,0,0,0,0,1,58,14
S00157840,10,7,0,0,0,0,3,4,0,0,58,4
S00157841,17,23,23,0,0,0,1,0,0,0,78,13
S00157842,11,18,5,0,2,2,11,0,0,0,62,8
S00157843,13,25,3,0,0,0,25,0,0,0,26,6
S00157844,19,18,26,0,4,0,16,4,2,0,34,4
S00157845,15,9,8,0,0,1,20,0,0,0,34,11
S00157846,7,17,6,0,0,0,0,0,1,2,64,10
S00157847,32,18,7,0,0,0,0,0,0,0,72,16
S00157848,20,27,6,0,6,0,7,0,0,0,35,9
S00157849,3,11,4,2,0,0,2,0,0,0,44,0
S00157850,27,24,9,0,0,0,2,0,0,0,27,5
S00157851,25,50,16,0,0,0,6,0,1,0,15,2
S00157852,23,16,7,0,6,0,0,0,0,2,48,10
S00157853,7,52,5,0,0,0,6,0,0,0,40,5
S00157854,12,26,11,0,11,5,2,0,0,0,51,3
S00157855,23,28,2,2,0,0,3,0,0,0,51,7
S00157856,15,33,4,0,0,0,10,1,1,0,48,18
S00157857,21,14,8,0,8,0,24,0,1,0,51,15
S00157858,16,21,2,0,0,0,22,0,0,0,26,4
S00157859,21,49,12,0,0,0,5,3,0,0,60,9
S00157860,3,29,4,0,0,0,0,0,0,0,76,5
S00157861,9,36,0,0,0,0,0,0,2,0,48,0
S00157862,10,24,19,0,1,0,6,0,0,0,62,11
S00157863,15,17,1,0,0,0,10,0,4,1,63,3
S00157864,26,32,21,0,6,1,13,2,1,0,82,16
S00157865,13,11,5,0,0,0,0,0,0,0,65,10
S00157866,8,19,1,0,4,0,1,0,2,0,77,9
S00157867,18,38,2,0,1,0,2,0,0,0,18,2
S00157868,10,31,7,0,0,0,19,6,0,1,27,15
S00157869,15,25,10,1,4,0,4,0,0,0,33,5
S00157870,10,26,1,0,0,0,8,0,0,0,33,3
S00157871,26,48,9,0,0,0,0,0,0,0,26,7
S00157872,7,22,1,0,0,0,17,0,0,0,39,2
S00157873,12,14,8,0,1,0,0,0,0,0,36,12
S00157874,4,17,1,0,1,4,1,3,0,0,38,9
S00157875,10,18,9,0,0,0,1,0,2,0,40,7
S00157876,12,12,3,0,0,1,0,0,0,0,82,3
S00157877,6,8,7,0,0,0,0,0,0,0,39,2
S00157878,22,21,8,1,0,0,0,0,0,0,86,0
S00157879,15,14,7,0,0,1,0,1,0,0,44,4
S00157880,16,16,19,0,0,0,7,0,0,1,49,15
S00157881,11,19,2,0,0,0,15,0,0,0,24,3
S00157882,23,17,3,0,3,4,3,2,0,2,49,11
S00157883,10,10,6,0,0,0,0,0,0,1,56,3
S00157884,30,27,9,0,0,0,0,0,1,0,64,2
S00157885,18,43,4,0,0,2,18,0,0,0,43,10
S00157886,16,27,4,0,0,0,11,0,0,0,46,1
S00157887,4,11,7,0,0,0,0,0,0,1,78,6
S00157888,13,21,3,0,0,0,2,0,0,0,28,4
S00157889,3,9,3,3,4,1,0,0,0,0,63,10
S00157890,21,11,1,0,0,0,0,0,0,0,62,10
S00157891,23,22,1,0,0,0,2,0,1,0,58,6
S00157892,37,11,8,1,1,2,0,0,0,0,26,4
S00157893,16,41,19,0,0,0,11,1,0,0,47,7
S00157894,36,11,6,0,0,3,0,0,1,0,96,17
S00157895,36,20,5,0,2,0,0,0,0,0,53,15
S00157896,24,14,7,0,7,2,7,0,0,0,74,6
S00157897,6,6,9,0,0,0,14,0,0,0,42,2
S00157898,17,35,12,3,0,0,35,0,0,0,40,9
S00157899,15,10,16,0,6,0,15,1,0,0,33,3
S00157900,10,8,3,0,0,0,3,0,0,0,81,4
S00157901,12,19,6,0,0,0,7,0,2,0,44,10
S00157902,25,34,2,0,0,0,17,1,0,0,31,6
S00157903,23,57,1,0,1,0,9,0,0,1,41,11
S00157904,15,15,1,0,0,0,7,0,0,0,25,4
S00157905,8,29,22,2,2,0,9,0,1,0,55,14
S00157906,24,45,1,0,0,0,0,4,5,0,88,23
S00157907,19,12,0,0,0,0,0,0,0,0,67,5
S00157908,12,5,3,3,0,0,25,0,0,0,56,8
S00157909,13,31,0,0,0,0,6,5,1,0,34,4
S00157910,6,6,1,4,0,0,0,0,0,0,49,4
S00157911,23,18,5,0,0,0,2,0,0,0,46,7
S00157912,15,35,2,2,2,2,6,0,0,1,41,9
S00157913,12,4,3,1,2,0,5,3,0,0,50,6
S00157914,2,17,11,1,4,0,35,0,0,0,61,14
S00157915,0,0,8,0,0,0,0,0,0,0,59,2
S00157916,13,22,5,0,0,0,0,7,1,0,95,5
S00157917,15,12,6,0,0,0,0,0,1,0,47,1
S00157918,6,13,5,0,2,0,6,0,0,0,19,11
S00157919,14,39,3,0,0,0,12,0,0,0,24,7
S00157920,15,42,2,0,0,0,5,0,0,0,33,13
S00157921,9,13,14,0,0,0,2,2,2,0,36,5
S00157922,9,24,10,2,1,0,11,0,0,1,53,4
S00157923,7,26,13,0,5,0,7,0,0,0,49,12
S00157924,9,19,8,1,0,0,3,0,1,0,101,9
S00157925,25,18,7,1,5,0,6,5,0,0,66,10
S00157926,13,47,2,0,0,0,16,0,0,0,47,0
S00157927,10,27,4,0,0,2,1,0,1,0,56,4
S00157928,19,29,7,2,4,0,12,0,0,0,78,7
S00157929,10,17,5,0,0,0,2,1,0,0,74,3
S00157930,20,20,9,0,1,0,0,0,0,0,79,3
S00157931,24,19,5,0,0,0,0,2,0,0,48,9
S00157932,9,23,4,0,0,0,0,0,0,0,91,5
S00157933,14,21,8,1,0,0,6,0,0,0,49,2
S00157934,22,31,12,0,0,0,6,0,0,0,49,11
S00157935,2,12,3,0,0,0,2,1,0,0,56,6
S00157936,7,29,1,1,0,0,0,0,0,0,31,4
S00157937,37,15,6,0,10,0,1,0,0,0,64,16
S00157938,18,32,11,2,3,0,0,0,0,0,50,5
S00157939,17,28,10,0,0,0,3,0,0,0,36,6
S00157940,29,8,1,0,0,1,0,0,0,0,54,11
S00157941,24,27,4,0,0,0,0,0,0,0,44,4
S00157942,18,21,4,0,0,0,0,0,0,0,13,5
S00157943,7,11,3,0,0,0,1,0,0,0,74,7
S00157944,32,22,6,0,0,0,5,4,0,3,69,0
S00157945,16,8,4,1,3,0,2,0,0,0,79,22
S00157946,12,8,26,0,0,0,0,0,0,0,73,15
S00157947,14,23,10,0,0,0,3,0,0,0,30,8
S00157948,6,10,4,0,1,0,8,0,0,1,55,4
S00157949,10,14,2,1,0,1,1,0,3,0,71,4
S00157950,7,19,4,0,0,0,0,0,0,0,22,10
S00157951,30,18,2,2,0,0,14,0,0,1,44,7
S00157952,19,17,4,0,0,1,0,0,1,0,69,3
S00157953,8,8,4,0,4,0,1,0,0,1,41,4
S00157954,9,18,6,1,0,0,2,0,0,0,42,1
S00157955,8,39,0,0,0,0,0,0,0,0,26,6
S00157956,8,15,10,0,0,0,0,0,0,0,63,10
S00157957,10,28,1,0,0,0,6,0,0,0,30,4
S00157958,15,15,10,0,0,0,0,0,0,0,82,4
S00157959,17,10,10,3,1,0,0,0,0,0,62,4
S00157960,16,50,26,0,0,0,5,4,0,0,61,7
S00157961,14,11,0,0,0,0,0,0,0,0,47,1
S00157962,17,37,20,1,2,0,7,0,0,2,47,10
S00157963,2,14,7,4,0,0,20,0,1,0,52,1
S00157964,14,32,1,1,2,0,0,3,0,0,58,7
S00157965,20,14,8,2,0,0,0,0,0,0,56,15
S00157966,18,24,3,1,0,2,0,0,2,0,21,6
S00157967,6,23,3,0,0,0,8,0,0,1,66,5
S00157968,4,14,9,2,0,0,0,0,0,1,110,11
S00157969,22,19,0,0,0,0,0,0,0,1,20,5
S00157970,8,11,6,2,7,0,19,0,0,0,29,8
S00157971,15,31,9,0,0,0,2,3,1,0,34,4
S00157972,37,23,4,1,0,0,3,3,3,0,123,22
S00157973,10,8,2,0,0,1,0,0,0,0,50,14
S00157974,5,11,12,0,0,0,5,1,0,0,18,8
S00157975,12,40,1,0,0,0,6,0,0,0,25,10
S00157976,4,44,0,2,0,0,5,0,0,0,37,13
S00157977,22,25,2,1,0,0,0,0,0,0,24,4
S00157978,17,14,8,0,1,0,0,0,0,1,41,24
S00157979,0,8,3,0,0,0,0,0,0,0,48,4
S00157980,6,8,4,0,0,0,1,0,0,0,35,4
S00157981,9,24,10,0,0,0,13,0,0,0,25,9
S00157982,22,20,2,2,0,0,4,0,0,0,60,9
S00157983,5,7,6,0,0,0,0,0,0,0,38,4
S00157984,20,39,2,0,1,0,6,0,0,0,84,7
S00157985,23,19,9,0,0,1,0,0,0,0,80,8
S00157986,10,18,2,0,0,0,0,0,0,1,66,9
S00157987,22,17,7,0,0,0,0,0,0,0,44,2
S00157988,6,11,6,0,1,0,4,2,2,0,30,6
S00157989,6,6,13,0,0,0,6,0,1,0,33,16
S00157990,7,11,8,2,0,1,7,0,0,1,63,13
S00157991,20,10,0,0,0,0,0,0,0,0,87,7
S00157992,15,11,3,0,0,0,0,3,0,0,40,6
S00157993,11,10,14,0,0,0,10,0,0,0,51,7
S00157994,10,16,0,1,1,3,3,0,0,1,52,3
S00157995,7,19,1,0,5,1,2,1,2,0,47,9
S00157996,4,9,3,0,0,0,0,0,0,0,41,8
S00157997,9,16,7,3,0,0,4,0,0,0,33,12
S00157998,24,40,14,2,0,0,1,0,0,0,51,14
S00157999,6,20,3,0,0,0,4,0,0,0,53,9
S00158000,15,18,3,0,0,0,5,0,1,0,84,8
S00158001,7,14,3,1,0,0,3,0,1,0,52,4
S00158002,7,7,1,0,0,0,0,0,0,0,61,2
S00158003,4,12,6,1,0,1,0,0,0,0,79,6
S00158004,11,31,1,0,0,0,0,0,0,0,86,11
S00158005,4,7,11,3,0,0,40,0,1,1,38,2
S00158006,20,14,9,0,0,0,0,0,0,0,56,12
S00158007,15,15,7,0,0,0,25,0,0,0,49,4
S00158008,7,11,2,0,0,0,2,0,1,0,33,8
S00158009,10,15,0,0,0,3,21,0,0,0,29,3
S00158010,10,28,7,0,0,0,5,0,0,0,49,6
S00158011,23,26,13,0,0,0,23,0,0,0,63,11
S00158012,10,0,5,0,0,0,0,0,0,0,49,6
S00158013,16,6,8,0,0,0,0,0,1,0,61,4
S00158014,24,29,4,0,0,0,13,0,0,1,15,8
S00158015,12,13,1,0,2,0,13,0,0,0,50,7
S00158016,12,12,7,0,0,0,0,0,0,0,46,6
S00158017,14,19,9,0,0,1,1,0,0,0,30,3
S00158018,23,12,8,0,0,0,5,0,0,0,91,2
S00158019,17,39,5,0,0,0,2,0,0,0,28,6
S00158020,12,22,4,2,0,0,0,2,0,0,65,7
S00158021,8,9,10,0,0,0,0,0,0,0,47,3
S00158022,17,40,2,1,0,0,10,7,1,0,43,8
S00158023,8,23,7,2,0,0,1,0,3,0,62,7
S00158024,9,25,6,0,2,0,0,0,0,0,9,6
S00158025,4,2,13,4,0,0,21,0,0,0,36,2
S00158026,12,26,17,0,3,0,13,0,0,0,73,17
S00158027,5,12,0,1,0,2,9,1,0,0,27,6
S00158028,16,20,1,0,1,0,19,0,0,0,37,12
S00158029,28,17,5,0,0,0,10,0,3,0,48,9
S00158030,9,13,0,0,0,0,22,0,0,1,22,1
S00158031,21,26,11,0,6,0,8,0,2,0,41,17
S00158032,22,25,4,1,0,0,0,0,0,2,68,13
S00158033,8,9,4,0,0,0,3,0,0,0,42,8
S00158034,14,10,10,0,4,0,0,0,1,0,63,5
S00158035,9,18,15,3,0,0,13,0,0,1,29,3
S00158036,9,12,4,2,8,1,6,1,0,0,56,5
S00158037,5,14,7,4,0,0,0,0,0,0,52,2
S00158038,16,11,7,0,6,0,9,0,0,0,27,3
S00158039,16,27,0,0,0,0,5,0,0,0,37,3
S00158040,17,13,2,0,0,4,2,4,0,0,60,14
S00158041,19,23,6,1,1,0,4,0,0,0,64,3
S00158042,13,12,10,0,0,0,0,0,0,1,47,5
S00158043,12,28,0,0,0,0,5,0,1,0,26,8
S00158044,32,23,4,0,0,0,0,1,0,0,72,10
S00158045,18,20,4,0,0,0,11,0,0,0,46,6
S00158046,11,34,5,0,15,0,5,5,0,0,27,10
S00158047,14,10,9,0,0,0,3,0,0,1,29,4
S00158048,5,16,16,1,3,0,23,0,0,0,50,7
S00158049,20,35,5,5,1,0,4,0,0,0,63,5
S00158050,7,19,16,2,1,0,0,0,0,3,51,6
S00158051,7,20,8,1,0,1,0,0,0,2,76,24
S00158052,8,24,0,1,0,0,0,0,0,0,23,11
S00158053,28,14,5,0,3,0,18,0,0,0,38,3
S00158054,7,14,0,0,4,0,1,0,0,0,66,11
S00158055,12,12,9,2,2,0,0,0,1,0,81,5
S00158056,8,16,8,2,0,0,0,0,0,0,59,7
S00158057,7,29,7,1,0,0,0,0,2,0,93,5
S00158058,18,24,2,0,0,0,1,0,0,0,21,12
S00158059,9,18,10,7,4,0,3,0,0,2,42,4
S00158060,4,17,4,0,0,2,0,0,0,0,99,5
S00158061,17,20,1,0,0,0,0,0,0,0,28,5
S00158062,10,15,5,5,0,1,6,0,0,0,111,18
S00158063,7,7,3,0,5,0,8,0,0,0,29,4
S00158064,7,11,11,4,0,0,4,0,0,0,52,8
S00158065,29,22,6,0,0,0,1,3,0,0,58,9
S00158066,22,19,0,1,3,0,0,0,0,0,24,1
S00158067,4,13,5,0,2,0,0,0,0,0,65,0
S00158068,10,8,7,0,0,0,0,0,0,0,75,9
S00158069,28,9,0,0,0,0,0,0,0,1,69,10
S00158070,13,15,10,0,0,0,1,0,1,0,89,10
S00158071,23,37,3,0,0,0,2,4,0,0,16,17
S00158072,6,21,7,2,0,0,0,0,1,0,81,2
S00158073,6,2,3,0,0,2,1,0,0,1,41,10
S00158074,21,25,7,1,0,0,8,0,0,0,33,6
S00158075,26,39,5,0,0,0,6,0,0,0,44,6
S00158076,9,9,3,0,0,0,12,0,1,0,25,1
S00158077,23,29,8,2,3,2,3,0,0,1,113,3
S00158078,12,30,8,0,0,0,0,0,0,0,39,3
S00158079,9,24,6,0,0,0,1,0,0,0,24,8
S00158080,11,20,3,4,3,0,4,3,0,2,95,9
S00158081,16,42,0,0,0,0,6,0,0,0,52,12
S00158082,17,27,12,2,0,0,0,0,0,0,55,4
S00158083,13,9,4,0,2,0,1,0,0,0,67,4
S00158084,9,16,8,0,2,0,0,0,0,0,32,9
S00158085,10,74,5,1,0,0,1,0,1,0,42,4
S00158086,11,5,2,1,2,0,6,0,0,0,46,3
S00158087,18,26,9,0,0,0,18,0,0,3,35,12
S00158088,13,13,5,0,3,0,4,0,0,0,19,6
S00158089,26,24,15,0,1,0,5,4,0,0,34,24
S00158090,2,7,6,0,0,0,0,0,0,0,48,4
S00158091,6,25,1,0,0,0,10,0,0,0,24,0
S00158092,9,17,9,0,0,1,4,0,0,0,47,0
S00158093,5,13,4,1,0,1,2,0,0,0,47,13
S00158094,28,43,3,0,2,0,0,0,0,0,55,9
S00158095,7,17,5,0,0,0,0,0,0,0,58,6
S00158096,10,14,8,1,0,0,1,0,0,2,76,17
S00158097,22,10,2,0,0,0,0,0,0,0,82,20
S00158098,14,7,7,1,1,0,3,0,0,0,23,5
S00158099,27,54,36,0,0,0,13,4,0,0,65,50
S00158100,36,12,10,0,1,0,24,5,0,0,48,12
S00158101,3,10,1,0,0,1,1,0,0,0,68,3
S00158102,20,21,5,0,0,1,8,0,0,1,107,15
S00158103,2,11,11,0,0,1,1,0,0,0,48,8
S00158104,13,25,12,0,0,0,4,0,4,0,29,10
S00158105,7,18,6,1,0,0,2,0,0,0,42,6
S00158106,17,24,7,0,0,0,0,0,0,0,42,2
S00158107,13,16,3,0,0,0,3,0,2,0,44,6
S00158108,7,3,2,2,2,0,1,0,0,0,46,6
S00158109,10,6,2,1,0,0,1,0,4,0,42,10
S00158110,18,21,2,0,0,0,1,0,0,1,33,2
S00158111,5,7,2,1,4,2,0,0,0,0,101,10
S00158112,11,8,6,2,0,0,11,0,1,0,40,9
S00158113,8,15,8,0,2,2,2,0,0,1,85,11
S00158114,5,13,8,0,5,0,0,0,0,0,69,6
S00158115,8,35,1,0,0,0,2,0,1,1,26,6
S00158116,7,15,5,0,2,0,12,0,0,0,36,7
S00158117,27,29,0,2,4,0,20,2,2,0,59,7
S00158118,20,23,13,2,0,0,3,0,0,0,49,9
S00158119,9,25,20,0,0,0,0,0,1,0,38,4
S00158120,12,15,6,0,0,0,2,0,1,4,78,9
S00158121,11,5,4,0,0,0,2,0,0,0,48,4
S00158122,8,12,3,0,0,0,1,0,0,1,60,6
S00158123,16,19,7,0,0,0,0,5,0,0,72,6
S00158124,7,11,10,0,0,0,6,1,0,0,24,10
S00158125,14,28,0,0,0,0,7,0,0,0,23,5
S00158126,30,20,2,0,0,0,0,0,0,0,89,15
S00158127,16,14,10,0,0,0,4,0,0,0,28,3
