oa_code,one_person_household_aged_65_and_over,one_person_household_aged_under_65,one_family_only_all_aged_65_and_over,one_family_only_married_or_same_sex_civil_partnership_couple_no_children,one_family_only_married_or_same_sex_civil_partnership_couple_with_dependent_children,one_family_only_married_or_same_sex_civil_partnership_couple_all_children_non_dependent,one_family_only_cohabiting_couple_no_children,one_family_only_cohabiting_couple_with_dependent_children,one_family_only_cohabiting_couple_all_children_non_dependent,one_family_only_lone_parent_with_dependent_children,one_family_only_lone_parent_all_children_non_dependent,other_households_with_dependent_children,other_households_all_full_time_students,other_households_all_aged_65_and_over,other_households_other
S00132115,8,14,5,6,3,4,2,2,0,5,11,0,0,0,2
S00132116,1,8,2,3,8,2,3,3,1,7,6,1,0,0,3
S00132117,9,12,1,3,5,4,4,2,0,4,1,3,0,0,0
S00132118,7,14,4,4,3,3,0,4,1,2,3,2,0,0,0
S00132119,6,16,2,4,8,2,5,0,0,15,5,2,0,0,2
S00132120,14,22,2,4,4,4,3,3,1,10,4,1,0,0,1
S00132121,4,18,3,5,5,5,0,7,0,10,2,0,0,0,4
S00132122,4,13,1,2,4,3,1,6,0,9,7,2,0,0,2
S00132123,4,10,0,3,5,1,3,4,0,11,4,1,0,1,2
S00132124,7,9,0,3,2,4,1,3,0,7,1,0,0,0,1
S00132125,8,25,3,3,2,2,2,1,0,2,3,0,0,0,6
S00132126,6,22,1,4,2,0,2,0,0,2,0,0,0,0,1
S00132127,6,21,1,4,2,0,0,2,0,7,2,0,0,0,2
S00132128,0,7,2,11,12,5,2,1,0,1,2,0,0,0,2
S00132129,6,14,2,10,4,4,3,3,0,1,0,1,0,0,1
S00132130,1,5,1,9,9,9,4,0,0,1,0,0,0,0,1
S00132131,5,11,4,11,7,5,2,0,0,4,1,0,0,0,0
S00132132,2,7,3,9,9,2,4,3,0,1,3,0,0,0,1
S00132133,9,27,3,7,2,2,0,1,0,4,3,0,0,0,3
S00132134,9,16,2,6,3,4,3,0,0,0,0,0,0,0,4
S00132135,5,44,0,2,1,0,8,2,0,5,0,0,0,0,2
S00132136,2,28,0,3,1,0,4,0,0,1,0,1,0,0,0
S00132137,4,11,0,0,3,0,0,1,0,6,2,2,0,0,3
S00132138,4,36,2,4,4,3,5,0,0,0,1,0,0,0,1
S00132139,13,31,2,3,1,1,2,1,0,5,2,0,0,0,1
S00132140,5,7,2,8,3,2,3,0,2,6,5,0,0,0,1
S00132141,8,5,4,8,4,3,1,1,0,1,4,1,0,1,1
S00132142,7,7,6,7,4,6,0,3,0,13,4,1,0,0,0
S00132143,8,6,6,5,5,1,1,1,2,4,2,0,0,0,0
S00132144,2,9,2,2,3,1,1,4,1,4,2,2,0,0,1
S00132145,6,21,3,1,1,5,1,1,0,7,2,1,0,0,2
S00132146,7,13,3,2,4,3,1,3,0,11,9,0,0,0,4
S00132147,1,8,3,4,10,2,2,2,0,12,4,4,0,0,3
S00132148,5,7,0,5,8,9,3,1,1,4,4,3,0,0,2
S00132149,5,9,3,2,4,6,1,1,1,4,1,2,0,0,2
S00132150,6,10,6,3,3,3,1,2,0,13,4,0,0,0,5
S00132151,5,11,6,7,7,8,2,2,1,3,1,0,0,1,2
S00132152,3,5,2,2,5,4,0,1,2,11,6,1,0,0,0
S00132153,5,13,0,9,5,5,2,5,0,6,4,2,0,0,2
S00132154,9,9,3,9,7,3,4,1,0,4,1,0,0,0,0
S00132155,6,19,1,5,16,3,6,1,0,8,2,1,0,0,2
S00132156,5,7,3,7,12,5,2,4,2,10,3,1,0,0,0
S00132157,1,8,4,5,2,3,1,1,0,11,3,0,0,0,2
S00132158,0,13,1,11,8,1,10,2,0,9,1,1,0,0,3
S00132159,4,3,0,5,8,3,1,4,0,17,11,1,0,0,4
S00132160,8,19,2,3,5,0,1,0,1,13,4,1,0,0,1
S00132161,5,8,8,8,4,2,2,1,0,8,4,0,0,0,1
S00132162,9,24,6,7,8,5,2,1,0,5,2,2,0,0,0
S00132163,4,19,3,4,3,1,3,0,1,2,3,2,0,0,3
S00132164,8,11,3,5,4,5,1,1,0,1,2,0,0,0,0
S00132165,5,25,1,3,12,3,3,4,0,4,0,1,0,1,0
S00132166,11,27,2,0,4,0,4,1,0,8,0,2,5,0,1
S00132167,9,15,4,2,1,1,3,1,0,5,2,0,0,1,2
S00132168,3,8,2,9,5,1,1,3,1,2,2,0,0,0,2
S00132169,4,12,4,16,3,4,2,3,0,7,4,1,0,0,0
S00132170,12,5,2,5,4,5,3,0,1,0,1,3,0,0,0
S00132171,3,4,2,4,9,11,1,0,0,7,4,2,0,0,1
S00132172,9,4,9,8,6,2,1,4,1,8,2,0,0,0,1
S00132173,6,10,2,4,5,5,3,3,0,9,1,0,0,0,0
S00132174,3,6,2,7,6,2,3,1,0,0,0,1,0,0,1
S00132175,9,10,3,9,3,5,1,3,0,6,1,1,0,0,2
S00132176,9,8,8,1,5,2,1,1,0,3,2,0,0,1,1
S00132177,6,6,6,3,4,5,2,3,0,7,1,3,0,1,0
S00132178,9,29,4,11,5,4,4,1,2,3,0,0,0,0,0
S00132179,24,11,2,9,12,1,8,4,0,0,2,3,0,0,1
S00132180,10,18,4,2,3,1,1,1,0,6,0,0,0,0,0
S00132181,15,18,12,7,6,4,2,6,0,3,1,0,0,0,0
S00132182,11,19,2,8,6,3,2,8,0,16,2,2,0,0,2
S00132183,12,10,16,6,1,7,0,2,1,2,3,3,0,0,3
S00132184,8,11,13,8,12,5,0,2,0,1,6,0,0,1,4
S00132185,8,17,4,3,10,2,4,0,0,1,2,1,0,1,0
S00132186,8,21,1,4,1,2,4,0,0,1,1,0,0,0,0
S00132187,2,5,3,9,19,4,1,2,1,2,2,0,0,0,0
S00132188,10,14,1,1,2,0,1,0,0,5,0,0,0,0,0
S00132189,8,6,12,7,13,5,1,1,0,2,1,1,0,0,0
S00132190,2,22,3,15,0,2,4,0,0,6,0,0,0,0,2
S00132191,6,27,0,2,2,0,3,0,0,1,1,0,0,0,1
S00132192,5,14,7,4,17,2,0,1,1,3,2,0,0,0,1
S00132193,11,6,5,7,11,4,0,0,0,2,1,1,0,0,0
S00132194,5,4,5,12,6,5,0,0,0,0,1,0,0,1,0
S00132195,26,4,2,4,2,0,1,0,0,0,0,0,0,0,0
S00132196,1,3,5,7,16,5,0,0,0,3,0,5,0,0,1
S00132197,28,6,4,3,6,0,1,0,0,2,0,0,0,1,0
S00132198,1,4,6,11,15,6,1,0,0,0,1,0,0,1,2
S00132199,4,4,6,10,13,9,0,0,0,1,0,0,0,0,0
S00132200,0,2,4,5,18,5,0,1,0,2,4,1,0,0,0
S00132201,2,2,7,13,15,7,0,1,0,0,3,1,0,0,1
S00132202,43,4,17,3,0,0,0,0,0,0,0,0,0,0,0
S00132203,5,16,5,8,1,0,1,0,0,2,0,0,0,0,1
S00132204,5,19,3,4,0,1,5,0,0,1,1,0,0,0,1
S00132205,6,23,7,9,8,2,5,2,0,4,3,1,0,0,1
S00132206,23,6,10,3,6,2,0,3,0,1,0,0,0,0,0
S00132207,1,4,6,9,17,4,2,6,0,1,1,1,0,0,1
S00132208,8,3,8,13,12,5,0,1,0,2,3,1,0,0,0
S00132209,3,8,1,7,16,7,3,1,0,6,1,1,0,0,1
S00132210,5,5,2,8,11,9,0,0,0,0,1,1,0,0,1
S00132211,5,5,6,13,10,7,0,3,0,4,4,0,0,0,1
S00132212,5,7,3,10,16,4,1,0,1,2,1,0,0,0,0
S00132213,2,17,2,1,4,5,1,2,0,7,6,0,0,0,0
S00132214,5,4,3,7,8,8,0,0,0,0,1,3,0,0,2
S00132215,5,18,0,3,4,1,3,0,0,5,1,1,0,1,0
S00132216,7,13,1,3,1,2,1,3,0,6,2,1,0,0,0
S00132217,1,19,0,2,6,4,1,3,0,4,2,1,0,0,0
S00132218,5,4,7,7,8,2,1,0,0,0,0,1,0,0,0
S00132219,22,2,3,2,7,3,0,0,0,0,2,0,0,0,1
S00132220,7,11,1,5,5,2,1,1,0,5,3,0,0,0,1
S00132221,5,14,0,7,4,6,5,3,0,5,2,1,0,1,1
S00132222,7,10,4,6,8,10,2,6,1,7,8,5,0,0,2
S00132223,4,13,4,4,9,8,0,3,0,8,3,3,0,0,0
S00132224,6,6,2,11,2,5,1,2,0,0,0,0,0,1,0
S00132225,2,8,2,1,7,3,0,2,0,11,3,0,0,1,1
S00132226,4,6,4,1,6,4,0,2,0,4,4,1,0,0,2
S00132227,2,7,5,6,6,8,1,3,0,4,8,1,0,0,0
S00132228,10,9,4,6,6,3,2,2,0,5,3,2,0,0,0
S00132229,9,7,8,3,10,6,0,3,0,5,3,0,0,0,0
S00132230,5,13,3,8,5,0,0,3,1,5,1,0,0,0,1
S00132231,9,15,1,2,4,1,2,0,0,3,3,0,0,0,0
S00132232,9,11,9,2,7,3,0,1,0,4,3,2,0,0,1
S00132233,11,3,10,5,5,13,1,2,0,2,6,1,0,0,1
S00132234,3,8,6,7,22,6,4,0,0,4,1,0,0,0,1
S00132235,1,6,1,5,36,6,0,1,0,2,0,2,0,0,0
S00132236,14,10,3,7,8,6,1,0,1,0,4,0,0,0,1
S00132237,5,40,2,5,5,2,2,2,0,9,5,1,0,0,3
S00132238,14,23,4,3,0,3,2,1,1,8,3,1,0,0,0
S00132239,13,23,2,2,5,3,3,3,0,5,2,2,0,1,5
S00132240,11,46,2,5,1,0,1,2,0,0,1,0,0,0,1
S00132241,4,23,3,8,15,5,7,2,0,5,0,1,0,0,5
S00132242,8,39,1,0,4,0,2,2,0,6,1,0,0,0,0
S00132243,7,47,0,2,1,1,5,0,1,0,0,0,0,0,1
S00132244,17,17,6,9,6,5,1,1,1,0,1,1,0,0,2
S00132245,1,22,2,5,1,2,11,3,0,2,0,0,0,0,0
S00132246,4,7,11,7,13,7,2,2,0,4,3,2,0,0,0
S00132247,8,16,5,6,5,3,0,0,0,1,1,0,0,0,0
S00132248,0,3,1,4,13,5,2,1,0,1,1,0,0,0,0
S00132249,11,3,5,4,3,9,1,0,0,3,4,1,0,1,0
S00132250,14,8,9,7,4,4,1,0,0,3,4,1,0,0,0
S00132251,10,7,9,4,9,3,1,1,0,3,4,1,0,0,1
S00132252,16,6,7,4,7,4,0,0,0,1,1,1,0,0,1
S00132253,8,8,3,7,10,7,1,1,0,2,3,1,0,1,1
S00132254,4,5,2,9,14,3,0,1,1,2,1,1,0,0,1
S00132255,3,3,6,7,10,6,1,2,0,1,2,0,0,0,0
S00132256,3,9,2,11,3,5,3,1,0,3,2,2,0,0,1
S00132257,6,8,2,6,3,3,4,0,1,8,5,1,0,0,3
S00132258,2,2,7,7,9,8,1,1,1,0,0,0,0,0,1
S00132259,3,14,1,4,9,9,1,1,0,0,0,0,0,0,2
S00132260,8,3,19,11,10,5,1,0,0,0,2,0,0,0,1
S00132261,3,9,19,12,7,11,4,1,1,1,2,1,0,0,1
S00132262,7,6,6,11,12,8,3,0,0,4,1,0,0,0,0
S00132263,3,4,8,10,12,3,1,0,0,0,0,0,0,0,2
S00132264,7,6,8,7,15,5,2,0,0,1,1,1,0,0,0
S00132265,7,11,5,7,6,5,2,0,0,0,2,0,0,0,0
S00132266,11,15,10,11,3,0,0,1,0,0,1,0,0,0,2
S00132267,3,6,9,13,17,5,0,1,0,2,0,0,0,0,1
S00132268,1,5,0,6,21,7,0,1,0,1,3,3,0,0,0
S00132269,1,3,1,8,5,2,0,0,0,2,0,0,0,0,0
S00132270,5,10,7,3,9,3,6,4,2,2,10,2,0,0,0
S00132271,1,4,4,4,22,3,0,2,0,1,3,1,0,0,1
S00132272,7,4,4,13,5,9,3,3,0,2,0,1,0,1,0
S00132273,4,2,4,2,7,3,0,0,0,2,1,0,0,0,0
S00132274,0,6,0,15,33,7,5,8,0,1,1,1,0,0,1
S00132275,0,1,0,4,11,2,3,0,0,0,0,0,0,0,0
S00132276,2,4,5,7,8,7,1,1,0,1,3,1,0,1,1
S00132277,0,1,1,9,20,4,5,3,0,1,0,0,0,0,0
S00132278,2,4,1,16,12,3,0,1,0,0,1,2,0,0,4
S00132279,5,14,1,6,2,3,0,0,1,0,0,0,0,0,0
S00132280,14,7,7,13,9,7,1,2,0,2,1,1,0,0,0
S00132281,5,1,2,9,22,4,4,2,1,2,2,1,0,0,1
S00132282,7,5,0,11,8,2,2,0,0,11,2,1,0,0,1
S00132283,4,2,4,5,11,7,1,0,0,3,1,0,0,0,0
S00132284,0,1,2,9,20,4,4,5,0,2,0,1,0,0,1
S00132285,0,5,0,9,15,0,9,7,0,2,2,0,0,0,0
S00132286,6,8,5,4,11,1,2,1,0,0,1,1,0,0,0
S00132287,3,8,4,7,5,4,2,2,0,2,1,1,0,0,2
S00132288,1,2,0,9,13,2,1,0,0,3,3,0,0,0,1
S00132289,0,2,0,4,29,4,1,2,0,2,1,1,0,0,1
S00132290,3,10,5,4,3,3,1,1,0,1,2,2,0,0,0
S00132291,0,9,8,12,13,1,5,1,0,5,0,3,0,0,0
S00132292,3,2,5,3,5,6,2,2,0,0,0,0,0,0,2
S00132293,6,19,5,1,5,2,2,1,0,5,2,0,0,0,0
S00132294,6,1,0,2,4,3,1,0,0,2,1,0,0,0,1
S00132295,16,18,4,1,0,0,1,0,0,1,1,0,0,0,0
S00132296,6,17,3,1,4,7,2,2,0,5,0,0,0,0,0
S00132297,5,4,7,22,9,13,0,1,0,0,2,0,0,0,0
S00132298,5,10,1,7,2,7,1,0,1,5,3,0,0,0,2
S00132299,0,3,0,7,26,3,0,0,0,3,0,3,0,0,1
S00132300,1,4,2,8,26,3,2,3,0,0,1,2,0,0,1
S00132301,0,5,1,12,25,11,6,5,0,11,4,0,0,0,1
S00132302,0,3,0,6,18,6,2,3,0,9,4,2,0,0,2
S00132303,4,6,6,4,3,7,0,0,0,0,4,2,0,0,0
S00132304,12,14,5,7,4,2,3,3,0,3,4,0,0,0,2
S00132305,2,3,2,1,6,3,1,0,1,2,0,1,0,0,0
S00132306,2,6,2,20,24,11,2,1,1,3,1,1,0,1,1
S00132307,4,5,3,11,3,6,2,0,0,1,1,1,0,0,1
S00132308,3,18,2,3,4,0,2,0,0,2,0,0,0,0,2
S00132309,6,9,3,5,3,1,2,0,0,2,2,2,0,0,1
S00132310,5,7,3,8,5,4,1,3,0,15,3,1,0,1,2
S00132311,1,9,2,12,14,3,1,2,0,2,1,2,0,0,0
S00132312,1,2,2,6,9,7,3,2,1,0,2,0,0,0,0
S00132313,1,4,2,7,7,2,0,2,0,1,2,2,0,0,1
S00132314,5,5,2,10,8,2,0,1,0,0,3,0,0,0,0
S00132315,6,17,3,4,2,2,1,3,3,7,2,0,0,1,0
S00132316,6,3,3,7,1,2,4,1,1,2,1,0,0,0,1
S00132317,11,15,6,4,3,1,5,1,0,1,4,0,1,0,2
S00132318,5,36,0,3,4,1,3,2,0,2,3,0,0,0,2
S00132319,5,10,5,9,20,4,1,3,0,7,5,0,0,0,5
S00132320,3,7,4,16,5,5,4,2,0,1,2,2,0,0,4
S00132321,0,2,4,8,13,8,0,1,0,0,3,1,0,0,1
S00132322,2,5,4,6,5,5,1,1,0,0,0,0,0,0,0
S00132323,2,26,3,8,6,5,0,1,0,3,2,0,0,0,1
S00132324,3,0,6,7,4,4,0,0,0,2,2,0,0,0,0
S00132325,14,31,11,8,2,3,2,0,0,0,1,0,1,0,2
S00132326,10,11,13,9,6,4,2,0,0,0,3,1,2,0,2
S00132327,4,3,5,10,14,3,1,2,0,1,2,1,0,0,0
S00132328,5,28,1,7,1,0,9,0,1,2,0,0,0,0,6
S00132329,6,6,4,4,3,3,3,1,0,1,0,1,0,1,0
S00132330,2,6,2,5,22,5,1,2,0,4,0,0,0,0,0
S00132331,5,12,2,6,11,8,1,5,0,5,1,0,0,0,6
S00132332,1,13,1,16,21,3,10,3,0,2,1,1,0,0,2
S00132333,5,6,6,5,5,5,1,3,0,2,1,0,0,0,1
S00132334,1,3,2,6,3,5,2,2,0,6,1,0,0,0,0
S00132335,11,11,1,3,0,1,2,1,1,6,3,0,0,0,1
S00132336,5,9,3,3,9,5,2,0,0,3,0,0,0,0,0
S00132337,4,1,7,6,7,5,1,0,0,1,1,1,0,0,0
S00132338,1,6,3,9,7,5,2,2,0,0,0,0,0,0,0
S00132339,4,4,5,8,9,7,1,1,0,1,0,1,0,1,0
S00132340,2,3,7,21,14,6,1,0,0,0,2,1,0,0,1
S00132341,3,6,3,6,8,3,1,1,0,0,1,0,0,0,3
S00132342,1,35,0,1,0,0,4,2,0,6,4,0,0,0,1
S00132343,8,17,1,2,2,1,2,0,1,3,2,2,0,0,0
S00132344,2,9,2,3,3,3,0,0,0,4,1,0,0,0,0
S00132345,0,2,0,5,8,0,2,1,0,4,0,0,0,0,1
S00132346,4,59,2,3,2,0,10,0,0,2,1,0,0,0,0
S00132347,0,9,1,12,10,2,9,9,0,1,0,4,0,0,1
S00132348,76,3,16,3,0,0,0,0,0,0,0,0,0,3,1
S00132349,3,1,6,2,4,2,0,1,0,1,0,0,0,0,0
S00132350,7,1,17,13,8,2,0,1,1,0,0,2,0,0,1
S00132351,1,3,5,6,14,4,2,1,0,1,3,0,0,0,1
S00132352,8,8,11,7,3,3,1,1,0,0,4,0,0,0,1
S00132353,4,7,2,4,3,3,3,2,0,6,1,1,0,1,4
S00132354,4,3,7,9,10,5,1,2,0,1,3,1,0,0,0
S00132355,12,10,5,8,15,3,1,0,0,0,0,0,0,1,1
S00132356,8,7,9,9,11,4,1,0,0,1,1,1,0,0,0
S00132357,9,18,7,4,10,2,1,2,0,0,1,0,0,0,1
S00132358,3,12,7,15,16,3,3,3,0,2,3,1,0,0,1
S00132359,2,8,4,11,13,5,3,2,0,6,3,0,0,0,0
S00132360,1,3,7,13,28,12,1,0,2,3,0,5,0,0,1
S00132361,7,12,7,7,7,2,1,0,0,6,1,1,0,0,2
S00132362,5,5,0,6,7,4,0,2,0,4,4,1,0,0,2
S00132363,5,15,6,15,11,2,4,3,0,3,1,0,0,0,1
S00132364,0,5,4,9,14,5,1,0,1,0,1,0,0,1,1
S00132365,3,7,2,11,10,2,1,0,0,1,0,0,0,1,1
S00132366,2,2,6,14,12,0,0,2,0,1,0,1,0,0,0
S00132367,2,4,2,6,5,3,0,0,0,0,1,1,0,0,0
S00132368,6,7,3,6,8,8,2,2,0,3,1,1,0,0,0
S00132369,0,1,1,12,27,4,5,4,2,3,1,2,0,0,2
S00132370,7,2,3,6,10,7,1,0,0,2,1,1,0,0,2
S00132371,19,19,1,3,2,2,1,4,0,17,3,1,0,1,5
S00132372,2,4,3,3,9,0,3,3,0,2,1,1,0,0,2
S00132373,0,5,1,9,25,4,0,2,0,1,1,3,0,0,1
S00132374,3,9,2,8,6,1,2,2,0,8,1,0,0,0,0
S00132375,9,3,4,9,7,4,2,1,0,2,0,0,0,0,0
S00132376,6,12,1,5,8,5,3,2,1,7,2,1,0,0,0
S00132377,0,2,3,6,10,5,2,1,0,2,0,0,0,0,0
S00132378,5,17,7,7,3,7,4,6,2,7,5,1,0,1,3
S00132379,11,10,1,2,1,2,1,3,0,9,2,1,0,0,1
S00132380,5,19,3,4,6,1,5,1,0,1,0,0,0,1,1
S00132381,17,4,7,4,8,1,0,0,0,0,1,2,0,0,1
S00132382,6,8,5,10,5,8,1,4,0,3,0,0,0,0,0
S00132383,2,9,2,12,6,4,2,0,0,2,1,0,0,1,0
S00132384,9,8,10,8,13,6,1,3,0,3,1,1,0,2,1
S00132385,1,4,2,8,2,5,0,2,0,3,0,0,0,0,0
S00132386,2,1,0,7,10,6,0,2,0,1,0,0,0,0,1
S00132387,5,4,5,2,12,3,0,1,0,0,0,0,0,0,1
S00132388,3,8,2,13,10,9,2,0,0,2,2,1,0,0,0
S00132389,10,2,7,8,2,6,1,0,0,1,1,1,0,0,1
S00132390,6,3,7,4,4,2,1,2,0,1,4,1,0,0,0
S00132391,1,3,5,5,5,2,1,3,0,1,2,1,0,0,1
S00132392,11,12,4,14,5,5,2,0,0,3,0,0,0,0,0
S00132393,5,12,3,4,4,5,0,2,0,4,8,3,0,0,1
S00132394,9,21,4,5,1,0,4,2,1,0,1,1,0,0,2
S00132395,11,12,15,12,6,5,1,1,0,2,1,2,0,0,1
S00132396,0,1,5,4,13,0,1,6,0,2,0,3,0,0,0
S00132397,2,6,2,8,18,5,2,3,0,2,2,1,0,1,1
S00132398,6,8,5,8,7,4,2,0,1,0,0,1,0,0,1
S00132399,0,3,4,6,2,6,0,0,0,2,1,0,0,0,0
S00132400,2,9,2,6,9,0,1,2,1,5,0,0,0,0,0
S00132401,9,6,5,14,5,4,0,0,0,3,0,0,0,0,0
S00132402,11,9,3,5,5,1,1,2,0,2,4,0,0,0,0
S00132403,3,5,6,8,7,3,1,0,0,0,0,1,0,0,0
S00132404,4,7,15,23,16,5,3,1,1,2,1,0,0,0,0
S00132405,3,5,2,10,8,4,1,3,1,1,2,3,0,0,2
S00132406,28,8,5,2,2,0,0,0,0,2,1,1,0,0,0
S00132407,3,2,2,1,3,4,2,0,0,0,1,1,0,0,2
S00132408,3,1,5,10,15,3,3,2,0,3,1,2,0,0,3
S00132409,9,11,2,8,5,0,1,4,0,6,1,1,0,0,3
S00132410,8,12,3,2,2,0,2,2,0,2,2,1,0,0,1
S00132411,8,16,1,10,6,6,1,1,0,2,1,0,0,0,0
S00132412,0,5,0,5,27,5,2,5,1,1,1,2,0,0,0
S00132413,7,11,7,12,12,6,3,3,0,1,0,1,0,0,0
S00132414,1,5,0,7,23,7,3,4,0,3,1,2,0,0,0
S00132415,0,4,1,9,25,7,2,3,1,7,2,5,0,0,1
S00132416,1,18,1,15,26,1,8,2,1,6,0,3,0,0,1
S00132417,7,27,2,1,5,2,1,3,0,2,0,2,0,0,1
S00132418,8,13,1,0,3,1,2,0,0,5,3,1,0,0,0
S00132419,6,2,12,6,5,3,3,1,1,0,1,0,0,0,1
S00132420,3,10,1,6,5,3,4,1,0,1,0,1,0,0,0
S00132421,4,5,3,6,3,6,0,1,0,7,7,1,0,0,1
S00132422,1,6,2,7,4,3,1,4,0,9,3,0,0,0,0
S00132423,2,4,11,9,6,8,1,3,0,3,2,0,0,0,1
S00132424,3,2,8,8,15,7,3,0,0,1,0,0,0,0,1
S00132425,2,2,3,10,2,3,2,0,0,1,0,0,0,1,0
S00132426,1,3,1,1,5,4,1,4,2,19,5,0,0,0,0
S00132427,0,9,0,1,4,2,1,4,0,8,2,1,0,0,1
S00132428,5,14,7,8,17,3,3,0,0,6,4,0,0,0,1
S00132429,5,14,1,0,4,0,1,1,1,3,1,0,0,0,0
S00132430,1,2,6,3,6,5,0,0,0,0,2,0,0,0,0
S00132431,4,5,4,6,6,4,2,2,0,3,1,2,0,0,1
S00132432,7,1,4,7,11,2,1,1,0,2,4,0,0,0,0
S00132433,8,4,5,8,1,7,2,0,0,0,2,1,0,0,0
S00132434,8,3,5,5,3,3,0,4,1,1,4,0,0,1,0
S00132435,10,6,5,6,8,4,0,0,0,2,1,0,0,0,0
S00132436,6,5,5,12,9,6,3,1,0,3,3,1,0,0,2
S00132437,4,6,6,10,6,3,1,2,0,1,0,2,0,0,1
S00132438,17,8,4,3,2,4,2,2,1,2,1,0,0,0,2
S00132439,11,16,3,6,0,0,1,1,0,0,1,0,0,0,1
S00132440,7,43,2,1,2,0,7,2,1,11,6,2,0,0,1
S00132441,26,6,3,1,1,1,2,0,1,2,5,0,0,1,1
S00132442,12,6,6,8,5,5,0,2,0,5,0,0,0,0,2
S00132443,6,1,2,5,4,2,1,1,0,2,5,2,0,0,0
S00132444,3,8,0,3,8,0,2,3,0,3,1,0,0,0,0
S00132445,12,11,5,5,4,4,2,1,1,6,2,0,0,0,0
S00132446,2,2,2,1,4,1,0,2,0,2,4,3,0,0,0
S00132447,6,5,4,9,11,9,1,6,0,7,4,1,0,0,1
S00132448,15,25,6,7,0,0,2,0,1,1,2,0,0,0,0
S00132449,10,21,8,3,0,1,1,0,0,2,0,0,0,0,0
S00132450,9,21,3,5,1,1,4,0,0,1,4,0,0,0,0
S00132451,14,17,3,3,0,1,0,0,0,2,1,0,0,0,1
S00132452,8,3,7,2,11,6,0,2,0,5,2,0,0,0,1
S00132453,2,11,3,4,5,0,1,1,1,3,3,0,0,0,0
S00132454,4,4,2,3,6,7,2,1,0,1,2,0,0,0,0
S00132455,5,27,2,4,2,1,4,4,0,5,1,0,0,0,4
S00132456,4,4,7,4,3,7,2,1,0,0,1,0,0,0,0
S00132457,13,13,7,4,3,6,3,1,0,0,2,0,0,0,0
S00132458,5,9,5,3,5,4,1,2,0,2,1,0,0,0,1
S00132459,11,15,3,2,2,3,4,2,0,3,5,1,0,0,3
S00132460,5,17,2,4,6,3,0,1,0,12,2,1,0,0,2
S00132461,1,9,0,2,0,0,3,1,0,12,4,0,0,0,0
S00132462,11,19,1,3,1,0,0,0,0,3,3,0,0,0,0
S00132463,11,21,0,6,0,1,1,0,1,0,1,0,0,0,0
S00132464,7,42,1,3,2,0,7,2,0,0,0,0,0,0,1
S00132465,1,9,5,0,3,0,2,2,0,3,0,0,0,0,0
S00132466,6,17,6,6,3,2,3,2,0,1,2,1,0,0,1
S00132467,5,7,5,1,5,2,0,7,0,3,1,0,0,0,1
S00132468,2,4,1,2,6,2,0,1,0,3,0,1,0,0,0
S00132469,3,22,5,3,5,1,8,1,0,5,2,1,0,0,2
S00132470,1,3,3,4,5,2,1,0,0,3,1,2,0,0,2
S00132471,5,30,0,6,4,1,2,5,0,15,2,0,0,0,3
S00132472,0,4,2,6,8,2,3,0,0,4,4,0,0,0,0
S00132473,4,22,2,3,0,1,2,5,0,7,1,0,0,1,0
S00132474,12,18,8,3,2,1,0,0,0,0,1,0,0,0,0
S00132475,20,12,3,4,0,0,1,0,0,0,1,0,0,0,0
S00132476,1,2,1,3,4,6,0,1,0,2,1,0,0,0,0
S00132477,17,8,8,5,4,3,1,3,1,5,2,2,0,0,2
S00132478,1,8,1,4,4,4,2,3,0,5,2,1,0,0,0
S00132479,6,5,6,7,5,8,1,2,0,10,5,1,0,1,3
S00132480,2,3,2,2,6,2,2,2,0,5,0,0,0,0,0
S00132481,6,19,5,9,5,3,6,2,1,0,2,1,0,0,1
S00132482,1,9,2,3,7,9,1,2,0,6,3,3,0,0,1
S00132483,2,6,4,4,2,3,1,0,0,4,6,1,0,0,0
S00132484,6,4,6,11,15,10,3,1,0,4,3,0,0,0,3
S00132485,1,5,1,4,5,1,0,3,1,1,1,1,0,0,0
S00132486,6,27,0,3,2,2,0,2,0,5,8,2,0,0,2
S00132487,7,7,1,2,3,2,0,0,1,3,6,1,0,0,1
S00132488,12,22,3,1,4,1,2,1,0,5,0,0,0,0,2
S00132489,9,12,1,5,0,1,1,2,0,3,3,0,0,0,0
S00132490,1,5,4,5,3,0,3,0,0,2,5,0,0,0,1
S00132491,1,29,4,5,0,1,4,2,0,7,1,0,1,0,0
S00132492,6,4,10,9,26,8,1,2,1,0,1,1,0,0,0
S00132493,1,0,1,9,34,6,8,4,2,3,0,2,0,0,2
S00132494,0,4,0,8,7,1,1,1,0,0,0,0,0,0,0
S00132495,0,0,0,3,17,2,0,1,0,3,0,0,0,0,0
S00132496,2,9,0,10,21,4,2,2,0,0,0,1,0,0,1
S00132497,5,2,7,8,3,3,1,0,0,0,1,0,0,0,0
S00132498,0,2,2,8,25,2,0,1,1,1,0,2,0,0,0
S00132499,4,7,3,9,11,6,1,4,0,3,1,1,0,0,1
S00132500,5,4,7,8,6,8,0,1,0,4,0,1,0,0,4
S00132501,21,20,1,12,3,1,1,2,0,4,3,1,0,0,4
S00132502,9,4,3,12,9,8,1,0,0,2,0,1,0,0,1
S00132503,4,4,2,8,10,3,4,0,0,3,1,1,0,1,2
S00132504,5,3,6,11,18,9,3,3,0,0,1,0,0,0,1
S00132505,3,4,4,8,10,7,3,2,0,0,2,1,0,0,0
