oa_code,church_of_scotland,roman_catholic,other_christian,buddhist,hindu,jewish,muslim,sikh,other_religion,no_religion,religion_not_stated
S00091196,45,6,13,0,0,0,0,0,2,45,16
S00091197,76,6,7,2,0,0,0,0,0,44,9
S00091198,83,5,7,0,0,0,0,0,2,74,6
S00091199,60,8,7,0,0,0,0,0,0,59,21
S00091200,18,9,16,0,0,0,0,0,0,107,3
S00091201,28,2,17,1,0,0,0,0,1,57,12
S00091202,45,6,30,0,0,0,14,0,2,57,7
S00091203,48,1,9,0,0,0,0,0,0,53,9
S00091204,49,6,14,0,2,0,0,0,0,53,7
S00091205,32,1,10,0,0,0,0,0,0,57,5
S00091206,20,5,17,0,0,0,0,0,0,35,3
S00091207,42,1,15,0,0,1,3,0,0,44,17
S00091208,42,4,8,0,0,0,0,0,1,54,5
S00091209,71,2,15,0,0,0,1,0,0,68,25
S00091210,48,10,14,0,0,0,0,0,0,75,7
S00091211,53,5,20,0,0,0,1,0,0,88,7
S00091212,31,8,12,0,0,0,0,0,1,82,14
S00091213,56,0,7,0,0,0,0,0,0,85,26
S00091214,29,2,5,0,0,0,0,0,0,51,8
S00091215,35,5,5,1,0,0,0,0,0,61,14
S00091216,57,3,10,0,0,0,0,0,0,58,8
S00091217,48,7,26,1,0,1,0,0,2,63,16
S00091218,50,7,16,0,0,0,0,0,1,87,12
S00091219,34,2,4,0,0,0,0,0,0,51,9
S00091220,55,7,11,0,0,0,0,0,0,45,10
S00091221,28,3,3,0,0,0,0,0,0,28,4
S00091222,38,7,9,3,0,0,0,0,0,77,6
S00091223,72,17,10,1,0,0,0,0,0,55,14
S00091224,64,3,9,0,0,0,0,0,0,43,6
S00091225,39,2,12,1,0,0,0,0,0,31,8
S00091226,25,5,13,0,0,0,0,0,1,47,8
S00091227,84,5,15,0,0,0,1,0,1,101,11
S00091228,57,8,8,0,0,0,7,0,0,92,22
S00091229,47,2,12,2,1,0,0,0,1,75,18
S00091230,46,7,14,0,0,0,0,0,1,82,12
S00091231,65,7,11,0,0,0,0,0,0,72,16
S00091232,35,8,4,0,0,0,0,0,0,73,1
S00091233,60,7,15,0,0,0,0,0,0,134,24
S00091234,42,8,2,0,0,0,0,0,0,116,10
S00091235,63,6,8,0,0,0,1,0,0,63,15
S00091236,30,2,2,1,0,0,0,0,0,130,6
S00091237,89,11,10,1,2,0,0,0,0,102,11
S00091238,42,8,6,0,0,0,0,0,0,33,3
S00091239,26,12,2,0,0,0,0,0,0,95,9
S00091240,33,1,21,0,0,0,3,0,0,64,8
S00091241,49,0,17,0,0,1,0,0,0,80,12
S00091242,43,8,10,0,0,0,0,2,0,84,13
S00091243,43,3,2,0,0,0,0,0,0,49,5
S00091244,75,1,9,0,0,0,0,0,0,82,15
S00091245,48,1,8,0,0,0,0,0,1,59,19
S00091246,35,0,7,0,0,0,0,0,0,53,1
S00091247,42,14,13,0,0,0,0,0,0,54,5
S00091248,40,2,29,3,0,0,3,0,1,72,15
S00091249,48,0,7,0,0,0,0,0,0,123,19
S00091250,79,8,10,3,0,1,0,0,0,41,13
S00091251,63,5,6,0,0,0,0,0,0,42,10
S00091252,71,11,16,1,0,0,0,0,0,54,13
S00091253,59,7,12,7,0,0,0,0,1,84,16
S00091254,35,9,4,0,0,0,0,0,0,40,10
S00091255,62,9,19,0,0,0,0,0,1,61,14
S00091256,25,3,2,0,0,0,0,0,0,27,6
S00091257,59,5,9,0,0,0,0,0,0,45,23
S00091258,37,0,8,0,0,0,0,0,0,89,15
S00091259,42,7,14,0,0,0,0,0,1,41,20
S00091260,36,10,5,1,0,0,1,0,0,87,15
S00091261,43,8,10,0,0,1,0,0,0,78,14
S00091262,54,0,3,3,0,0,0,0,0,50,8
S00091263,78,19,9,0,0,0,0,0,0,104,18
S00091264,49,4,1,1,0,0,4,0,0,79,3
S00091265,56,5,10,0,0,0,0,0,0,55,12
S00091266,36,3,3,0,0,0,0,0,0,44,14
S00091267,55,10,5,0,0,0,4,0,1,127,11
S00091268,46,25,6,0,0,0,0,0,0,95,21
S00091269,23,1,3,0,0,0,0,0,0,42,6
S00091270,26,0,13,0,0,0,0,0,0,31,2
S00091271,83,2,14,2,0,0,0,0,1,88,14
S00091272,42,5,11,0,0,0,0,0,0,54,11
S00091273,32,6,11,0,0,0,0,0,0,64,6
S00091274,93,2,17,0,0,0,3,0,3,80,11
S00091275,63,14,9,0,0,0,0,0,0,99,15
S00091276,28,10,14,0,0,0,0,0,0,84,3
S00091277,33,27,5,0,0,0,0,0,0,92,18
S00091278,39,10,8,2,0,0,0,0,1,80,16
S00091279,39,8,16,1,0,0,0,0,4,53,14
S00091280,38,4,10,1,0,0,0,0,1,51,21
S00091281,54,12,7,0,0,0,3,0,0,78,23
S00091282,58,6,13,0,0,0,0,0,5,73,6
S00091283,44,5,32,0,0,0,0,0,3,64,8
S00091284,53,4,18,1,0,0,1,0,0,85,8
S00091285,35,9,21,0,0,0,0,0,2,96,18
S00091286,62,1,14,0,0,0,0,0,0,72,11
S00091287,55,8,22,1,7,0,0,0,0,75,14
S00091288,59,12,14,0,0,0,0,0,0,54,14
S00091289,36,2,4,0,0,0,0,0,0,35,11
S00091290,53,12,18,0,0,0,0,0,0,43,15
S00091291,64,5,21,1,0,0,0,0,0,73,17
S00091292,14,2,9,0,0,0,0,0,0,31,5
S00091293,34,5,5,0,3,0,0,0,0,60,16
S00091294,59,5,6,1,0,0,0,0,0,49,16
S00091295,50,3,14,0,0,0,0,0,2,58,2
S00091296,47,3,22,0,0,0,0,0,0,65,5
S00091297,94,9,18,0,0,0,0,0,0,73,23
S00091298,19,3,15,1,0,0,0,0,0,25,2
S00091299,26,1,7,1,0,0,4,0,0,67,6
S00091300,49,6,15,0,0,0,0,0,1,72,17
S00091301,18,2,3,0,0,0,0,0,1,49,4
S00091302,92,8,5,0,0,0,1,0,0,64,20
S00091303,53,2,7,0,0,0,0,0,0,40,4
S00091304,41,5,7,0,0,0,0,0,1,43,12
S00091305,46,0,4,0,0,0,2,0,3,59,10
S00091306,53,4,13,0,0,1,0,0,2,50,11
S00091307,42,2,6,1,0,0,1,0,0,57,4
S00091308,29,7,15,4,0,0,0,0,0,57,7
S00091309,31,6,4,0,0,0,0,0,0,40,14
S00091310,32,12,10,0,0,0,0,0,0,72,6
S00091311,71,16,7,0,0,0,0,0,0,85,10
S00091312,38,10,5,0,0,0,5,0,0,114,6
S00091313,39,18,15,0,0,0,1,0,0,89,5
S00091314,10,8,0,0,0,4,2,0,0,56,3
S00091315,23,6,18,0,0,0,0,0,0,23,6
S00091316,22,8,3,0,0,0,0,0,0,30,6
S00091317,40,12,13,0,0,1,0,0,2,45,10
S00091318,33,0,8,0,0,0,0,0,0,50,5
S00091319,81,15,52,0,4,0,4,0,0,75,52
S00091320,27,12,16,0,3,0,0,0,0,62,13
S00091321,31,15,5,0,4,0,0,0,0,65,6
S00091322,51,13,18,0,0,0,0,0,0,63,20
S00091323,41,3,13,0,0,0,0,0,2,77,3
S00091324,74,10,5,0,3,0,0,0,0,54,17
S00091325,28,14,13,0,0,0,2,0,2,89,8
S00091326,50,8,9,0,0,0,0,0,0,44,17
S00091327,60,4,8,1,0,0,0,0,0,87,2
S00091328,40,3,6,0,0,0,0,0,0,54,4
S00091329,88,6,10,0,0,1,0,0,1,35,7
S00091330,44,19,5,0,0,0,0,0,0,47,15
S00091331,50,11,6,0,0,0,0,0,0,52,11
S00091332,29,0,4,0,0,0,0,0,1,46,7
S00091333,31,0,10,2,0,0,0,0,0,26,10
S00091334,48,2,12,0,0,0,0,0,0,43,3
S00091335,62,8,2,0,0,0,0,0,0,49,11
S00091336,59,4,14,0,0,0,0,0,0,47,9
S00091337,40,2,5,0,0,0,0,0,0,32,9
S00091338,18,7,4,0,0,0,0,0,0,23,8
S00091339,21,4,4,0,0,0,0,0,0,32,6
S00091340,34,1,11,0,0,0,0,0,0,43,0
S00091341,76,11,25,0,0,0,0,0,1,53,24
S00091342,44,9,7,0,0,0,0,0,1,46,9
S00091343,61,11,13,1,0,0,0,0,0,72,18
S00091344,35,0,4,0,0,0,0,0,0,33,13
S00091345,67,3,13,0,0,0,0,0,1,67,12
S00091346,46,3,11,0,0,0,0,0,1,40,5
S00091347,44,0,8,0,0,0,0,0,0,76,1
S00091348,43,3,13,0,0,0,0,0,1,70,6
S00091349,59,12,8,0,0,0,0,0,0,43,3
S00091350,47,5,5,0,0,0,0,0,0,57,21
S00091351,52,13,16,4,0,0,0,0,0,76,8
S00091352,54,0,2,0,0,0,0,0,0,42,7
S00091353,34,10,2,0,0,0,0,0,0,37,12
S00091354,44,2,6,1,0,0,0,0,0,40,11
S00091355,67,5,6,0,0,0,1,0,2,62,10
S00091356,47,3,14,0,0,0,0,0,0,63,14
S00091357,21,5,12,0,0,0,0,0,0,37,17
S00091358,72,10,11,0,0,0,0,4,0,47,11
S00091359,35,11,10,0,0,0,0,0,0,53,10
S00091360,33,2,3,0,0,0,0,0,0,38,0
S00091361,41,9,8,0,0,0,0,0,0,64,7
S00091362,39,7,10,1,0,0,0,0,1,52,10
S00091363,41,3,7,0,0,0,0,0,0,35,5
S00091364,28,7,7,0,0,0,0,0,1,55,6
S00091365,65,13,13,1,0,0,0,0,0,92,7
S00091366,41,8,15,0,0,0,0,0,0,94,8
S00091367,34,0,10,0,0,0,0,0,0,34,9
S00091368,40,8,31,0,0,0,0,0,0,73,10
S00091369,82,11,23,0,0,0,0,0,0,69,15
S00091370,46,13,7,1,4,0,0,0,0,91,3
S00091371,91,10,1,0,0,1,0,0,1,63,16
S00091372,33,6,8,0,0,0,7,0,0,59,2
S00091373,54,6,14,0,0,0,0,0,0,65,9
S00091374,35,8,13,0,0,0,1,0,0,41,7
S00091375,51,7,2,0,0,0,0,0,2,42,3
S00091376,24,3,8,0,0,0,0,0,0,20,9
S00091377,25,5,9,0,0,0,0,0,1,55,13
S00091378,46,2,8,0,0,0,0,0,1,45,16
S00091379,75,11,28,0,0,2,5,1,0,51,6
S00091380,33,3,8,0,0,0,0,0,0,39,13
S00091381,54,11,28,0,0,0,0,0,0,59,9
S00091382,54,11,19,0,0,0,0,0,0,63,25
S00091383,39,3,30,1,0,0,0,0,0,59,5
S00091384,45,3,7,0,0,0,2,0,0,43,7
S00091385,46,0,8,0,0,1,0,0,0,26,7
S00091386,53,12,35,1,0,0,0,0,0,79,12
S00091387,60,11,8,0,0,0,0,0,0,44,15
S00091388,42,13,20,0,0,0,0,0,0,65,21
S00091389,20,8,11,1,0,0,0,0,0,11,4
S00091390,73,9,10,1,0,0,0,0,0,47,3
S00091391,58,11,11,0,0,0,1,0,0,41,18
S00091392,44,7,19,0,0,0,0,0,1,57,15
S00091393,52,17,25,0,0,0,0,0,0,113,11
S00091394,37,8,9,2,0,0,3,0,0,57,9
S00091395,56,3,10,2,0,0,0,0,0,52,21
S00091396,25,10,2,0,0,0,0,0,0,41,8
S00091397,43,1,6,0,0,0,6,0,1,40,6
S00091398,47,10,32,0,0,0,0,0,1,51,12
S00091399,39,6,7,0,0,0,0,1,0,36,6
S00091400,26,4,10,0,0,0,0,0,1,11,11
S00091401,79,17,12,0,0,0,0,0,3,59,26
S00091402,20,4,7,1,0,0,0,0,0,37,8
S00091403,33,19,3,0,0,0,0,0,0,150,11
S00091404,38,15,14,0,0,0,0,1,0,79,7
S00091405,34,5,11,0,0,0,0,0,0,35,7
S00091406,33,0,3,0,0,0,0,0,0,17,1
S00091407,41,1,7,0,0,0,0,0,0,50,0
S00091408,47,7,6,0,0,0,0,0,0,60,9
S00091409,50,6,12,0,0,0,0,0,1,32,7
S00091410,45,6,3,0,0,0,0,0,0,50,13
S00091411,34,3,9,0,0,0,0,0,0,52,3
S00091412,62,9,11,0,0,0,0,0,0,94,18
S00091413,70,4,6,4,0,0,0,0,0,45,14
S00091414,77,4,10,0,0,0,0,0,0,58,14
S00091415,42,5,18,0,0,0,0,0,0,56,7
S00091416,57,5,9,0,0,0,0,0,0,55,20
S00091417,29,3,6,0,0,0,0,0,0,36,6
S00091418,46,1,10,0,0,1,0,0,1,52,10
S00091419,22,3,3,0,0,0,0,0,0,28,7
S00091420,39,3,5,0,0,0,0,0,1,32,4
S00091421,17,7,5,0,0,0,1,0,0,107,10
S00091422,44,18,18,0,0,0,0,0,2,44,6
S00091423,30,10,10,0,0,0,0,0,3,51,14
S00091424,42,1,14,0,0,0,0,0,1,45,12
S00091425,45,9,21,0,0,0,0,0,0,59,16
S00091426,9,9,14,0,0,0,0,0,0,32,6
S00091427,46,3,11,0,0,0,0,0,0,71,11
S00091428,32,5,13,0,0,0,0,0,0,61,16
S00091429,71,12,10,0,0,0,0,0,0,110,20
S00091430,30,7,19,0,5,0,1,0,0,30,7
S00091431,33,4,9,0,0,0,0,0,0,70,10
S00091432,47,13,6,1,0,0,0,0,2,64,13
S00091433,17,13,9,0,0,0,0,0,0,23,6
S00091434,47,5,6,3,0,0,2,0,1,39,20
S00091435,66,10,5,1,0,0,0,0,0,76,12
S00091436,41,19,22,0,0,0,0,0,0,46,17
S00091437,73,11,17,0,0,0,0,0,1,74,17
S00091438,47,9,12,0,0,0,0,0,0,62,52
S00091439,37,1,8,0,0,1,0,0,0,13,2
S00091440,42,5,14,0,0,1,1,0,0,42,4
S00091441,33,3,3,0,0,0,0,0,0,48,3
S00091442,37,0,3,0,0,0,0,0,0,17,8
S00091443,51,10,12,0,0,0,0,0,0,53,23
S00091444,39,9,12,0,4,0,0,0,0,19,10
S00091445,45,0,21,0,0,0,0,0,0,65,22
S00091446,63,9,6,0,0,0,0,0,0,67,14
S00091447,48,11,10,0,0,0,0,0,0,64,15
S00091448,40,4,12,0,0,0,0,0,0,44,1
S00091449,49,3,6,0,0,0,0,0,2,48,23
S00091450,69,7,4,0,0,0,0,0,2,49,20
S00091451,40,3,11,0,0,0,1,0,0,41,13
S00091452,25,5,9,1,0,0,0,1,0,53,15
S00091453,74,8,7,0,0,0,0,0,0,64,15
S00091454,33,7,10,0,0,2,0,0,0,64,16
S00091455,59,8,4,1,0,0,0,0,4,74,4
S00091456,50,7,19,0,0,0,0,0,1,49,8
S00091457,46,3,7,0,0,0,4,0,0,30,5
S00091458,73,6,4,0,0,0,0,0,0,44,5
S00091459,56,2,0,0,0,0,0,0,0,21,3
S00091460,62,7,0,0,0,0,0,0,0,59,3
S00091461,46,10,5,2,0,0,0,0,1,81,5
S00091462,23,4,11,0,0,0,0,0,0,77,8
S00091463,72,6,15,0,0,0,0,0,1,68,8
S00091464,31,3,0,1,0,0,0,0,0,50,10
S00091465,49,7,3,1,0,0,0,0,1,50,3
S00091466,59,5,7,7,0,0,0,0,0,60,9
S00091467,45,2,2,0,0,0,0,0,0,47,7
S00091468,38,11,2,0,0,0,0,0,0,61,5
S00091469,52,4,1,0,0,0,0,0,0,42,11
S00091470,57,7,1,0,0,0,0,0,0,55,3
S00091471,63,3,1,1,0,0,0,0,2,52,14
S00091472,66,7,10,0,0,0,0,0,1,32,8
S00091473,67,10,7,0,0,0,0,0,1,61,9
S00091474,56,4,5,0,0,0,0,0,1,53,3
S00091475,42,5,11,0,0,0,0,0,0,86,10
S00091476,37,1,2,0,0,0,0,0,0,88,6
S00091477,37,4,2,0,0,0,0,0,3,66,3
S00091478,58,0,9,0,0,0,0,0,0,47,1
S00091479,33,1,4,0,0,0,0,0,0,38,4
S00091480,64,4,4,0,0,0,0,0,0,59,20
S00091481,25,6,6,0,0,0,0,0,0,19,1
S00091482,90,4,8,0,0,0,1,0,0,61,3
S00091483,31,4,22,0,0,0,0,0,0,58,6
S00091484,51,6,8,0,0,0,0,0,0,34,9
S00091485,52,4,9,1,0,0,0,0,0,84,12
S00091486,68,11,4,0,0,0,0,0,0,73,7
S00091487,38,4,6,0,0,0,0,0,0,45,12
S00091488,54,4,5,0,0,0,1,0,1,22,9
S00091489,78,3,6,0,0,1,0,0,0,25,6
S00091490,61,3,8,0,0,0,0,0,0,28,6
S00091491,52,4,4,0,0,1,0,0,1,74,6
S00091492,64,8,7,0,0,0,0,0,0,58,13
S00091493,72,11,12,1,4,0,0,0,0,78,16
S00091494,101,18,5,0,0,0,0,0,0,74,9
S00091495,59,13,16,0,0,0,0,0,0,81,12
S00091496,54,10,8,0,0,0,2,0,0,32,6
S00091497,67,8,13,1,0,0,0,0,0,98,6
S00091498,50,5,5,0,0,0,0,0,0,43,2
S00091499,60,9,4,1,0,0,0,0,0,32,4
S00091500,54,9,0,0,0,0,0,0,0,61,4
S00091501,32,6,0,0,0,0,0,0,1,64,14
S00091502,19,0,0,0,0,0,0,0,1,28,3
S00091503,44,11,6,0,0,0,0,0,0,52,6
S00091504,41,10,11,0,0,0,0,0,1,54,19
S00091505,38,6,7,0,0,0,0,0,0,47,8
S00091506,55,18,7,3,0,0,0,0,1,58,11
S00091507,17,1,4,0,0,0,0,0,1,28,9
S00091508,40,7,11,1,0,0,5,0,0,41,6
S00091509,38,7,5,0,0,0,0,0,0,47,7
S00091510,64,3,7,0,0,0,0,0,0,45,20
S00091511,20,11,5,1,0,0,0,0,1,53,9
S00091512,41,12,12,0,0,0,0,0,0,77,20
S00091513,27,7,5,0,0,0,0,0,0,62,19
S00091514,43,4,8,0,0,0,0,0,0,12,5
S00091515,42,5,12,0,0,0,0,0,1,32,4
S00091516,44,9,18,0,0,0,0,0,0,31,13
S00091517,47,8,1,0,0,0,0,0,0,6,6
S00091518,22,9,3,1,0,0,0,0,0,55,2
S00091519,15,13,3,0,0,0,0,0,0,22,5
S00091520,29,8,6,0,0,0,0,0,0,35,6
S00091521,38,8,9,0,0,0,0,0,1,57,17
S00091522,26,3,4,0,0,0,0,0,0,38,9
S00091523,33,7,0,0,0,0,0,0,0,42,7
S00091524,36,5,13,0,0,0,0,0,1,56,8
S00091525,24,8,13,0,0,0,0,0,0,58,5
S00091526,38,6,3,0,3,0,0,0,1,36,10
S00091527,28,7,4,0,0,0,0,1,0,54,6
S00091528,38,1,1,0,0,0,1,0,0,26,9
S00091529,45,10,5,1,0,0,0,0,0,19,5
S00091530,86,5,31,0,0,1,0,0,0,92,19
S00091531,64,7,6,0,0,0,0,0,0,38,2
S00091532,50,7,13,0,0,0,0,0,0,34,15
S00091533,73,12,13,0,0,0,0,0,0,71,18
S00091534,63,4,8,0,0,0,0,0,0,72,6
S00091535,29,1,9,0,0,0,2,0,1,68,9
S00091536,62,1,11,1,0,0,0,0,0,45,10
S00091537,47,6,10,0,0,0,0,0,0,67,10
S00091538,34,6,3,0,0,0,0,0,0,34,5
S00091539,32,1,2,0,0,0,0,0,1,44,7
S00091540,20,4,10,0,0,0,0,0,0,40,4
S00091541,60,15,4,1,0,0,0,0,0,53,9
S00091542,47,0,2,0,0,0,0,0,0,14,5
S00091543,72,6,18,3,0,0,0,0,0,28,13
S00091544,51,4,8,0,0,0,0,0,0,26,4
S00091545,27,16,3,0,0,0,0,0,0,43,0
S00091546,5,25,4,0,0,0,0,0,0,27,4
S00091547,38,15,0,0,0,0,0,0,0,21,1
S00091548,24,5,8,0,0,0,0,0,0,32,5
S00091549,45,14,33,0,0,0,0,0,0,72,4
S00091550,58,6,4,0,0,0,0,0,0,83,19
S00091551,49,9,9,0,0,0,0,0,0,19,7
S00091552,29,5,22,0,0,0,0,0,0,26,5
S00091553,39,9,16,0,0,0,0,0,0,42,18
S00091554,41,10,21,0,0,0,0,0,0,54,0
S00091555,42,10,17,0,0,0,0,0,0,48,15
S00091556,48,6,5,0,1,0,1,0,0,37,7
S00091557,47,16,17,0,0,0,5,0,2,41,20
S00091558,48,4,7,0,0,0,0,0,0,61,2
S00091559,57,4,11,0,0,0,0,0,1,37,14
S00091560,52,7,5,0,0,0,0,0,0,47,7
S00091561,37,7,2,0,0,0,0,0,0,39,7
S00091562,43,3,7,0,0,0,0,0,1,15,5
S00091563,36,5,5,0,0,0,0,0,0,18,3
S00091564,36,11,11,1,0,0,0,0,0,32,1
S00091565,44,11,6,2,0,0,0,0,0,37,0
S00091566,44,9,9,0,0,0,0,0,0,31,16
S00091567,40,6,11,0,1,0,0,0,2,48,5
S00091568,58,6,2,0,0,0,0,0,0,48,10
S00091569,43,4,9,0,0,0,0,0,1,33,5
S00091570,57,7,5,0,0,0,0,0,1,49,13
S00091571,57,10,2,0,0,0,0,0,0,38,7
S00091572,72,5,11,0,1,0,0,0,0,52,7
S00091573,54,0,5,0,0,0,0,0,0,53,21
S00091574,62,5,22,0,0,0,0,0,0,46,10
S00091575,22,4,3,0,0,0,0,0,0,65,13
S00091576,46,17,7,0,0,0,1,0,0,65,5
S00091577,30,5,2,0,0,0,1,0,0,54,9
S00091578,14,1,3,0,0,0,0,0,0,38,3
S00091579,24,10,4,0,5,0,0,0,0,52,11
S00091580,44,5,7,0,0,0,0,0,0,64,15
S00091581,66,15,6,0,0,0,0,0,0,81,12
S00091582,58,8,6,0,0,0,0,0,0,80,10
S00091583,39,9,8,0,0,0,0,0,0,59,5
S00091584,51,1,3,1,2,0,0,0,0,46,12
S00091585,25,0,3,0,0,0,0,0,0,42,6
S00091586,24,2,1,0,0,0,0,0,4,40,3
S00091587,68,7,10,0,0,0,0,0,3,113,25
S00091588,57,3,15,0,0,0,3,0,0,76,7
S00091589,25,6,5,0,0,0,0,0,0,43,8
S00091590,51,18,5,0,0,0,3,0,0,100,16
S00091591,58,15,9,0,0,0,0,0,1,128,11
S00091592,24,12,16,0,0,0,0,0,0,125,12
S00091593,70,19,4,0,0,0,0,0,1,119,14
S00091594,39,7,7,0,0,0,5,0,0,64,6
S00091595,27,1,6,0,0,0,0,0,0,46,4
S00091596,28,5,0,0,0,0,0,0,1,52,7
S00091597,24,2,0,0,0,0,0,0,1,33,7
S00091598,49,3,4,3,2,0,0,0,3,139,29
S00091599,57,0,2,0,0,0,0,0,0,30,6
S00091600,49,1,8,1,0,0,0,0,0,50,7
S00091601,44,3,11,0,0,0,0,0,0,54,12
S00091602,21,3,20,0,0,0,0,0,0,57,10
S00091603,33,1,3,0,0,0,1,0,1,20,3
S00091604,54,3,4,0,0,0,0,0,1,38,15
S00091605,43,11,13,0,0,0,0,0,0,64,6
S00091606,25,6,6,2,0,0,0,0,0,30,7
S00091607,24,8,8,2,0,0,0,0,1,67,4
S00091608,46,4,3,0,0,0,0,0,1,41,5
S00091609,34,2,15,0,0,0,0,0,1,33,11
S00091610,31,5,7,1,0,0,0,0,0,40,8
S00091611,29,3,1,0,0,0,0,0,0,20,3
S00091612,60,6,19,0,0,0,0,0,0,32,16
S00091613,79,8,9,0,0,0,0,0,1,103,16
S00091614,37,10,13,0,0,0,0,0,1,39,5
S00091615,59,9,16,0,0,0,0,0,0,69,9
S00091616,21,5,0,3,0,0,0,0,0,26,1
S00091617,58,13,18,0,0,0,0,0,0,69,5
S00091618,31,3,9,0,0,0,0,0,1,36,6
S00091619,63,10,26,0,3,0,0,0,0,67,12
S00091620,59,6,5,1,0,0,0,0,0,54,15
S00091621,76,6,17,0,0,0,0,0,0,78,4
S00091622,39,4,9,0,0,0,6,0,0,38,1
S00091623,71,20,39,0,0,0,0,0,0,77,13
S00091624,52,10,3,0,6,0,0,0,0,59,17
S00091625,32,4,0,0,1,0,0,0,1,30,3
S00091626,60,6,11,0,4,0,0,0,0,57,12
S00091627,56,8,17,0,0,0,3,0,0,53,21
S00091628,62,4,10,0,0,0,5,0,1,80,7
S00091629,58,6,8,0,0,0,4,0,0,27,4
S00091630,69,9,22,0,0,0,5,0,0,56,13
S00091631,22,3,8,0,0,0,0,0,0,13,4
S00091632,57,5,12,0,0,0,2,0,0,74,14
S00091633,54,8,4,0,0,0,3,0,1,92,18
S00091634,47,5,6,0,0,2,0,0,0,26,8
S00091635,52,4,7,0,0,0,0,0,2,40,0
S00091636,44,3,5,3,4,0,0,0,0,45,10
S00091637,41,1,18,2,0,0,3,0,0,58,8
S00091638,80,11,9,0,0,0,15,0,1,40,10
S00091639,46,5,17,0,0,0,0,0,0,49,8
S00091640,48,10,4,0,3,0,0,0,0,46,1
S00091641,40,3,15,3,0,0,1,0,0,62,19
S00091642,54,15,10,0,0,0,0,0,1,17,1
S00091643,47,8,4,0,0,0,0,0,0,36,12
S00091644,42,7,6,0,0,0,0,0,0,76,10
S00091645,51,1,3,0,4,0,9,0,1,42,6
S00091646,40,6,6,0,0,0,0,0,0,18,6
S00091647,34,4,8,0,0,0,0,0,1,39,12
S00091648,59,3,11,0,0,0,0,0,0,73,4
S00091649,51,10,8,0,0,0,0,0,0,62,10
S00091650,36,5,10,0,0,0,0,0,0,38,6
S00091651,67,5,5,0,0,0,0,0,0,55,16
S00091652,42,8,10,1,0,0,1,0,0,47,15
S00091653,18,0,1,0,0,0,1,0,0,33,4
S00091654,72,12,6,0,0,0,0,0,0,39,9
S00091655,26,7,1,0,0,0,1,0,0,33,7
S00091656,70,8,9,0,3,0,0,0,0,36,1
S00091657,46,1,5,0,0,0,0,0,0,38,4
S00091658,40,10,10,0,0,0,0,0,0,34,0
S00091659,58,11,9,0,1,0,7,0,1,99,19
S00091660,76,10,15,0,2,0,3,0,0,87,7
S00091661,50,2,5,0,0,0,0,0,0,96,11
S00091662,41,2,10,0,0,0,0,0,0,67,7
S00091663,50,21,9,0,0,0,0,0,0,77,5
S00091664,52,4,13,0,0,0,0,0,4,84,12
S00091665,73,0,11,0,0,0,0,0,0,56,8
S00091666,70,3,16,1,0,0,2,0,2,28,6
S00091667,55,4,6,0,0,0,0,0,0,84,12
S00091668,52,8,10,0,0,0,0,0,0,66,16
S00091669,73,7,10,0,0,0,0,0,2,55,9
S00091670,53,2,4,0,0,1,0,0,0,52,3
S00091671,69,9,14,0,0,0,1,0,0,82,8
S00091672,47,0,4,0,0,0,0,0,1,56,17
S00091673,37,2,4,1,0,0,0,0,0,61,7
S00091674,49,0,0,0,0,0,0,0,0,5,4
S00091675,50,0,3,0,0,0,0,0,0,57,10
S00091676,71,0,9,0,0,0,0,0,1,41,5
S00091677,63,12,14,0,0,0,0,0,0,50,15
S00091678,77,0,5,2,0,0,0,0,0,81,10
S00091679,37,1,5,0,2,0,0,0,0,30,9
S00091680,53,5,12,0,0,0,1,0,1,55,9
S00091681,39,2,7,0,0,0,0,0,0,37,6
S00091682,29,0,1,0,0,0,0,0,0,65,10
S00091683,16,8,9,0,0,0,2,0,2,38,3
S00091684,65,3,4,0,0,0,0,0,4,98,9
S00091685,50,8,1,1,0,0,0,0,0,58,6
S00091686,36,0,1,2,0,0,0,0,2,61,11
S00091687,33,3,1,0,0,0,0,0,1,88,6
S00091688,56,7,3,0,0,0,0,0,0,135,5
S00091689,52,3,6,0,0,0,0,0,0,43,10
S00091690,40,9,12,5,0,0,0,0,1,38,13
S00091691,52,4,10,0,0,0,0,0,1,48,13
S00091692,70,7,10,0,2,0,6,0,0,79,16
S00091693,50,8,22,0,0,0,1,0,0,97,13
S00091694,36,5,5,0,0,0,0,0,0,46,9
S00091695,36,10,9,4,0,0,0,0,0,76,6
S00091696,54,12,24,0,0,0,0,0,0,67,7
S00091697,34,14,10,0,0,0,0,0,0,50,4
S00091698,48,9,20,0,0,0,0,0,0,81,9
S00091699,63,5,14,0,0,0,0,0,0,57,8
S00091700,49,2,5,0,0,0,4,0,0,74,6
S00091701,71,8,10,0,0,0,0,0,0,75,14
S00091702,45,2,7,0,0,0,0,0,0,46,9
S00091703,64,1,6,1,0,0,0,0,0,16,7
S00091704,29,4,10,1,0,0,0,1,0,42,2
S00091705,59,3,3,0,0,0,0,0,2,71,8
S00091706,26,5,2,0,0,0,0,1,0,48,11
S00091707,37,5,4,0,0,0,0,0,0,51,15
S00091708,60,0,2,0,0,0,0,0,0,39,7
S00091709,55,6,21,1,0,0,0,0,0,59,16
S00091710,55,6,4,0,0,0,0,0,0,16,8
S00091711,19,4,3,0,0,0,0,0,0,47,6
