oa_code,church_of_scotland,roman_catholic,other_christian,buddhist,hindu,jewish,muslim,sikh,other_religion,no_religion,religion_not_stated
S00089460,42,4,2,1,0,0,1,0,0,26,8
S00089461,18,11,6,0,2,0,0,0,3,55,9
S00089462,8,11,10,2,1,0,4,0,1,41,9
S00089463,19,8,4,1,2,0,2,0,1,86,9
S00089464,21,10,9,1,0,1,9,0,3,71,8
S00089465,23,8,10,0,0,0,0,0,0,39,4
S00089466,30,11,10,0,0,0,8,1,0,36,2
S00089467,16,7,8,0,0,0,2,0,1,44,4
S00089468,6,11,14,0,1,1,3,0,0,32,0
S00089469,17,7,7,0,0,0,11,1,1,62,8
S00089470,13,15,0,0,0,0,4,0,1,39,0
S00089471,13,15,5,0,2,0,1,0,0,33,4
S00089472,16,8,2,0,0,0,1,0,1,53,2
S00089473,11,8,4,0,2,0,0,0,0,66,3
S00089474,15,12,13,1,6,1,9,1,0,65,6
S00089475,13,10,7,0,3,0,1,0,0,33,3
S00089476,15,3,2,2,1,0,0,0,0,26,10
S00089477,10,12,5,0,4,1,9,0,1,54,8
S00089478,14,14,8,2,0,0,1,0,1,50,10
S00089479,7,4,5,0,2,0,8,0,1,42,2
S00089480,11,8,5,0,0,0,4,0,1,36,3
S00089481,24,15,8,0,0,0,3,1,1,60,11
S00089482,16,5,4,0,0,0,2,0,0,39,6
S00089483,8,8,15,2,0,0,6,0,1,40,7
S00089484,23,5,10,0,0,0,4,0,0,60,7
S00089485,5,13,11,1,0,0,1,0,0,31,6
S00089486,33,8,8,0,2,0,4,0,0,36,10
S00089487,26,6,2,1,2,0,3,0,0,33,7
S00089488,32,14,11,0,2,0,2,0,0,53,8
S00089489,22,11,19,0,2,1,5,0,1,62,8
S00089490,46,30,16,1,5,0,7,1,1,126,17
S00089491,23,11,4,0,3,0,4,0,1,62,1
S00089492,21,12,5,0,2,0,0,0,0,29,2
S00089493,18,9,4,0,0,0,1,1,1,33,7
S00089494,16,8,7,0,0,0,2,0,0,35,6
S00089495,12,10,4,0,1,0,15,0,0,23,4
S00089496,11,12,1,1,0,0,6,0,0,32,5
S00089497,35,23,22,4,3,1,4,0,2,96,23
S00089498,11,15,6,3,1,0,7,0,2,70,9
S00089499,18,16,0,0,0,0,0,0,0,37,0
S00089500,16,7,5,0,3,0,2,0,1,53,4
S00089501,9,24,18,0,0,0,1,0,2,79,13
S00089502,10,18,7,0,0,0,0,0,0,89,11
S00089503,23,2,1,0,0,0,0,0,0,31,5
S00089504,28,8,7,0,0,0,0,0,0,10,6
S00089505,31,5,1,0,0,0,0,0,1,18,8
S00089506,17,29,2,0,0,0,6,0,1,25,8
S00089507,20,10,7,3,1,0,4,0,0,39,9
S00089508,13,12,6,1,6,0,3,0,1,57,8
S00089509,8,5,0,0,0,0,0,0,0,34,4
S00089510,13,27,9,2,0,0,6,0,0,57,14
S00089511,16,13,4,2,0,0,6,0,2,40,5
S00089512,7,6,3,0,2,0,0,0,0,32,8
S00089513,14,10,16,0,1,0,3,0,0,71,11
S00089514,12,3,9,0,0,1,5,0,0,69,4
S00089515,36,54,34,1,4,0,8,1,2,97,31
S00089516,22,10,11,4,1,0,8,0,0,41,10
S00089517,18,13,6,0,0,0,2,0,0,26,8
S00089518,41,25,10,0,0,0,12,0,1,72,10
S00089519,44,3,11,0,0,0,1,0,0,47,12
S00089520,40,5,2,0,0,0,0,0,1,33,10
S00089521,63,4,9,0,2,0,0,0,2,46,5
S00089522,40,6,5,0,0,0,0,0,1,57,7
S00089523,34,8,9,0,2,0,0,0,0,43,5
S00089524,22,6,6,0,0,0,0,4,0,55,6
S00089525,24,3,2,0,0,0,0,0,1,45,3
S00089526,36,18,4,0,0,0,0,0,0,44,7
S00089527,46,2,5,0,0,0,0,0,2,44,8
S00089528,26,4,6,1,0,0,0,0,2,46,6
S00089529,30,13,3,0,6,0,1,0,0,57,8
S00089530,9,3,5,0,1,0,3,0,0,44,2
S00089531,17,1,1,0,0,0,0,0,0,51,12
S00089532,30,12,9,0,0,0,1,0,1,50,7
S00089533,18,9,10,0,0,0,0,0,1,37,4
S00089534,27,11,5,0,2,0,3,0,1,59,12
S00089535,23,7,14,1,6,0,3,0,1,31,0
S00089536,25,4,6,0,0,0,0,0,0,75,4
S00089537,14,5,4,0,0,0,2,0,1,47,3
S00089538,18,10,4,0,0,0,0,0,0,51,5
S00089539,6,8,6,1,3,0,4,0,0,49,2
S00089540,16,5,1,1,0,0,0,0,1,65,8
S00089541,19,14,12,0,0,0,0,0,1,38,12
S00089542,21,6,12,0,0,0,1,1,0,77,6
S00089543,12,3,2,1,2,0,0,0,0,55,5
S00089544,10,21,6,0,6,0,0,0,0,50,9
S00089545,36,2,2,0,0,0,0,0,0,12,10
S00089546,6,9,2,0,0,0,3,0,0,79,8
S00089547,25,11,9,0,0,0,0,0,1,90,7
S00089548,7,16,17,1,3,0,3,0,0,104,10
S00089549,17,5,1,0,0,0,4,0,0,63,8
S00089550,29,7,1,0,1,0,1,0,1,57,4
S00089551,22,5,1,2,0,0,0,0,0,38,8
S00089552,9,36,7,0,3,0,3,0,0,17,2
S00089553,50,11,4,1,0,0,0,0,0,28,7
S00089554,13,18,3,0,0,0,0,0,1,34,0
S00089555,36,15,4,0,5,0,0,0,0,71,10
S00089556,25,5,7,0,0,0,0,0,4,35,4
S00089557,20,39,8,0,0,0,1,0,0,65,5
S00089558,22,5,7,0,0,0,12,0,1,73,5
S00089559,41,7,17,2,0,0,4,0,0,76,7
S00089560,26,9,1,0,0,0,0,0,0,34,8
S00089561,18,11,11,0,0,0,4,0,0,47,10
S00089562,33,7,7,2,2,0,3,0,1,46,10
S00089563,23,8,7,0,0,0,0,0,0,30,8
S00089564,16,9,6,0,0,0,11,0,0,52,4
S00089565,34,5,14,1,0,0,4,0,2,79,8
S00089566,37,8,10,0,6,0,1,0,0,70,8
S00089567,16,48,17,1,0,0,1,0,0,80,11
S00089568,17,38,14,0,2,0,0,0,1,81,24
S00089569,31,24,10,0,0,0,3,0,0,39,4
S00089570,18,24,16,1,0,0,10,0,0,59,9
S00089571,21,9,10,1,0,0,10,0,0,77,22
S00089572,32,7,6,0,0,0,0,0,1,27,3
S00089573,34,11,11,0,0,0,0,0,0,40,7
S00089574,7,16,8,0,0,0,7,0,0,35,7
S00089575,21,2,9,0,0,0,0,0,0,29,11
S00089576,47,5,11,4,0,0,7,0,0,49,3
S00089577,3,8,2,2,0,0,5,0,0,69,0
S00089578,5,30,11,0,0,0,0,0,0,61,2
S00089579,4,10,5,0,0,0,0,0,0,63,6
S00089580,4,42,10,0,3,0,0,0,1,44,5
S00089581,10,33,9,2,0,0,0,0,0,25,10
S00089582,8,66,11,1,1,0,0,0,0,27,6
S00089583,19,22,11,1,0,0,5,0,2,68,6
S00089584,9,9,4,0,0,0,3,0,0,37,4
S00089585,29,3,2,0,0,0,2,0,3,79,13
S00089586,7,29,14,0,4,0,2,0,6,40,6
S00089587,15,3,10,0,1,0,0,0,1,34,5
S00089588,42,5,1,0,0,0,0,0,1,36,3
S00089589,46,0,0,1,0,0,0,0,0,36,4
S00089590,33,4,9,0,0,0,3,0,0,55,3
S00089591,15,25,11,0,0,0,2,0,3,57,7
S00089592,10,14,15,0,0,0,0,0,1,46,9
S00089593,21,10,0,2,0,5,5,0,0,67,10
S00089594,3,39,1,0,0,0,0,0,1,31,7
S00089595,35,14,9,0,2,0,2,1,0,65,15
S00089596,26,14,2,0,0,0,0,0,0,54,4
S00089597,10,15,4,0,0,0,3,0,0,91,5
S00089598,8,12,5,0,0,0,2,0,0,27,4
S00089599,12,26,22,0,1,0,7,0,1,49,12
S00089600,5,7,5,0,0,0,1,0,0,30,5
S00089601,13,4,8,0,3,0,0,0,0,32,11
S00089602,17,27,6,1,0,0,4,0,0,62,6
S00089603,25,18,8,1,3,1,4,0,0,31,0
S00089604,16,1,1,0,0,0,7,0,0,40,10
S00089605,19,27,12,0,0,0,5,0,1,62,13
S00089606,15,33,11,0,0,0,0,0,1,56,9
S00089607,2,32,18,0,0,0,19,0,1,50,26
S00089608,19,4,2,0,0,0,0,0,0,31,5
S00089609,8,31,6,1,3,0,4,0,0,39,13
S00089610,31,16,6,1,0,0,0,0,0,73,7
S00089611,22,5,4,0,0,0,1,0,0,43,10
S00089612,10,26,2,0,0,0,0,0,0,43,12
S00089613,14,6,2,0,2,0,0,0,0,35,3
S00089614,24,52,14,0,0,0,3,0,2,68,12
S00089615,22,24,9,0,0,0,5,0,0,55,7
S00089616,12,54,1,2,0,0,7,0,1,38,10
S00089617,7,72,14,0,0,0,4,0,0,54,5
S00089618,8,43,6,3,1,0,1,0,0,51,5
S00089619,12,49,11,3,0,0,1,0,1,47,8
S00089620,17,62,10,0,0,0,0,0,0,53,11
S00089621,30,1,0,0,0,0,0,0,0,15,5
S00089622,21,6,5,0,0,0,0,0,0,49,3
S00089623,23,16,2,0,0,0,0,0,0,45,18
S00089624,19,2,11,0,1,1,4,0,0,33,4
S00089625,30,11,6,0,0,0,14,0,0,39,12
S00089626,28,24,13,0,0,1,1,0,2,79,9
S00089627,10,14,5,0,1,0,2,0,0,30,8
S00089628,13,22,11,0,0,0,5,0,0,52,9
S00089629,11,24,16,0,0,1,34,0,1,59,23
S00089630,7,13,2,0,5,0,31,0,4,39,6
S00089631,9,18,13,0,0,0,2,0,1,66,6
S00089632,5,24,2,0,0,0,6,0,3,58,13
S00089633,56,39,47,6,2,3,24,0,3,191,38
S00089634,33,7,6,0,2,0,7,0,0,44,6
S00089635,8,17,3,0,0,0,2,0,1,28,1
S00089636,32,10,8,0,0,0,11,0,0,43,20
S00089637,7,11,1,0,1,0,5,0,0,30,5
S00089638,17,11,10,4,1,0,0,0,0,53,5
S00089639,15,19,8,0,1,3,2,0,0,42,4
S00089640,27,8,8,0,1,0,4,1,0,64,9
S00089641,7,6,5,2,0,0,1,0,1,36,3
S00089642,3,17,8,0,0,0,11,0,0,24,5
S00089643,14,18,6,0,0,1,4,0,0,76,13
S00089644,19,33,15,3,1,4,18,1,0,79,8
S00089645,5,29,8,1,3,0,19,0,1,79,15
S00089646,25,9,7,0,0,0,13,0,0,62,15
S00089647,13,23,13,0,3,1,0,0,0,86,9
S00089648,12,8,3,0,0,4,0,0,0,33,6
S00089649,20,12,11,6,0,0,0,0,0,50,8
S00089650,14,19,11,0,0,2,7,0,1,66,14
S00089651,58,30,63,7,4,1,20,0,2,178,37
S00089652,25,11,5,0,3,0,5,0,0,88,8
S00089653,17,12,4,0,1,0,13,0,1,61,5
S00089654,21,12,4,0,2,0,5,0,0,52,7
S00089655,18,9,16,1,0,0,0,0,0,36,4
S00089656,6,16,5,0,2,0,5,0,1,36,14
S00089657,22,6,0,0,5,0,6,0,1,32,1
S00089658,18,8,3,6,1,0,3,0,0,75,7
S00089659,35,31,22,2,4,1,4,0,2,97,20
S00089660,9,19,14,0,0,0,13,1,2,63,8
S00089661,14,14,9,4,2,1,5,0,2,65,10
S00089662,14,13,7,0,3,0,0,0,1,51,6
S00089663,13,16,16,0,6,0,3,0,2,51,10
S00089664,15,10,0,1,1,0,0,0,0,35,6
S00089665,17,9,8,2,3,0,1,1,2,56,3
S00089666,13,13,6,1,2,1,2,0,0,43,9
S00089667,12,5,10,0,2,0,3,0,1,27,0
S00089668,15,9,12,0,0,0,0,0,3,43,7
S00089669,19,24,11,1,4,0,0,1,0,66,8
S00089670,12,9,13,2,1,0,8,0,0,20,9
S00089671,30,39,34,3,1,0,2,1,3,180,23
S00089672,28,9,2,0,0,0,0,0,0,70,7
S00089673,39,6,4,3,1,0,0,0,0,39,8
S00089674,25,7,16,0,11,0,6,0,1,65,7
S00089675,26,19,27,0,8,0,7,0,0,39,10
S00089676,6,11,4,0,1,0,4,0,2,30,12
S00089677,9,21,19,0,2,0,1,0,0,61,7
S00089678,8,19,5,0,2,0,6,0,0,27,2
S00089679,22,17,8,2,7,0,13,0,1,54,14
S00089680,17,12,9,3,8,0,5,0,1,53,10
S00089681,17,19,14,0,0,0,5,0,1,78,11
S00089682,1,12,14,0,2,0,0,0,0,28,7
S00089683,19,6,6,1,0,0,0,0,0,43,3
S00089684,19,8,3,0,0,0,2,0,0,44,1
S00089685,13,13,18,0,5,0,11,1,0,56,3
S00089686,13,3,8,0,0,0,0,0,0,32,7
S00089687,7,11,12,0,0,0,2,0,0,36,12
S00089688,16,10,10,0,0,0,1,0,0,53,9
S00089689,18,8,5,0,0,0,0,0,0,25,2
S00089690,57,7,15,0,0,0,4,0,0,56,12
S00089691,31,4,9,0,6,0,2,0,1,68,14
S00089692,20,7,3,1,0,0,0,0,0,23,5
S00089693,15,8,10,0,0,0,2,0,0,28,2
S00089694,18,19,14,0,6,0,9,0,0,42,8
S00089695,34,8,11,1,0,0,7,0,0,49,8
S00089696,33,13,12,2,2,0,0,0,0,64,12
S00089697,16,0,9,0,5,0,10,0,1,35,10
S00089698,25,6,5,0,1,0,3,0,0,50,13
S00089699,16,10,7,0,0,0,3,0,0,27,11
S00089700,19,15,16,0,1,0,2,0,0,52,15
S00089701,13,8,2,0,0,0,0,0,0,55,7
S00089702,13,18,0,0,0,0,5,0,0,31,6
S00089703,41,16,17,0,0,0,0,0,0,56,15
S00089704,40,15,9,0,0,0,2,0,0,43,6
S00089705,41,2,11,0,0,0,0,0,0,45,13
S00089706,47,9,11,0,4,0,5,0,0,47,13
S00089707,38,6,6,0,0,0,0,0,0,39,8
S00089708,16,8,0,0,0,0,1,0,0,30,2
S00089709,45,3,8,1,0,3,0,0,1,27,5
S00089710,48,14,6,0,5,0,9,0,2,42,6
S00089711,45,7,5,0,4,0,3,0,0,64,11
S00089712,41,2,5,2,0,0,4,0,0,54,5
S00089713,48,9,8,0,4,0,0,0,0,32,4
S00089714,42,19,19,0,0,0,5,0,0,53,16
S00089715,26,5,16,0,0,0,0,0,0,43,13
S00089716,76,0,11,0,0,0,0,0,0,29,12
S00089717,48,3,8,0,3,0,8,0,0,52,6
S00089718,37,19,20,0,8,0,0,0,0,69,15
S00089719,57,20,10,0,2,0,8,0,1,81,10
S00089720,55,20,9,0,3,0,7,0,0,69,4
S00089721,33,8,9,0,33,0,27,0,0,62,7
S00089722,29,9,4,0,0,0,0,3,0,47,3
S00089723,15,2,3,1,1,0,1,0,0,32,3
S00089724,19,4,10,0,0,0,7,0,1,42,3
S00089725,17,8,19,1,4,0,0,0,0,39,8
S00089726,22,9,11,0,0,0,3,0,0,50,26
S00089727,17,4,5,1,0,0,2,0,0,61,10
S00089728,26,5,8,0,7,0,0,0,1,41,4
S00089729,47,15,6,1,0,0,3,0,0,62,14
S00089730,12,10,8,0,1,0,1,0,0,44,2
S00089731,33,9,9,0,0,0,5,0,0,44,13
S00089732,41,17,10,0,0,0,0,0,0,81,9
S00089733,19,13,9,1,8,0,0,0,0,34,16
S00089734,33,4,8,0,0,0,0,0,2,44,3
S00089735,3,6,6,2,1,0,2,0,0,53,2
S00089736,14,6,10,0,1,0,1,0,0,49,3
S00089737,22,6,10,1,4,0,6,0,0,29,8
S00089738,31,2,2,0,0,0,3,0,0,29,4
S00089739,41,10,5,0,0,0,0,0,0,27,8
S00089740,37,15,12,0,1,1,1,1,0,49,7
S00089741,30,23,9,0,0,0,3,0,0,33,11
S00089742,52,23,13,0,0,0,0,0,1,71,12
S00089743,54,20,17,2,0,0,0,0,2,49,20
S00089744,27,5,6,0,0,0,0,0,2,38,3
S00089745,43,9,4,2,0,0,0,0,0,68,4
S00089746,35,6,11,0,0,0,13,0,0,46,10
S00089747,27,11,14,0,0,1,5,0,0,36,6
S00089748,41,5,6,0,0,0,0,0,0,58,5
S00089749,19,1,3,0,0,0,0,0,0,33,6
S00089750,17,12,12,2,2,0,2,0,1,49,6
S00089751,23,12,7,1,0,0,2,0,0,45,20
S00089752,35,17,5,0,0,1,0,0,0,40,10
S00089753,39,24,9,1,2,0,0,0,1,45,15
S00089754,46,14,8,0,3,0,0,0,0,42,11
S00089755,17,4,4,0,0,0,0,0,0,30,10
S00089756,12,7,15,0,0,0,0,0,0,43,0
S00089757,28,8,11,1,15,0,2,0,0,48,9
S00089758,38,10,17,2,7,0,0,0,0,31,7
S00089759,63,7,4,1,7,0,11,0,0,64,15
S00089760,19,3,9,2,2,0,5,0,0,37,3
S00089761,20,7,2,0,4,0,0,0,0,26,0
S00089762,24,9,18,2,4,0,1,0,0,55,6
S00089763,37,11,7,0,1,0,0,0,0,44,8
S00089764,34,8,11,0,0,0,0,0,0,71,7
S00089765,25,23,18,0,0,0,1,0,0,54,20
S00089766,30,8,7,0,1,0,7,0,0,38,13
S00089767,10,4,4,0,0,0,6,0,0,38,2
S00089768,7,3,6,2,1,0,0,0,0,39,4
S00089769,19,3,6,1,0,0,1,0,0,24,3
S00089770,27,9,7,0,2,2,0,0,0,47,8
S00089771,7,11,8,1,1,0,2,0,0,57,7
S00089772,15,4,10,0,9,0,3,0,0,45,7
S00089773,18,5,8,0,5,1,5,0,0,55,11
S00089774,11,15,6,0,3,0,7,3,1,33,3
S00089775,16,9,7,3,4,0,0,0,0,32,2
S00089776,24,7,7,0,3,0,1,0,0,42,10
S00089777,12,14,10,0,2,0,4,0,0,45,4
S00089778,14,17,11,0,0,0,6,0,0,82,9
S00089779,12,9,5,0,0,0,0,0,2,51,13
S00089780,8,8,12,0,0,0,3,0,2,34,3
S00089781,20,3,8,2,1,0,1,0,0,45,9
S00089782,17,6,6,0,1,0,5,0,0,36,0
S00089783,46,3,5,0,0,0,0,1,1,20,3
S00089784,7,6,3,0,1,1,0,0,0,36,5
S00089785,19,21,12,0,14,0,30,0,1,52,4
S00089786,8,6,5,1,0,0,21,0,0,56,5
S00089787,15,8,7,0,0,1,2,0,0,45,3
S00089788,12,13,3,0,4,1,0,0,0,33,2
S00089789,14,6,7,3,5,0,10,0,1,64,5
S00089790,55,57,24,4,6,0,4,0,0,112,20
S00089791,18,14,0,0,3,0,6,0,0,23,2
S00089792,17,6,6,0,0,0,0,0,0,40,4
S00089793,12,5,4,0,0,0,6,0,0,48,2
S00089794,15,7,2,0,9,0,0,0,0,33,5
S00089795,23,9,6,0,10,0,9,0,0,81,14
S00089796,21,10,8,0,1,0,11,3,0,62,5
S00089797,15,8,4,0,0,0,2,0,0,55,6
S00089798,14,5,11,0,4,0,2,0,1,56,4
S00089799,32,18,8,0,0,0,0,0,0,67,16
S00089800,16,15,9,0,2,0,7,0,0,56,2
S00089801,26,6,8,0,0,0,1,0,1,33,8
S00089802,43,16,7,0,0,0,3,0,0,103,10
S00089803,20,2,0,0,0,0,0,0,0,55,6
S00089804,26,6,4,0,0,0,0,0,0,83,5
S00089805,19,4,2,0,0,0,0,0,0,44,4
S00089806,21,3,3,0,0,0,0,0,0,74,12
S00089807,19,4,0,0,0,0,0,0,0,53,5
S00089808,16,1,2,0,0,0,0,0,1,62,0
S00089809,4,11,7,3,0,0,0,0,0,62,5
S00089810,12,12,1,0,0,0,0,0,3,35,3
S00089811,15,0,8,1,0,0,0,0,1,44,8
S00089812,20,1,3,0,0,0,0,0,0,70,4
S00089813,38,7,8,2,0,0,0,0,0,95,18
S00089814,31,10,3,0,1,0,0,0,0,23,1
S00089815,22,4,7,0,1,0,0,0,0,53,7
S00089816,24,17,0,0,7,0,0,0,0,62,14
S00089817,26,3,17,0,0,0,0,0,0,67,11
S00089818,18,10,12,0,1,0,0,0,0,50,2
S00089819,40,11,7,0,5,0,10,0,0,93,8
S00089820,18,13,3,1,2,0,0,0,2,76,9
S00089821,20,4,2,0,0,0,0,0,1,81,6
S00089822,23,17,3,0,0,0,0,0,0,49,13
S00089823,23,7,12,0,0,0,0,0,1,54,7
S00089824,46,14,9,1,0,0,0,0,0,92,4
S00089825,39,16,4,1,0,0,0,0,0,82,5
S00089826,18,11,0,0,6,0,0,0,1,70,8
S00089827,29,4,7,0,0,0,2,0,0,71,13
S00089828,31,2,4,0,0,0,1,0,0,22,13
S00089829,24,0,8,0,0,0,6,0,2,44,9
S00089830,20,11,5,0,0,0,0,0,0,80,8
S00089831,28,3,4,0,0,0,0,0,2,70,7
S00089832,22,2,6,0,0,0,0,0,0,55,2
S00089833,43,7,5,0,0,0,1,0,0,80,9
S00089834,22,1,4,0,0,0,1,0,0,58,6
S00089835,22,10,2,0,0,0,0,0,0,49,7
S00089836,32,10,14,0,5,0,0,0,2,91,12
S00089837,31,10,5,0,0,0,0,0,0,100,8
S00089838,23,5,6,0,0,0,0,0,0,101,7
S00089839,18,5,4,0,0,0,0,0,1,53,6
S00089840,17,2,9,0,0,0,0,0,0,48,9
S00089841,35,17,10,0,6,0,1,0,0,53,9
S00089842,19,2,1,0,3,0,0,0,0,51,6
S00089843,15,10,4,2,0,0,3,0,0,100,7
S00089844,24,12,0,0,0,0,0,0,0,72,5
S00089845,33,6,7,1,0,0,0,0,0,87,3
S00089846,20,0,3,0,6,0,2,0,0,51,4
S00089847,15,7,2,0,0,0,0,0,0,50,8
S00089848,24,8,9,0,3,0,1,0,0,71,7
S00089849,32,7,1,0,0,0,0,0,1,71,22
S00089850,15,8,7,1,0,0,0,0,0,113,5
S00089851,14,2,0,0,0,0,0,0,0,58,8
S00089852,59,5,4,0,0,0,0,0,0,22,7
S00089853,24,16,2,0,0,0,0,0,0,78,10
S00089854,59,4,7,0,0,0,0,0,2,18,5
S00089855,35,6,3,0,0,0,5,0,2,66,15
S00089856,44,4,1,0,0,0,0,0,1,91,11
S00089857,33,7,7,0,4,0,2,0,0,58,5
S00089858,31,12,6,0,0,0,0,0,0,32,6
S00089859,11,9,7,0,0,0,6,0,0,78,5
S00089860,12,10,1,0,11,0,10,0,0,52,6
S00089861,13,9,5,0,0,0,3,0,0,46,9
S00089862,31,13,9,1,0,0,2,0,0,51,14
S00089863,71,14,6,1,8,0,4,0,0,40,14
S00089864,42,20,5,0,4,0,1,0,1,88,9
S00089865,31,21,11,1,5,0,1,0,0,59,8
S00089866,16,2,2,0,0,0,1,0,0,56,4
S00089867,22,1,1,5,6,0,3,0,0,67,11
S00089868,16,4,0,0,0,0,0,0,0,32,8
S00089869,25,17,14,2,18,0,7,0,0,69,7
S00089870,17,11,6,0,0,0,0,0,0,86,7
S00089871,39,12,16,0,5,0,0,0,1,52,1
S00089872,37,12,12,0,7,0,0,0,0,71,8
S00089873,42,18,1,0,20,0,19,0,1,70,9
S00089874,22,9,5,2,0,0,3,0,0,76,13
S00089875,37,3,13,0,9,0,14,0,0,52,5
S00089876,30,4,3,0,0,0,0,0,0,65,7
S00089877,22,5,2,0,1,0,0,0,1,65,10
S00089878,23,1,12,0,0,0,0,0,0,50,7
S00089879,34,17,0,0,17,0,0,0,0,55,8
S00089880,63,10,14,0,0,0,0,0,0,57,7
S00089881,30,25,17,0,10,0,2,0,0,59,27
S00089882,59,12,5,0,0,0,4,0,0,31,2
S00089883,45,5,8,1,0,0,1,0,0,28,3
S00089884,34,11,4,0,0,0,16,0,1,34,11
S00089885,34,8,3,0,0,0,0,0,0,68,7
S00089886,43,7,11,0,0,0,0,0,0,20,17
S00089887,20,22,4,0,4,0,3,0,1,42,4
S00089888,13,12,4,0,1,0,0,1,0,35,9
S00089889,15,3,3,1,0,0,0,0,1,26,9
S00089890,15,19,7,4,5,0,10,1,1,45,4
S00089891,56,31,15,0,0,0,2,0,0,99,33
S00089892,19,22,18,1,7,0,10,0,0,43,10
S00089893,21,6,4,1,0,0,2,0,0,86,8
S00089894,19,17,11,0,4,0,11,0,0,79,7
S00089895,14,15,4,0,0,0,3,3,0,38,5
S00089896,24,9,4,0,0,0,0,0,0,35,9
S00089897,31,4,3,0,4,0,2,0,0,56,9
S00089898,21,4,15,0,14,1,4,0,0,62,8
S00089899,52,2,7,0,0,0,0,0,1,42,12
S00089900,47,2,4,0,1,0,4,0,0,43,0
S00089901,27,1,9,0,0,0,0,0,1,46,9
S00089902,58,10,2,0,0,0,0,0,0,75,12
S00089903,54,7,14,0,0,0,0,0,0,53,8
S00089904,8,16,12,0,0,0,3,0,0,51,9
S00089905,29,7,4,0,0,0,0,0,0,60,4
S00089906,39,9,4,0,0,0,0,0,0,35,6
S00089907,52,15,2,0,3,0,0,0,0,35,2
S00089908,49,3,10,1,0,0,0,0,0,29,24
S00089909,14,5,6,0,0,0,0,0,0,31,1
S00089910,26,11,7,1,0,0,2,0,0,65,4
S00089911,46,8,8,1,0,0,1,0,0,90,5
S00089912,13,7,8,0,0,0,0,0,1,72,11
S00089913,26,11,6,0,4,0,0,0,0,32,6
S00089914,21,2,4,0,0,1,5,0,1,46,3
S00089915,40,0,12,0,2,0,0,0,0,25,17
S00089916,20,10,4,0,0,0,3,0,0,65,11
S00089917,14,17,1,0,0,0,0,0,0,66,12
S00089918,11,5,20,0,1,0,12,0,0,47,2
S00089919,31,8,16,0,0,0,2,0,1,31,11
S00089920,24,9,3,0,0,0,0,0,0,86,4
S00089921,17,8,0,0,0,0,0,0,1,62,6
S00089922,22,2,4,0,0,0,3,0,0,49,7
S00089923,25,15,1,0,0,0,0,0,0,51,7
S00089924,6,14,3,0,0,0,0,0,1,59,2
S00089925,25,8,6,0,0,0,4,0,0,48,2
S00089926,30,3,0,0,0,0,0,0,0,80,7
S00089927,18,8,1,0,0,7,0,0,0,60,4
S00089928,44,13,6,0,0,0,0,0,0,66,13
S00089929,19,8,15,0,0,0,10,0,0,69,11
S00089930,7,13,5,1,0,0,0,0,0,48,7
S00089931,25,13,1,0,0,1,5,0,2,46,8
S00089932,30,14,8,1,0,0,4,0,0,57,0
S00089933,19,2,5,0,0,0,0,0,0,56,4
S00089934,4,4,0,1,0,0,0,0,0,79,5
S00089935,9,4,1,2,0,0,1,0,0,104,7
S00089936,17,4,4,0,1,0,0,1,0,36,6
S00089937,19,12,8,0,0,0,0,0,0,39,4
S00089938,25,18,6,0,2,0,0,0,1,48,14
S00089939,38,11,4,0,0,0,0,0,0,78,5
S00089940,14,4,9,1,0,0,0,0,1,64,11
S00089941,16,7,14,0,3,0,4,0,0,68,4
S00089942,16,9,1,0,0,0,0,0,0,35,4
S00089943,20,10,0,0,1,0,0,0,0,59,7
S00089944,29,6,0,0,0,0,0,0,0,19,4
S00089945,35,12,14,0,10,0,6,1,0,86,6
S00089946,27,16,7,1,8,0,1,0,0,45,8
S00089947,26,10,8,0,2,0,0,0,1,42,12
S00089948,34,16,12,0,2,0,5,0,0,61,15
S00089949,31,10,4,1,4,0,0,0,0,57,8
S00089950,17,3,11,0,0,0,0,0,0,68,9
S00089951,40,5,16,0,0,0,0,0,2,29,5
S00089952,24,8,10,0,0,0,0,0,2,73,8
S00089953,14,3,3,0,0,0,4,0,0,34,6
S00089954,44,2,6,0,0,0,0,0,0,70,10
S00089955,34,4,7,2,0,0,0,0,1,112,13
S00089956,21,2,3,0,0,0,0,0,1,23,5
S00089957,29,10,6,1,0,0,0,0,0,53,8
S00089958,29,2,12,0,0,0,0,0,0,56,3
S00089959,36,5,10,0,0,0,1,0,0,60,2
S00089960,15,3,14,0,0,0,0,0,0,52,2
S00089961,27,9,1,0,0,0,0,0,1,42,4
S00089962,19,3,7,0,0,0,0,0,0,42,2
S00089963,12,0,3,0,0,0,0,0,0,63,13
S00089964,47,6,2,0,0,0,0,0,1,26,5
S00089965,41,19,11,0,0,0,4,0,0,79,8
S00089966,32,18,9,0,2,0,0,0,0,86,18
S00089967,24,6,8,0,0,0,0,0,0,72,5
S00089968,11,6,7,0,0,0,6,0,0,55,7
S00089969,29,4,9,0,0,0,2,0,0,44,9
S00089970,28,5,1,0,4,0,0,0,0,44,11
S00089971,38,17,9,3,1,0,0,0,0,97,6
S00089972,25,14,0,0,0,0,0,0,0,70,1
S00089973,12,4,5,2,0,0,0,0,0,79,6
S00089974,23,10,6,0,0,0,4,0,0,51,6
S00089975,13,9,11,0,0,0,0,0,1,71,16
