oa_code	african_carribbean_black	asian	mixed	other	white
S00099260	0	0	0	0	270
S00099261	4	2	0	2	184
S00099262	8	0	0	0	274
S00099263	8	0	1	0	246
S00099264	0	0	0	0	186
S00099265	0	0	0	0	264
S00099266	0	0	0	0	176
S00099267	0	2	0	0	284
S00099268	0	0	0	0	302
S00099269	0	0	0	0	278
S00099270	0	0	0	0	260
S00099271	0	0	0	0	166
S00099272	0	50	1	0	262
S00099273	0	4	2	0	148
S00099274	0	22	0	2	242
S00099275	0	0	0	2	154
S00099276	0	12	0	0	184
S00099277	0	50	3	0	308
S00099278	0	4	0	6	230
S00099279	0	12	0	0	218
S00099280	10	46	0	0	258
S00099281	0	36	0	6	336
S00099282	0	8	3	2	260
S00099283	0	12	4	2	340
S00099284	0	0	0	0	266
S00099285	0	0	0	0	188
S00099286	0	10	0	2	258
S00099287	0	4	0	0	302
S00099288	0	0	0	0	146
S00099289	0	2	3	0	224
S00099290	0	0	0	0	154
S00099291	0	4	0	0	108
S00099292	0	2	0	0	238
S00099293	0	12	2	2	118
S00099294	0	0	0	0	204
S00099295	0	2	0	2	108
S00099296	0	2	0	2	186
S00099297	0	2	0	0	112
S00099298	0	0	0	0	182
S00099299	0	6	0	0	128
S00099300	0	0	0	0	212
S00099301	0	0	0	0	160
S00099302	0	4	1	14	236
S00099303	0	0	0	0	154
S00099304	0	0	2	0	154
S00099305	2	0	3	0	250
S00099306	4	0	0	0	132
S00099307	8	0	0	0	170
S00099308	0	0	0	0	172
S00099309	0	10	0	2	136
S00099310	0	2	0	0	208
S00099311	0	2	0	0	156
S00099312	2	2	3	0	238
S00099313	4	12	0	0	296
S00099314	0	0	3	0	242
S00099315	2	2	0	2	288
S00099316	0	10	1	0	216
S00099317	4	0	0	0	228
S00099318	0	2	0	0	208
S00099319	0	2	4	0	218
S00099320	0	8	0	4	284
S00099321	0	8	1	0	336
S00099322	0	0	0	0	276
S00099323	2	2	3	0	238
S00099324	0	6	0	0	244
S00099325	0	0	0	0	198
S00099326	0	0	0	0	150
S00099327	0	0	0	0	108
S00099328	0	2	0	0	174
S00099329	2	14	2	0	248
S00099330	2	0	0	0	166
S00099331	4	2	0	0	116
S00099332	0	8	0	8	154
S00099333	0	2	0	0	152
S00099334	10	0	0	0	184
S00099335	0	2	0	0	168
S00099336	0	0	0	0	166
S00099337	0	0	0	0	168
S00099338	0	6	0	0	228
S00099339	0	10	0	0	270
S00099340	0	0	0	0	256
S00099341	0	0	0	0	206
S00099342	0	0	0	0	196
S00099343	0	0	0	0	186
S00099344	0	0	0	0	190
S00099345	0	4	3	0	298
S00099346	0	0	0	0	112
S00099347	10	8	0	10	240
S00099348	0	20	1	0	206
S00099349	0	10	0	0	222
S00099350	0	8	0	0	226
S00099351	0	0	0	0	250
S00099352	0	6	0	4	212
S00099353	0	0	0	0	204
S00099354	0	0	0	0	174
S00099355	0	4	0	0	338
S00099356	0	10	0	0	302
S00099357	0	4	9	0	182
S00099358	0	0	1	0	116
S00099359	0	2	1	2	254
S00099360	0	0	1	0	230
S00099361	0	0	0	0	138
S00099362	2	4	0	0	294
S00099363	2	0	0	0	226
S00099364	0	0	0	0	140
S00099365	0	0	1	6	190
S00099366	0	0	0	0	128
S00099367	0	0	0	0	122
S00099368	0	8	0	0	230
S00099369	10	8	1	0	288
S00099370	4	14	1	0	216
S00099371	0	6	0	2	192
S00099372	0	0	0	0	262
S00099373	0	8	0	0	398
S00099374	0	2	0	0	276
S00099375	0	4	0	2	214
S00099376	0	24	0	0	294
S00099377	0	2	0	0	186
S00099378	0	0	1	0	230
S00099379	0	6	2	0	230
S00099380	0	0	0	0	270
S00099381	0	4	0	0	224
S00099382	0	6	0	2	246
S00099383	0	0	0	0	220
S00099384	0	0	0	0	198
S00099385	0	4	0	0	222
S00099386	0	4	0	0	290
S00099387	0	4	0	0	272
S00099388	0	0	0	0	262
S00099389	0	6	0	0	146
S00099390	0	16	0	6	272
S00099391	0	0	0	0	140
S00099392	0	0	0	0	210
S00099393	0	0	0	0	132
S00099394	4	0	2	0	204
S00099395	0	0	0	0	204
S00099396	0	0	0	0	170
S00099397	0	2	0	0	230
S00099398	26	78	3	0	332
S00099399	0	8	0	0	144
S00099400	0	6	1	0	282
S00099401	0	0	0	0	180
S00099402	0	0	0	0	192
S00099403	0	2	0	0	108
S00099404	2	0	0	0	214
S00099405	0	4	0	0	210
S00099406	0	8	0	6	240
S00099407	0	2	0	0	180
S00099408	0	0	0	0	206
S00099409	0	0	0	0	332
S00099410	0	4	0	0	136
S00099411	0	0	0	0	210
S00099412	0	0	0	2	140
S00099413	0	0	0	0	200
S00099414	0	0	0	0	112
S00099415	0	0	0	0	192
S00099416	0	0	0	0	158
S00099417	0	0	1	0	150
S00099418	0	10	0	0	328
S00099419	0	2	2	0	430
S00099420	0	0	0	0	154
S00099421	2	2	1	0	410
S00099422	2	10	2	0	296
S00099423	0	12	1	0	338
S00099424	0	0	0	0	188
S00099425	0	4	1	0	396
S00099426	0	0	0	0	136
S00099427	2	0	0	0	186
S00099428	0	4	0	0	172
S00099429	2	6	0	0	122
S00099430	4	16	0	16	142
S00099431	2	12	5	0	156
S00099432	0	2	0	0	102
S00099433	0	2	0	0	276
S00099434	0	0	0	0	164
S00099435	0	6	1	0	172
S00099436	0	0	0	0	156
S00099437	0	22	1	0	82
S00099438	2	8	2	4	120
S00099439	0	2	0	2	146
S00099440	0	0	0	0	230
S00099441	0	0	0	0	130
S00099442	0	0	0	0	188
S00099443	0	0	0	0	206
S00099444	2	0	2	0	268
S00099445	0	16	0	6	188
S00099446	0	32	1	0	88
S00099447	0	0	0	0	202
S00099448	0	0	0	0	122
S00099449	0	2	0	0	328
S00099450	0	0	0	0	146
S00099451	2	12	0	12	110
S00099452	0	0	0	0	182
S00099453	0	0	0	0	112
S00099454	0	8	0	0	120
S00099455	0	10	0	0	174
S00099456	0	0	0	0	100
S00099457	0	2	1	0	150
S00099458	4	54	0	0	292
S00099459	4	18	1	2	166
S00099460	4	2	0	0	122
S00099461	2	12	0	0	278
S00099462	20	18	0	0	72
S00099463	0	8	0	0	96
S00099464	6	18	0	12	142
S00099465	0	8	1	2	210
S00099466	0	0	0	0	130
S00099467	0	18	0	0	350
S00099468	0	2	0	8	414
S00099469	0	2	2	0	202
S00099470	2	8	0	0	108
S00099471	0	0	0	0	118
S00099472	0	2	0	2	354
S00099473	8	10	0	0	378
S00099474	4	6	0	0	278
S00099475	0	8	0	6	220
S00099476	0	0	0	4	108
S00099477	0	0	3	0	174
S00099478	0	4	0	0	178
S00099479	20	16	1	6	154
S00099480	0	2	0	0	194
S00099481	0	0	0	0	112
S00099482	0	0	0	0	162
S00099483	0	0	0	2	164
S00099484	2	0	0	0	194
S00099485	0	0	0	0	164
S00099486	0	0	2	0	258
S00099487	0	0	0	0	270
S00099488	10	0	0	0	188
S00099489	2	2	1	2	294
S00099490	8	2	0	0	316
S00099491	0	0	0	0	100
S00099492	0	6	0	0	170
S00099493	0	4	0	0	188
S00099494	4	14	1	2	140
S00099495	4	6	0	0	122
S00099496	0	0	0	0	184
S00099497	0	14	1	0	302
S00099498	4	8	1	12	224
S00099499	6	8	0	0	236
S00099500	0	4	0	0	122
S00099501	0	16	0	0	128
S00099502	0	30	0	0	224
S00099503	0	14	0	0	226
S00099504	0	18	1	4	236
S00099505	8	36	11	10	916
S00099506	0	0	0	0	138
S00099507	4	14	2	4	204
S00099508	0	0	0	0	108
S00099509	8	4	1	0	396
S00099510	0	0	0	0	164
S00099511	0	0	0	0	202
S00099512	0	0	0	0	118
S00099513	0	2	0	2	220
S00099514	0	0	0	0	160
S00099515	0	0	0	0	116
S00099516	0	2	0	0	232
S00099517	0	0	0	0	112
S00099518	2	0	1	0	114
S00099519	0	0	1	0	198
S00099520	0	0	0	0	112
S00099521	0	0	0	0	178
S00099522	0	0	0	0	178
S00099523	0	0	0	0	146
S00099524	0	4	0	0	228
S00099525	2	12	0	0	192
S00099526	0	0	1	0	174
S00099527	0	8	0	0	184
S00099528	2	0	0	0	452
S00099529	0	0	0	0	302
S00099530	2	0	2	0	334
S00099531	0	10	0	0	426
S00099532	4	56	1	0	352
S00099533	0	2	0	0	320
S00099534	0	16	2	0	270
S00099535	0	6	0	0	134
S00099536	0	8	0	0	206
S00099537	0	6	0	0	440
S00099538	8	14	0	4	158
S00099539	4	34	0	6	190
S00099540	0	8	0	0	116
S00099541	12	14	1	0	172
S00099542	10	22	2	0	250
S00099543	10	42	0	0	182
S00099544	0	14	1	0	168
S00099545	14	14	2	4	156
S00099546	8	18	2	0	264
S00099547	2	24	2	4	248
S00099548	2	66	1	2	158
S00099549	0	34	0	8	148
S00099550	16	26	1	0	246
S00099551	0	14	0	4	296
S00099552	8	38	1	2	192
S00099553	6	16	1	36	190
S00099554	16	20	0	2	158
S00099555	26	16	1	12	218
S00099556	6	16	2	16	130
S00099557	4	12	0	6	116
S00099558	12	22	1	4	214
S00099559	4	40	3	10	162
S00099560	0	10	4	4	196
S00099561	0	6	0	0	130
S00099562	0	20	1	0	128
S00099563	4	24	2	0	176
S00099564	2	22	0	0	158
S00099565	0	6	2	8	146
S00099566	0	2	0	4	120
S00099567	24	102	7	0	834
S00099568	2	24	1	2	242
S00099569	174	184	7	40	686
S00099570	10	14	0	6	170
S00099571	20	30	1	0	166
S00099572	24	36	1	0	242
S00099573	14	10	1	2	140
S00099574	6	6	0	0	136
S00099575	0	78	1	20	186
S00099576	0	58	0	14	188
S00099577	0	100	0	10	18
S00099578	0	22	0	2	204
S00099579	0	14	0	6	204
S00099580	0	44	0	14	182
S00099581	8	24	3	2	212
S00099582	12	16	1	8	112
S00099583	8	22	0	4	74
S00099584	0	14	0	0	146
S00099585	0	8	0	2	264
S00099586	4	22	1	4	202
S00099587	4	16	2	12	254
S00099588	0	10	2	0	356
S00099589	2	0	0	0	278
S00099590	0	4	0	0	214
S00099591	4	0	1	2	110
S00099592	2	18	1	0	160
S00099593	10	40	1	0	234
S00099594	8	28	1	2	120
S00099595	0	2	0	0	134
S00099596	0	0	1	0	126
S00099597	0	0	0	0	144
S00099598	0	6	0	0	224
S00099599	6	0	2	0	146
S00099600	0	0	1	2	130
S00099601	0	6	2	4	210
S00099602	0	0	0	0	158
S00099603	0	2	0	0	170
S00099604	0	0	0	0	112
S00099605	0	0	0	0	150
S00099606	0	4	0	0	166
S00099607	0	2	1	0	130
S00099608	4	12	0	0	284
S00099609	0	10	0	8	232
S00099610	4	2	0	0	170
S00099611	0	2	0	0	150
S00099612	0	2	0	0	128
S00099613	2	0	0	0	240
S00099614	6	2	0	0	156
S00099615	0	0	0	0	102
S00099616	0	4	0	0	130
S00099617	0	32	0	0	140
S00099618	0	0	0	2	120
S00099619	2	18	0	0	306
S00099620	0	16	0	0	224
S00099621	4	14	0	2	138
S00099622	0	12	1	0	252
S00099623	0	6	1	0	174
S00099624	16	6	0	10	86
S00099625	0	8	0	0	174
S00099626	6	18	0	0	116
S00099627	0	4	0	0	114
S00099628	0	20	0	0	312
S00099629	4	4	3	2	204
S00099630	0	2	0	0	116
S00099631	4	38	0	0	118
S00099632	0	6	0	2	96
S00099633	2	34	0	0	124
S00099634	2	4	0	0	218
S00099635	0	0	0	0	112
S00099636	0	12	0	0	170
S00099637	2	0	0	2	114
S00099638	0	6	0	0	126
S00099639	0	4	0	0	128
S00099640	0	14	1	0	180
S00099641	2	4	0	0	232
S00099642	0	12	1	0	268
S00099643	0	6	0	0	104
S00099644	0	0	1	0	214
S00099645	0	0	0	0	210
S00099646	0	2	0	0	186
S00099647	0	4	1	0	168
S00099648	0	0	0	0	148
S00099649	0	0	0	0	266
S00099650	0	0	0	0	246
S00099651	0	0	0	2	270
S00099652	2	8	1	2	170
S00099653	2	4	1	8	150
S00099654	2	12	1	0	244
S00099655	0	46	0	0	124
S00099656	0	18	0	0	210
S00099657	0	14	0	0	142
S00099658	6	2	0	0	148
S00099659	0	6	1	2	192
S00099660	0	56	2	0	170
S00099661	2	10	1	2	178
S00099662	6	28	1	0	160
S00099663	0	0	1	0	164
S00099664	0	6	1	0	180
S00099665	0	10	1	0	216
S00099666	0	4	0	0	112
S00099667	0	0	0	0	158
S00099668	2	0	0	0	172
S00099669	0	18	2	0	256
S00099670	0	34	1	0	218
S00099671	2	22	0	6	220
S00099672	0	0	0	0	164
S00099673	4	4	4	2	186
S00099674	0	14	0	0	212
S00099675	0	0	0	0	254
S00099676	0	2	0	0	260
S00099677	2	2	1	0	136
S00099678	0	8	0	0	100
S00099679	0	0	0	0	210
S00099680	0	0	0	0	140
S00099681	2	32	2	10	226
S00099682	0	50	4	0	280
S00099683	0	0	0	0	222
S00099684	0	6	0	0	326
S00099685	0	0	0	0	164
S00099686	0	0	0	0	212
S00099687	0	6	0	2	288
S00099688	0	0	0	0	150
S00099689	0	12	0	0	400
S00099690	0	0	0	0	332
S00099691	0	2	0	0	244
S00099692	0	0	0	0	240
S00099693	0	0	0	2	236
S00099694	0	0	0	0	148
S00099695	6	0	0	0	354
S00099696	0	0	0	0	204
S00099697	0	0	0	2	204
S00099698	0	4	0	0	310
S00099699	0	0	0	0	294
S00099700	0	0	0	0	282
S00099701	0	0	0	0	186
S00099702	0	4	0	0	248
S00099703	0	12	3	0	280
S00099704	0	28	1	0	160
S00099705	0	2	3	0	174
S00099706	2	10	0	0	306
S00099707	4	8	0	0	112
S00099708	0	2	1	0	256
S00099709	0	0	1	0	256
S00099710	0	0	0	0	140
S00099711	0	2	3	0	208
S00099712	0	0	1	0	198
S00099713	0	0	0	0	106
S00099714	0	0	0	0	184
S00099715	0	0	0	0	120
S00099716	12	0	0	0	146
S00099717	0	0	0	12	164
S00099718	0	2	1	0	138
S00099719	6	18	3	2	168
S00099720	0	0	0	0	146
S00099721	0	4	0	0	144
S00099722	0	6	2	0	292
S00099723	2	4	0	0	122
S00099724	0	2	0	0	224
S00099725	0	2	0	0	182
S00099726	0	0	0	0	120
S00099727	4	0	1	0	226
S00099728	2	6	0	2	300
S00099729	6	18	0	4	132
S00099730	0	12	0	0	122
S00099731	2	6	0	2	208
S00099732	0	36	1	4	280
S00099733	0	0	0	0	138
S00099734	0	8	0	0	232
S00099735	0	0	1	0	122
S00099736	8	80	2	0	288
S00099737	2	16	1	4	216
S00099738	0	2	1	0	156
S00099739	0	2	1	0	248
S00099740	0	4	0	0	254
S00099741	0	18	0	0	226
S00099742	2	0	1	0	252
S00099743	0	22	0	0	348
S00099744	0	8	0	0	296
S00099745	0	18	0	8	278
S00099746	0	18	1	0	310
S00099747	0	12	3	2	334
S00099748	0	0	3	0	238
S00099749	2	2	0	16	306
S00099750	6	0	0	0	260
S00099751	8	18	1	0	244
S00099752	0	4	0	0	212
S00099753	12	12	0	0	158
S00099754	12	20	0	0	114
S00099755	26	36	4	8	348
S00099756	0	28	0	0	162
S00099757	46	16	1	16	348
S00099758	2	0	0	0	116
S00099759	2	34	0	0	322
S00099760	0	6	1	0	230
S00099761	2	0	0	0	136
S00099762	0	28	0	0	100
S00099763	2	28	0	0	206
S00099764	4	36	1	0	232
S00099765	10	8	1	0	232
S00099766	4	10	0	0	180
S00099767	0	18	1	18	214
S00099768	0	0	0	0	246
S00099769	2	12	0	0	264
S00099770	2	2	0	0	264
S00099771	0	0	2	0	194
S00099772	8	0	0	4	122
S00099773	0	4	2	0	180
S00099774	6	30	0	0	78
S00099775	0	24	3	0	200
S00099776	0	36	2	0	128
S00099777	0	6	4	0	246
S00099778	4	22	0	10	274
S00099779	2	0	2	0	436
S00099780	0	0	0	0	186
S00099781	0	0	2	0	398
S00099782	148	246	9	46	1790
S00099783	0	0	0	0	158
S00099784	0	0	0	0	138
S00099785	0	0	0	0	294
S00099786	0	8	0	0	434
S00099787	0	0	0	0	276
S00099788	0	0	0	0	286
S00099789	0	12	2	0	254
S00099790	0	0	0	0	360
S00099791	0	0	1	0	216
S00099792	0	0	0	0	178
S00099793	2	2	1	0	180
S00099794	0	0	0	0	228
S00099795	4	0	1	0	144
S00099796	0	0	0	0	264
S00099797	0	0	0	0	172
S00099798	0	0	0	0	180
S00099799	0	2	3	0	410
S00099800	0	0	0	2	232
S00099801	0	0	0	0	330
S00099802	0	0	0	0	222
S00099803	0	8	0	0	388
S00099804	0	0	0	0	296
S00099805	0	4	0	0	280
S00099806	2	0	0	0	306
S00099807	0	0	0	0	180
S00099808	0	0	1	0	120
S00099809	0	0	0	0	280
S00099810	0	0	0	0	162
S00099811	0	0	0	0	270
S00099812	0	0	0	0	162
S00099813	0	0	0	0	284
S00099814	0	0	0	0	190
S00099815	0	2	0	0	320
S00099816	0	0	0	0	180
S00099817	0	0	0	0	164
S00099818	0	0	0	0	206
S00099819	0	0	3	0	182
S00099820	0	10	0	0	220
S00099821	0	4	1	2	374
S00099822	0	0	0	0	128
S00099823	2	0	0	0	298
S00099824	0	0	0	0	382
S00099825	0	0	0	0	112
S00099826	2	16	0	8	262
S00099827	0	8	0	0	332
S00099828	0	0	0	0	278
S00099829	0	0	0	0	208
S00099830	0	14	0	0	448
S00099831	0	22	0	0	278
S00099832	0	8	0	0	378
S00099833	0	0	0	0	170
S00099834	2	2	0	0	196
S00099835	0	18	1	0	238
S00099836	2	2	0	0	212
S00099837	0	8	0	0	380
S00099838	6	4	0	0	286
S00099839	0	0	0	0	254
S00099840	0	0	0	0	206
S00099841	0	24	1	0	442
S00099842	2	0	0	0	220
S00099843	0	0	0	0	264
S00099844	0	0	0	0	288
S00099845	0	0	0	0	390
S00099846	2	0	0	0	162
S00099847	0	0	0	0	260
S00099848	0	0	1	0	234
S00099849	0	0	0	0	190
S00099850	0	0	0	0	158
S00099851	0	0	0	0	178
S00099852	0	0	0	0	208
S00099853	0	0	0	0	430
S00099854	0	0	0	0	126
S00099855	0	0	1	0	212
S00099856	0	0	0	0	120
S00099857	0	0	1	0	146
S00099858	0	0	0	0	202
S00099859	0	0	1	0	254
S00099860	0	0	0	2	240
S00099861	0	0	2	2	210
S00099862	0	0	0	0	178
S00099863	0	0	0	0	246
S00099864	0	0	0	0	104
S00099865	0	8	0	0	346
S00099866	0	0	0	0	272
S00099867	0	4	0	0	128
S00099868	0	0	0	0	302
S00099869	0	0	0	0	164
S00099870	0	0	0	0	188
S00099871	0	2	0	0	234
S00099872	0	0	0	0	198
S00099873	0	4	0	0	176
S00099874	0	2	0	0	262
S00099875	0	6	0	0	338
S00099876	0	0	0	0	296
S00099877	0	8	0	0	232
S00099878	0	0	0	0	232
S00099879	0	2	1	0	252
S00099880	6	0	0	2	248
S00099881	0	2	0	0	202
S00099882	0	0	1	0	256
S00099883	0	0	0	0	278
S00099884	0	0	1	0	278
S00099885	0	0	0	0	190
S00099886	0	0	0	0	164
S00099887	0	0	0	0	272
S00099888	0	0	0	0	238
S00099889	0	0	0	0	220
S00099890	0	0	1	0	220
S00099891	0	0	0	0	292
S00099892	2	0	0	0	218
S00099893	0	0	0	0	154
S00099894	0	0	0	0	154
S00099895	0	0	0	0	114
S00099896	0	0	1	0	196
S00099897	0	0	0	0	228
S00099898	0	0	0	0	238
S00099899	0	0	0	0	140
S00099900	0	0	0	0	226
S00099901	0	2	0	0	266
S00099902	0	0	0	0	184
S00099903	0	0	0	0	186
S00099904	0	0	0	0	136
S00099905	0	0	0	0	174
S00099906	0	0	0	0	188
S00099907	0	0	0	0	216
S00099908	0	0	0	0	142
S00099909	0	0	0	0	108
S00099910	2	8	0	0	172
S00099911	0	0	0	0	154
S00099912	0	0	0	0	184
S00099913	0	2	0	0	138
S00099914	0	4	0	0	206
S00099915	0	0	0	0	282
S00099916	0	0	0	0	200
S00099917	0	0	1	0	200
S00099918	0	0	0	0	258
S00099919	0	0	0	0	188
S00099920	0	0	0	2	198
S00099921	0	0	0	0	182
S00099922	0	0	0	0	206
S00099923	0	0	0	0	276
S00099924	0	0	0	0	148
S00099925	0	0	0	0	424
S00099926	0	0	0	0	272
S00099927	0	0	0	0	308
S00099928	0	0	0	0	168
S00099929	0	0	0	0	292
S00099930	0	6	0	0	400
S00099931	0	0	0	0	214
S00099932	0	0	0	0	278
S00099933	0	0	0	0	192
S00099934	0	0	0	0	340
S00099935	0	0	0	0	330
S00099936	0	0	0	0	172
S00099937	0	0	0	0	140
S00099938	0	0	1	0	266
S00099939	0	0	1	0	222
S00099940	0	0	0	0	244
S00099941	0	0	0	0	322
S00099942	0	0	0	0	230
S00099943	0	0	0	0	232
S00099944	0	4	0	0	232
S00099945	0	0	0	0	210
S00099946	0	0	0	0	264
S00099947	0	0	0	0	188
S00099948	0	0	3	0	208
S00099949	0	0	1	0	164
S00099950	0	0	1	0	274
S00099951	0	0	0	0	216
S00099952	0	0	0	0	270
S00099953	0	0	1	0	320
S00099954	0	0	0	0	216
S00099955	0	0	0	0	178
S00099956	0	0	0	0	110
S00099957	0	0	0	0	166
S00099958	0	0	0	0	270
S00099959	0	0	0	0	252
S00099960	0	0	0	0	180
S00099961	0	0	0	0	278
S00099962	0	0	0	0	306
S00099963	0	2	0	0	224
S00099964	0	0	0	0	252
S00099965	0	0	1	0	156
S00099966	2	0	1	0	210
S00099967	0	0	0	0	230
S00099968	0	0	0	0	272
S00099969	0	0	0	0	224
S00099970	2	0	0	0	364
S00099971	0	0	0	0	284
S00099972	0	0	0	0	294
S00099973	2	0	0	0	192
S00099974	0	0	0	0	146
S00099975	0	0	0	0	212
S00099976	0	0	0	0	210
S00099977	0	0	0	0	218
S00099978	0	2	0	0	172
S00099979	0	0	0	0	204
S00099980	0	0	0	0	238
S00099981	0	0	0	0	168
S00099982	0	0	0	0	154
S00099983	0	0	0	0	142
S00099984	0	2	0	0	164
S00099985	0	0	0	0	166
S00099986	0	0	0	0	218
S00099987	0	6	0	0	156
S00099988	0	0	0	0	188
S00099989	0	4	0	0	244
S00099990	0	14	1	0	178
S00099991	0	0	1	0	232
S00099992	0	10	1	0	148
S00099993	0	18	0	0	398
S00099994	0	0	0	0	144
S00099995	0	36	0	0	288
S00099996	0	4	0	0	182
S00099997	0	0	0	0	360
S00099998	0	2	0	0	312
S00099999	0	0	0	0	242
S00100000	0	0	0	0	198
S00100001	2	0	0	0	268
S00100002	0	0	0	0	218
S00100003	0	0	0	0	252
S00100004	0	0	0	0	330
S00100005	2	0	0	0	202
S00100006	0	0	0	2	160
S00100007	0	10	0	0	330
S00100008	0	0	2	0	234
S00100009	0	0	0	0	264
S00100010	0	0	0	0	270
S00100011	0	0	0	0	166
S00100012	0	0	0	0	206
S00100013	0	0	0	0	206
S00100014	0	0	1	0	172
S00100015	0	0	0	0	120
S00100016	6	0	0	0	210
S00100017	0	0	0	0	148
S00100018	0	0	0	0	306
S00100019	0	0	0	0	206
S00100020	0	0	0	0	272
S00100021	2	4	0	0	260
S00100022	0	0	0	0	234
S00100023	0	0	0	0	308
S00100024	0	0	0	0	236
S00100025	8	0	0	0	252
S00100026	10	16	0	0	218
S00100027	0	0	0	0	226
S00100028	0	0	0	0	240
S00100029	0	0	0	0	186
S00100030	0	0	0	0	234
S00100031	2	0	0	8	190
S00100032	0	8	0	0	252
S00100033	2	0	0	0	254
S00100034	0	0	0	0	218
S00100035	0	6	0	0	206
S00100036	0	0	0	0	178
S00100037	2	0	0	0	324
S00100038	0	0	0	0	120
S00100039	0	0	0	0	208
S00100040	0	2	0	0	216
S00100041	0	0	1	0	334
S00100042	0	0	0	0	138
S00100043	0	0	0	0	190
S00100044	0	6	0	0	236
S00100045	0	0	0	0	212
S00100046	0	0	0	0	188
S00100047	0	0	0	0	150
S00100048	0	0	0	0	174
S00100049	0	0	1	0	212
S00100050	0	0	0	0	118
S00100051	0	0	0	0	284
S00100052	2	0	2	0	250
S00100053	0	12	0	0	132
S00100054	2	14	0	0	184
S00100055	0	2	0	0	228
S00100056	2	0	0	0	158
S00100057	0	0	0	0	132
S00100058	0	0	1	0	244
S00100059	0	0	0	0	302
S00100060	0	0	0	0	184
S00100061	2	0	0	0	220
S00100062	0	0	0	0	236
S00100063	0	0	0	0	212
S00100064	0	0	0	0	208
S00100065	0	6	0	0	328
S00100066	0	0	0	0	198
S00100067	0	0	0	0	168
S00100068	0	0	0	0	174
S00100069	0	0	1	0	274
S00100070	0	0	0	0	174
S00100071	0	0	0	0	224
S00100072	0	0	0	0	250
S00100073	0	0	0	0	252
S00100074	0	0	0	0	320
S00100075	0	0	0	0	166
S00100076	0	0	0	0	162
S00100077	8	0	0	0	242
S00100078	0	0	0	0	256
S00100079	0	0	0	0	168
S00100080	0	0	0	0	168
S00100081	0	0	0	0	278
S00100082	0	0	0	0	262
S00100083	0	0	0	0	274
S00100084	0	0	0	0	312
S00100085	0	0	0	0	268
S00100086	2	0	0	0	278
S00100087	0	0	2	0	300
S00100088	0	0	0	0	244
S00100089	0	2	2	0	238
S00100090	0	0	0	0	210
S00100091	0	0	2	0	180
S00100092	0	0	0	0	334
S00100093	0	0	1	0	190
S00100094	0	0	0	0	248
S00100095	0	0	0	0	230
S00100096	0	0	0	0	232
S00100097	0	0	0	0	196
S00100098	0	0	0	0	208
S00100099	0	0	0	0	286
S00100100	0	0	0	0	186
S00100101	0	0	2	0	176
S00100102	0	0	0	0	178
S00100103	0	0	0	0	122
S00100104	4	0	0	0	244
S00100105	0	0	0	0	244
S00100106	0	0	0	0	274
S00100107	0	6	0	0	398
S00100108	2	2	0	0	268
S00100109	0	36	0	0	338
S00100110	0	0	0	0	208
S00100111	0	0	0	0	198
S00100112	0	0	0	0	258
S00100113	0	0	0	0	232
S00100114	0	2	0	0	184
S00100115	0	0	0	8	178
S00100116	0	8	0	0	194
S00100117	0	0	0	0	268
S00100118	0	12	2	0	188
S00100119	0	0	0	0	206
S00100120	0	0	0	0	252
S00100121	2	0	2	0	226
S00100122	0	0	0	0	184
S00100123	0	10	1	0	126
S00100124	0	20	0	0	222
S00100125	0	14	2	0	240
S00100126	0	0	0	0	132
S00100127	2	2	1	0	100
S00100128	0	2	0	0	216
S00100129	0	0	0	0	260
S00100130	0	0	0	0	174
S00100131	0	12	3	0	208
S00100132	0	0	0	0	144
S00100133	0	4	0	0	110
S00100134	0	0	0	2	184
S00100135	0	0	0	0	150
S00100136	0	6	0	0	160
S00100137	0	0	0	0	240
S00100138	0	0	0	2	328
S00100139	0	8	0	0	228
S00100140	0	0	0	0	262
S00100141	2	6	0	0	148
S00100142	0	0	0	0	192
S00100143	0	0	0	0	142
S00100144	0	0	0	0	220
S00100145	0	0	0	0	202
S00100146	0	0	1	0	150
S00100147	2	10	0	0	224
S00100148	0	4	0	0	120
S00100149	0	0	1	0	208
S00100150	0	0	6	0	254
S00100151	0	2	1	8	280
S00100152	0	2	0	0	146
S00100153	0	0	0	0	210
S00100154	0	0	0	0	162
S00100155	0	0	0	2	234
S00100156	0	0	0	2	174
S00100157	0	0	0	0	130
S00100158	0	0	0	0	202
S00100159	4	0	2	2	238
S00100160	0	6	0	2	226
S00100161	0	0	0	0	122
S00100162	2	0	0	0	332
S00100163	0	0	2	0	356
S00100164	0	0	0	0	238
S00100165	0	0	0	0	246
S00100166	0	2	0	4	144
S00100167	0	0	0	0	200
S00100168	0	0	0	0	212
S00100169	0	6	1	0	202
S00100170	0	0	0	0	166
S00100171	0	0	0	0	144
S00100172	0	0	0	0	110
S00100173	0	2	0	0	136
S00100174	6	0	0	0	172
S00100175	0	0	0	0	110
S00100176	0	0	0	0	146
S00100177	0	2	0	0	188
S00100178	0	8	1	0	182
S00100179	0	0	0	0	136
S00100180	0	0	0	0	158
S00100181	0	2	3	0	122
S00100182	0	0	0	0	320
S00100183	0	0	0	0	214
S00100184	0	0	0	0	206
S00100185	0	0	0	0	220
S00100186	0	0	0	0	198
S00100187	0	0	0	0	216
S00100188	0	0	0	0	248
S00100189	0	0	0	0	304
S00100190	0	0	0	0	172
