oa_code	african_carribbean_black	asian	mixed	other	white
S00125643	0	10	0	0	284
S00125644	0	8	1	0	426
S00125645	0	0	0	0	182
S00125646	0	2	2	0	388
S00125647	0	0	1	0	216
S00125648	0	10	0	0	264
S00125649	0	4	3	0	286
S00125650	0	20	0	0	202
S00125651	0	4	0	0	196
S00125652	0	0	0	0	138
S00125653	0	10	0	0	402
S00125654	0	4	0	0	300
S00125655	2	10	1	0	266
S00125656	2	0	0	2	332
S00125657	0	6	0	0	328
S00125658	8	50	0	0	370
S00125659	0	10	0	0	284
S00125660	0	14	5	0	382
S00125661	0	30	0	0	238
S00125662	0	4	1	0	222
S00125663	0	0	0	0	194
S00125664	0	0	0	0	180
S00125665	0	0	0	0	150
S00125666	0	0	0	0	198
S00125667	0	0	0	0	220
S00125668	0	8	0	0	328
S00125669	0	0	0	0	170
S00125670	2	18	0	0	118
S00125671	0	26	0	0	280
S00125672	0	26	1	2	282
S00125673	0	10	0	0	300
S00125674	0	0	0	2	194
S00125675	0	0	1	0	158
S00125676	0	0	0	0	244
S00125677	0	0	0	0	198
S00125678	0	0	0	0	198
S00125679	0	0	0	0	356
S00125680	0	0	0	0	132
S00125681	0	0	0	0	190
S00125682	0	0	0	0	674
S00125683	0	0	0	0	194
S00125684	0	14	0	0	538
S00125685	0	0	0	0	220
S00125686	0	0	0	0	184
S00125687	0	0	0	0	144
S00125688	2	0	1	0	286
S00125689	0	0	0	0	240
S00125690	0	0	0	0	174
S00125691	0	0	0	0	204
S00125692	0	0	0	0	224
S00125693	0	12	0	0	282
S00125694	0	6	0	0	132
S00125695	0	4	0	0	208
S00125696	0	0	0	0	216
S00125697	0	0	0	0	134
S00125698	0	20	0	0	348
S00125699	0	2	0	0	118
S00125700	0	10	1	0	400
S00125701	0	6	0	0	288
S00125702	0	6	0	0	220
S00125703	0	0	0	0	364
S00125704	0	0	0	0	280
S00125705	0	0	0	0	210
S00125706	0	2	0	0	104
S00125707	10	0	0	0	400
S00125708	0	2	0	0	132
S00125709	0	0	0	0	172
S00125710	10	12	0	0	276
S00125711	0	16	0	4	310
S00125712	0	8	0	0	232
S00125713	0	2	0	0	142
S00125714	0	0	0	0	414
S00125715	0	0	0	0	262
S00125716	0	0	1	0	186
S00125717	0	0	0	0	168
S00125718	0	0	0	0	278
S00125719	0	16	0	4	296
S00125720	0	0	0	0	228
S00125721	0	0	0	0	162
S00125722	0	24	0	0	312
S00125723	0	0	0	0	184
S00125724	0	0	0	0	334
S00125725	0	16	1	0	326
S00125726	0	10	0	0	142
S00125727	0	4	0	0	272
S00125728	0	0	0	0	218
S00125729	0	0	0	0	138
S00125730	0	0	0	0	248
S00125731	2	2	0	0	120
S00125732	0	0	0	0	210
S00125733	0	0	0	0	108
S00125734	0	8	0	0	298
S00125735	0	0	1	0	304
S00125736	0	0	0	0	120
S00125737	0	2	0	0	266
S00125738	0	0	0	0	182
S00125739	0	0	0	0	340
S00125740	0	0	0	0	180
S00125741	0	2	1	0	160
S00125742	0	2	0	0	322
S00125743	0	0	0	0	230
S00125744	0	6	0	0	178
S00125745	0	0	0	0	188
S00125746	0	2	0	2	210
S00125747	8	8	1	0	300
S00125748	0	8	0	2	222
S00125749	0	2	0	0	166
S00125750	0	0	0	0	234
S00125751	0	0	0	0	262
S00125752	0	0	0	0	166
S00125753	0	0	0	0	114
S00125754	0	0	0	0	186
S00125755	0	0	1	0	154
S00125756	4	6	0	0	192
S00125757	0	0	0	0	116
S00125758	0	0	0	0	206
S00125759	0	0	0	0	194
S00125760	0	0	0	0	158
S00125761	0	0	0	0	308
S00125762	0	0	0	0	250
S00125763	2	8	1	0	330
S00125764	0	24	0	0	172
S00125765	0	0	0	2	146
S00125766	0	0	0	0	262
S00125767	0	12	0	0	210
S00125768	0	0	0	0	256
S00125769	0	0	0	0	274
S00125770	0	0	0	0	356
S00125771	0	28	1	0	282
S00125772	0	0	0	0	144
S00125773	0	10	3	0	274
S00125774	0	0	0	0	296
S00125775	0	2	3	0	156
S00125776	0	0	0	0	416
S00125777	0	0	0	0	274
S00125778	0	0	0	0	166
S00125779	0	0	0	0	244
S00125780	2	10	1	0	350
S00125781	2	6	1	0	320
S00125782	0	2	2	0	242
S00125783	0	20	0	0	454
S00125784	0	30	0	0	542
S00125785	0	0	0	0	132
S00125786	0	0	0	0	286
S00125787	0	0	0	0	128
S00125788	0	0	0	0	216
S00125789	8	14	3	0	562
S00125790	0	0	0	0	216
S00125791	0	2	0	0	304
S00125792	0	0	0	0	240
S00125793	4	6	0	0	386
S00125794	0	0	0	0	348
S00125795	0	12	0	0	356
S00125796	0	0	0	0	156
S00125797	0	2	1	0	338
S00125798	0	2	0	0	260
S00125799	0	20	0	0	376
S00125800	0	0	0	0	226
S00125801	0	0	0	0	268
S00125802	0	8	0	0	306
S00125803	0	18	0	0	372
S00125804	0	0	0	0	238
S00125805	0	0	0	0	174
S00125806	0	0	0	0	184
S00125807	0	0	0	0	168
S00125808	0	0	0	0	286
S00125809	0	0	0	0	202
S00125810	0	0	1	0	226
S00125811	0	0	0	0	200
S00125812	0	0	0	0	282
S00125813	0	2	0	0	138
S00125814	0	2	0	0	330
S00125815	0	0	0	0	204
S00125816	0	6	0	0	328
S00125817	0	0	0	0	120
S00125818	0	0	0	0	182
S00125819	4	8	0	0	414
S00125820	0	0	0	0	286
S00125821	0	4	0	0	210
S00125822	2	8	2	0	286
S00125823	0	0	0	0	240
S00125824	2	0	0	10	330
S00125825	0	0	0	0	224
S00125826	0	2	0	0	136
S00125827	4	0	3	0	176
S00125828	0	4	3	0	294
S00125829	0	0	0	0	136
S00125830	0	0	0	0	386
S00125831	0	0	0	0	188
S00125832	0	0	0	0	280
S00125833	0	10	0	0	300
S00125834	0	0	1	0	528
S00125835	0	6	0	0	244
S00125836	8	14	0	0	322
S00125837	0	26	1	2	342
S00125838	0	0	0	0	268
S00125839	0	2	1	0	236
S00125840	0	8	0	0	346
S00125841	0	2	0	0	232
S00125842	0	20	0	0	284
S00125843	0	8	0	0	234
S00125844	0	6	0	0	232
S00125845	0	0	0	0	132
S00125846	0	34	0	0	334
S00125847	0	12	0	0	144
S00125848	0	0	0	0	230
S00125849	0	0	1	0	152
S00125850	0	2	0	0	306
S00125851	2	2	0	0	188
S00125852	4	22	1	0	254
S00125853	0	0	0	0	408
S00125854	0	2	2	0	138
S00125855	6	14	0	0	296
S00125856	2	14	0	0	294
S00125857	0	20	1	0	418
S00125858	0	48	1	0	338
S00125859	0	18	3	0	304
S00125860	0	34	0	0	448
S00125861	0	10	0	0	152
S00125862	0	28	0	0	382
S00125863	0	2	0	0	196
S00125864	0	14	0	0	376
S00125865	2	6	2	0	382
S00125866	4	8	1	0	484
S00125867	0	0	0	0	118
S00125868	0	0	0	2	390
S00125869	0	8	0	0	172
S00125870	0	18	1	0	252
S00125871	0	0	0	0	168
S00125872	0	2	0	0	208
S00125873	0	4	2	0	246
S00125874	0	10	0	0	126
S00125875	0	0	0	0	314
S00125876	0	0	0	0	356
S00125877	0	10	2	0	230
S00125878	0	0	0	0	378
S00125879	0	0	0	0	220
S00125880	0	16	0	10	282
S00125881	0	28	0	0	206
S00125882	0	32	0	0	400
S00125883	0	32	1	0	394
S00125884	4	50	1	0	326
S00125885	0	14	0	0	258
S00125886	0	90	0	0	270
S00125887	0	0	0	0	148
S00125888	12	42	0	0	122
S00125889	0	0	0	0	590
S00125890	0	24	1	0	430
S00125891	0	0	0	0	146
S00125892	0	4	0	0	282
S00125893	0	0	0	8	252
S00125894	0	0	0	0	174
S00125895	0	6	0	0	406
S00125896	0	6	0	0	328
S00125897	0	8	0	0	474
S00125898	0	8	0	0	316
S00125899	2	40	1	0	220
S00125900	0	0	0	0	326
S00125901	2	30	0	0	328
S00125902	0	6	0	0	392
S00125903	0	2	5	0	304
S00125904	0	16	0	0	412
S00125905	0	18	0	0	228
S00125906	0	12	0	0	234
S00125907	0	0	0	2	130
S00125908	0	0	0	0	338
S00125909	0	0	0	0	282
S00125910	0	0	0	0	128
S00125911	0	0	0	0	152
S00125912	0	0	0	0	344
S00125913	0	0	0	0	282
S00125914	0	0	0	0	210
S00125915	0	0	0	0	282
S00125916	2	0	0	0	266
S00125917	0	0	0	0	172
S00125918	0	2	0	0	126
S00125919	0	10	1	0	228
S00125920	0	0	0	0	294
S00125921	0	0	0	0	278
S00125922	0	0	0	0	140
S00125923	0	0	0	0	202
S00125924	0	0	0	0	176
S00125925	0	0	0	0	160
S00125926	0	0	0	0	298
S00125927	2	0	0	0	318
S00125928	0	0	0	0	238
S00125929	0	2	0	0	214
S00125930	0	0	1	0	232
S00125931	0	2	0	0	226
S00125932	0	0	0	0	134
S00125933	0	0	1	0	220
S00125934	0	0	0	0	330
S00125935	0	0	0	0	312
S00125936	0	4	0	0	168
S00125937	0	0	0	0	188
S00125938	0	4	1	0	310
S00125939	0	0	0	0	144
S00125940	0	2	0	0	290
S00125941	0	0	0	0	276
S00125942	0	0	0	0	172
S00125943	0	0	0	0	248
S00125944	0	0	0	0	326
S00125945	0	0	0	0	240
S00125946	0	0	0	0	264
S00125947	0	0	0	0	444
S00125948	0	0	0	0	238
S00125949	0	2	0	0	134
S00125950	0	0	0	0	398
S00125951	0	2	0	0	248
S00125952	0	0	1	0	230
S00125953	0	0	0	0	206
S00125954	0	0	0	0	392
S00125955	0	0	0	0	166
S00125956	0	0	0	0	254
S00125957	0	0	1	0	338
S00125958	4	2	0	0	252
S00125959	0	0	0	2	280
S00125960	0	0	0	0	128
S00125961	0	0	0	0	260
S00125962	0	0	1	0	200
S00125963	0	0	0	0	262
S00125964	0	0	0	0	110
S00125965	0	0	1	0	178
S00125966	0	0	0	0	182
S00125967	0	0	0	0	246
S00125968	0	0	0	0	196
S00125969	0	0	1	0	310
S00125970	0	0	1	0	362
S00125971	0	0	0	0	130
S00125972	0	0	0	2	170
S00125973	0	0	0	0	222
S00125974	0	0	0	2	258
S00125975	0	2	0	0	232
S00125976	0	0	0	0	202
S00125977	0	0	0	0	208
S00125978	0	2	1	0	172
S00125979	0	2	0	0	206
S00125980	0	0	0	0	228
S00125981	0	0	0	2	310
S00125982	0	0	0	0	220
S00125983	0	0	0	0	296
S00125984	0	0	0	0	120
S00125985	0	0	0	0	244
S00125986	0	0	0	0	264
S00125987	0	0	1	0	258
S00125988	0	0	0	0	178
S00125989	0	0	0	0	254
S00125990	0	0	0	0	130
S00125991	0	0	2	0	350
S00125992	0	2	0	0	178
S00125993	0	4	0	0	172
S00125994	0	2	1	0	140
S00125995	0	0	0	0	174
S00125996	0	0	0	0	276
S00125997	0	2	1	0	256
S00125998	0	2	0	0	150
S00125999	0	0	0	0	200
S00126000	0	0	0	0	192
S00126001	0	0	0	0	198
S00126002	0	0	0	0	190
S00126003	0	0	1	0	114
S00126004	0	0	1	0	150
S00126005	8	0	0	0	188
S00126006	2	0	0	0	328
S00126007	0	0	0	0	196
S00126008	0	0	0	0	176
S00126009	0	0	0	0	162
S00126010	0	0	0	0	408
S00126011	0	0	0	0	244
S00126012	0	0	0	0	118
S00126013	0	0	0	0	218
S00126014	0	0	0	0	118
S00126015	0	2	0	0	214
S00126016	0	0	0	0	150
S00126017	0	8	0	0	260
S00126018	0	0	1	0	254
S00126019	2	0	0	2	212
S00126020	0	2	0	0	110
S00126021	4	4	0	0	196
S00126022	0	14	0	0	98
S00126023	2	0	0	0	106
S00126024	0	0	1	2	136
S00126025	0	0	0	0	108
S00126026	0	0	0	0	134
S00126027	0	0	0	0	210
S00126028	0	0	0	0	216
S00126029	2	2	0	0	262
S00126030	0	0	0	0	104
S00126031	0	0	0	0	188
S00126032	0	0	0	0	174
S00126033	0	6	0	0	234
S00126034	2	0	0	0	208
S00126035	0	2	0	0	298
S00126036	0	0	0	0	166
S00126037	0	0	0	0	188
S00126038	0	0	0	0	264
S00126039	0	0	0	0	188
S00126040	0	0	0	0	222
S00126041	0	0	1	0	288
S00126042	0	0	0	0	254
S00126043	0	0	1	2	304
S00126044	0	4	0	0	146
S00126045	0	0	0	0	256
S00126046	0	0	0	0	278
S00126047	0	0	0	0	174
S00126048	0	10	0	0	226
S00126049	0	0	0	0	184
S00126050	0	2	1	0	146
S00126051	2	4	0	0	190
S00126052	0	0	0	0	228
S00126053	0	4	0	0	176
S00126054	0	0	0	0	162
S00126055	0	0	0	0	138
S00126056	0	8	0	4	220
S00126057	0	0	0	0	196
S00126058	0	0	0	0	116
S00126059	0	2	0	0	144
S00126060	0	0	0	0	138
S00126061	0	0	0	0	222
S00126062	0	0	4	0	212
S00126063	0	0	0	0	230
S00126064	0	8	0	0	250
S00126065	0	0	1	0	192
S00126066	0	6	0	0	180
S00126067	0	2	1	2	276
S00126068	0	0	0	0	298
S00126069	0	0	0	0	244
S00126070	0	2	0	0	298
S00126071	0	0	0	0	296
S00126072	0	0	0	0	182
S00126073	0	0	0	0	204
S00126074	0	12	0	0	350
S00126075	0	0	0	0	320
S00126076	0	0	0	0	284
S00126077	0	0	0	0	288
S00126078	0	2	3	0	116
S00126079	0	10	1	0	220
S00126080	0	2	0	0	176
S00126081	0	2	0	0	302
S00126082	0	0	1	0	590
S00126083	0	0	0	0	350
S00126084	2	4	1	2	344
S00126085	0	2	1	0	288
S00126086	0	0	0	0	190
S00126087	0	0	0	0	218
S00126088	0	0	1	0	248
S00126089	0	0	0	0	338
S00126090	0	0	0	0	130
S00126091	0	0	0	0	232
S00126092	0	2	0	0	226
S00126093	0	0	2	0	110
S00126094	0	0	0	0	274
S00126095	0	0	0	0	248
S00126096	0	0	0	0	104
S00126097	0	0	0	0	230
S00126098	0	0	0	0	172
S00126099	0	0	0	0	180
S00126100	0	0	0	0	238
S00126101	10	0	0	0	316
S00126102	0	8	0	0	248
S00126103	0	0	1	0	230
S00126104	0	2	0	0	114
S00126105	0	0	0	0	304
S00126106	0	2	3	0	256
S00126107	0	0	0	0	230
S00126108	0	4	0	0	306
S00126109	0	0	1	0	288
S00126110	0	14	1	0	182
S00126111	0	0	0	0	220
S00126112	0	0	0	0	182
S00126113	0	0	2	0	330
S00126114	4	4	0	0	238
S00126115	2	6	0	0	238
S00126116	0	2	0	0	336
S00126117	0	0	0	2	364
S00126118	0	0	0	0	290
S00126119	4	2	1	0	298
S00126120	2	0	0	0	196
S00126121	0	0	0	0	156
S00126122	0	0	0	0	242
S00126123	0	0	1	0	182
S00126124	0	0	0	0	224
S00126125	0	2	0	0	208
S00126126	0	0	0	0	162
S00126127	0	0	0	0	196
S00126128	0	0	0	0	142
S00126129	2	0	0	0	432
S00126130	0	0	0	2	276
S00126131	0	0	0	0	198
S00126132	0	0	0	0	210
S00126133	0	0	0	0	130
S00126134	4	48	6	8	936
S00126135	0	0	0	0	146
S00126136	0	0	0	0	178
S00126137	4	2	0	0	280
S00126138	0	0	5	0	236
S00126139	0	0	0	0	166
S00126140	4	2	0	0	254
S00126141	0	0	0	2	230
S00126142	0	0	0	0	382
S00126143	2	6	0	0	206
S00126144	0	0	0	0	216
S00126145	0	0	0	0	124
S00126146	0	0	0	0	162
S00126147	0	4	0	0	312
S00126148	0	2	0	0	232
S00126149	0	4	0	0	218
S00126150	0	0	0	0	146
S00126151	2	2	0	0	332
S00126152	0	0	0	0	214
S00126153	2	2	0	0	296
S00126154	0	0	0	0	126
S00126155	0	2	0	0	116
S00126156	0	10	0	0	196
S00126157	0	0	0	0	170
S00126158	0	0	0	0	276
S00126159	0	0	0	0	266
S00126160	0	0	1	0	292
S00126161	0	2	0	4	448
S00126162	0	0	0	0	222
S00126163	0	0	0	0	146
S00126164	0	0	0	0	232
S00126165	0	0	0	0	272
S00126166	0	0	0	0	216
S00126167	0	0	0	2	304
S00126168	0	2	0	0	264
S00126169	0	0	1	0	266
S00126170	0	4	1	0	114
S00126171	0	2	0	0	236
S00126172	0	0	0	0	220
S00126173	0	2	2	0	144
S00126174	0	0	0	0	224
S00126175	2	0	2	0	362
S00126176	0	0	0	0	342
S00126177	0	0	0	0	318
S00126178	0	10	0	0	344
S00126179	0	0	0	12	138
S00126180	0	2	0	0	204
S00126181	0	0	0	0	126
S00126182	0	0	0	0	262
S00126183	0	0	0	0	182
S00126184	0	0	0	0	198
S00126185	0	2	1	0	188
S00126186	0	0	0	0	274
S00126187	2	0	0	0	342
S00126188	0	0	0	4	218
S00126189	2	4	2	0	378
S00126190	0	6	0	0	332
S00126191	2	0	0	0	218
S00126192	0	0	0	0	146
S00126193	0	0	0	2	248
S00126194	0	0	0	0	230
S00126195	0	0	0	0	236
S00126196	0	6	0	0	250
S00126197	0	2	3	0	296
S00126198	0	2	0	0	324
S00126199	0	4	0	0	176
S00126200	0	0	0	0	344
S00126201	0	0	0	0	186
S00126202	0	0	0	0	216
S00126203	0	0	0	0	252
S00126204	0	2	0	0	210
S00126205	0	0	0	0	138
S00126206	0	0	0	8	232
S00126207	2	14	0	0	240
S00126208	0	0	0	0	220
S00126209	0	2	2	0	314
S00126210	0	0	0	0	152
S00126211	0	0	0	0	208
S00126212	0	0	1	0	340
S00126213	0	0	0	0	180
S00126214	4	0	0	0	360
S00126215	0	0	0	0	118
S00126216	0	6	1	0	266
S00126217	0	0	0	0	172
S00126218	0	0	1	0	300
S00126219	2	4	0	0	172
S00126220	0	0	1	0	338
S00126221	0	0	0	0	132
S00126222	0	0	0	0	208
S00126223	0	0	0	0	112
S00126224	0	0	0	0	112
S00126225	0	0	0	0	336
S00126226	0	0	0	0	196
S00126227	0	0	0	0	174
S00126228	0	0	4	0	256
S00126229	0	0	1	0	300
S00126230	0	0	0	0	148
S00126231	0	0	0	0	132
S00126232	0	0	0	0	234
S00126233	0	0	0	0	188
S00126234	0	0	0	0	190
S00126235	0	0	0	0	128
S00126236	0	10	3	4	382
S00126237	0	2	0	0	252
S00126238	0	0	0	0	218
S00126239	0	0	0	0	166
S00126240	0	0	0	0	150
S00126241	2	0	0	0	180
S00126242	0	0	0	0	254
S00126243	0	0	1	0	188
S00126244	0	0	0	0	134
S00126245	0	2	0	0	254
S00126246	0	0	0	0	230
S00126247	0	0	0	0	182
S00126248	0	2	0	0	238
S00126249	0	0	1	0	194
S00126250	0	2	0	2	382
S00126251	0	0	0	0	120
S00126252	0	14	1	0	362
S00126253	0	0	0	0	214
S00126254	0	0	0	0	296
S00126255	0	0	0	0	196
S00126256	0	0	0	0	226
S00126257	0	0	0	0	104
S00126258	2	8	0	0	218
S00126259	0	12	0	0	248
S00126260	0	0	0	0	248
S00126261	0	0	0	0	178
S00126262	0	2	0	0	184
S00126263	0	0	0	0	194
S00126264	0	0	0	0	312
S00126265	2	0	0	2	318
S00126266	0	0	1	2	284
S00126267	4	0	0	0	260
S00126268	0	4	0	2	332
S00126269	0	0	0	0	230
S00126270	2	0	1	0	174
S00126271	0	4	0	0	198
S00126272	2	0	0	2	204
S00126273	0	0	0	0	230
S00126274	2	0	0	2	336
S00126275	0	0	0	0	176
S00126276	0	0	0	0	240
S00126277	0	0	0	2	176
S00126278	0	0	0	0	204
S00126279	0	0	0	0	264
S00126280	0	0	1	0	132
S00126281	0	0	0	0	132
S00126282	0	0	0	0	232
S00126283	0	0	0	0	186
S00126284	0	0	0	0	170
S00126285	0	2	0	2	264
S00126286	0	8	0	0	224
S00126287	0	8	1	0	370
S00126288	0	0	0	2	130
S00126289	0	0	0	0	118
S00126290	0	0	0	0	194
S00126291	2	0	0	0	108
S00126292	0	4	0	2	318
S00126293	2	2	0	0	152
S00126294	0	4	0	0	154
S00126295	0	0	1	0	372
S00126296	0	0	0	2	206
S00126297	0	2	0	0	294
S00126298	0	0	0	0	220
S00126299	0	2	0	0	240
S00126300	0	2	1	0	256
S00126301	0	8	0	0	292
S00126302	0	2	2	0	140
S00126303	0	0	1	0	170
S00126304	0	0	0	0	142
S00126305	0	0	1	0	208
S00126306	0	0	1	0	216
S00126307	2	0	1	0	230
S00126308	2	0	1	0	210
S00126309	0	6	0	0	308
S00126310	0	0	0	0	174
S00126311	0	0	0	0	212
S00126312	0	0	0	0	236
S00126313	0	2	0	0	170
S00126314	0	0	0	0	194
S00126315	0	0	0	0	120
S00126316	0	0	0	0	112
S00126317	0	24	0	0	244
S00126318	0	0	0	0	258
S00126319	0	0	0	0	172
S00126320	0	8	0	0	232
S00126321	0	0	0	0	216
S00126322	0	0	0	0	208
S00126323	0	0	0	0	202
S00126324	0	2	0	0	184
S00126325	0	4	0	0	230
S00126326	0	2	0	0	212
S00126327	0	0	0	2	142
S00126328	2	0	0	0	232
S00126329	0	0	0	0	276
S00126330	0	0	0	0	252
S00126331	0	0	0	0	244
S00126332	0	0	0	0	308
S00126333	0	6	0	0	304
S00126334	0	0	0	2	352
S00126335	0	0	0	0	150
S00126336	0	12	0	0	232
S00126337	0	4	0	0	146
S00126338	0	0	0	0	114
S00126339	0	0	2	0	248
S00126340	0	0	0	0	246
S00126341	2	2	0	0	230
S00126342	0	0	0	2	214
S00126343	8	8	0	0	230
S00126344	0	0	0	0	104
S00126345	0	0	0	0	138
S00126346	0	2	0	0	266
S00126347	0	0	2	0	236
S00126348	0	0	1	0	206
S00126349	0	0	0	0	272
S00126350	0	0	0	0	212
S00126351	0	0	0	0	170
S00126352	0	0	0	0	400
S00126353	0	2	0	0	266
S00126354	0	2	0	0	164
S00126355	0	0	0	0	244
S00126356	0	10	1	0	250
S00126357	0	4	0	2	312
S00126358	0	6	0	2	146
S00126359	0	0	0	0	144
S00126360	2	0	2	0	302
S00126361	0	0	0	0	238
S00126362	0	0	0	0	260
S00126363	0	6	7	0	234
S00126364	0	0	0	0	110
S00126365	0	0	0	0	270
S00126366	0	0	0	0	142
S00126367	0	2	3	0	114
S00126368	0	0	0	0	110
S00126369	0	2	2	0	366
S00126370	0	0	0	0	106
S00126371	0	0	0	0	106
S00126372	0	2	0	0	326
S00126373	0	0	0	0	168
S00126374	0	4	0	0	280
S00126375	0	2	2	4	288
S00126376	0	2	0	2	126
S00126377	0	0	2	2	224
S00126378	4	0	0	0	374
S00126379	0	0	0	0	242
S00126380	2	0	0	0	230
S00126381	4	8	1	0	306
S00126382	0	0	0	0	202
S00126383	0	0	0	0	294
S00126384	0	0	0	0	186
S00126385	0	4	0	0	130
S00126386	0	2	0	0	296
S00126387	0	0	0	0	354
S00126388	0	0	1	0	350
S00126389	4	8	0	0	154
S00126390	0	0	1	0	164
S00126391	8	0	0	0	250
S00126392	0	0	0	0	196
S00126393	0	4	0	0	300
S00126394	0	0	0	0	154
S00126395	0	2	0	0	228
S00126396	8	0	0	0	272
S00126397	0	0	0	0	328
S00126398	0	0	2	0	224
S00126399	0	4	0	0	128
S00126400	0	2	1	0	264
S00126401	2	0	0	0	284
S00126402	0	0	0	2	250
S00126403	0	0	1	0	340
S00126404	0	2	0	0	206
S00126405	0	0	0	0	240
S00126406	0	0	0	0	360
S00126407	6	0	0	0	216
S00126408	2	0	0	0	298
S00126409	0	0	1	0	186
S00126410	0	0	0	2	142
S00126411	0	0	0	0	272
S00126412	0	2	2	0	182
S00126413	0	0	0	0	130
S00126414	0	0	0	0	120
S00126415	4	32	4	2	452
S00126416	2	6	1	0	284
S00126417	2	0	0	0	232
S00126418	0	2	0	0	146
S00126419	0	0	0	0	222
S00126420	2	0	0	0	224
S00126421	2	4	2	0	212
S00126422	0	0	0	0	202
S00126423	0	0	0	0	318
S00126424	0	0	1	0	160
S00126425	2	2	2	0	378
S00126426	0	0	0	0	226
S00126427	0	0	0	2	128
S00126428	0	0	0	0	254
S00126429	0	2	0	0	220
S00126430	0	0	0	0	216
S00126431	0	0	0	0	194
S00126432	0	0	0	0	190
S00126433	0	8	0	0	328
S00126434	0	0	0	0	210
S00126435	2	0	0	0	200
S00126436	2	0	0	0	180
S00126437	0	0	3	2	302
S00126438	2	0	0	0	232
S00126439	0	0	0	2	154
S00126440	0	0	0	0	260
S00126441	0	0	0	0	174
S00126442	0	0	0	0	312
S00126443	0	0	0	0	254
S00126444	0	0	0	0	252
S00126445	0	2	0	0	232
S00126446	2	8	0	0	180
S00126447	0	0	0	0	164
S00126448	0	0	0	2	274
S00126449	0	2	0	0	138
S00126450	6	8	0	0	190
S00126451	0	28	0	2	206
S00126452	0	2	1	0	222
S00126453	0	0	0	0	192
S00126454	2	8	1	0	138
S00126455	0	0	0	0	204
S00126456	0	0	0	0	136
S00126457	0	4	0	0	262
S00126458	0	0	2	0	302
S00126459	0	0	0	2	152
S00126460	2	0	0	0	154
S00126461	0	2	0	0	184
S00126462	0	0	0	0	284
S00126463	0	4	0	0	224
S00126464	0	2	2	0	252
S00126465	2	0	0	0	344
S00126466	2	2	0	0	302
S00126467	0	0	0	0	184
S00126468	2	2	0	0	346
S00126469	0	2	0	0	292
S00126470	8	0	0	0	362
S00126471	0	0	3	4	244
S00126472	0	12	2	0	234
S00126473	0	12	0	0	184
S00126474	0	2	0	0	322
S00126475	0	2	0	0	236
S00126476	0	2	0	0	252
S00126477	0	0	0	0	244
S00126478	0	0	0	0	208
S00126479	0	20	1	0	170
S00126480	0	0	0	0	184
S00126481	0	6	0	0	292
S00126482	0	0	1	0	162
S00126483	0	2	3	0	226
S00126484	8	0	0	0	282
S00126485	0	0	0	0	218
S00126486	0	0	0	4	228
S00126487	0	6	0	0	236
S00126488	0	16	0	0	286
S00126489	0	0	0	0	154
S00126490	0	0	2	0	196
S00126491	0	0	0	0	272
S00126492	2	0	2	12	418
S00126493	4	8	3	0	188
S00126494	0	0	0	0	116
S00126495	2	0	0	0	242
S00126496	0	10	1	0	304
S00126497	2	0	0	0	206
S00126498	0	2	0	0	170
S00126499	12	0	0	2	246
S00126500	0	12	0	0	148
S00126501	0	0	0	0	196
S00126502	0	0	0	0	264
S00126503	0	4	0	0	130
S00126504	0	6	1	0	324
S00126505	0	0	0	0	226
S00126506	0	0	0	2	210
S00126507	0	0	0	0	242
S00126508	2	0	1	2	188
S00126509	0	12	0	0	200
S00126510	0	0	0	0	242
S00126511	2	2	2	0	390
S00126512	2	8	8	2	302
S00126513	0	2	2	0	376
S00126514	0	2	0	0	162
S00126515	0	16	0	0	222
S00126516	2	6	2	6	202
S00126517	0	0	0	0	216
S00126518	0	0	0	0	166
S00126519	2	0	0	0	144
S00126520	0	0	0	2	298
S00126521	0	26	0	0	304
S00126522	0	0	0	0	236
S00126523	2	0	0	0	98
S00126524	0	0	0	0	178
S00126525	0	22	1	2	186
S00126526	2	0	0	0	152
S00126527	0	2	0	0	242
S00126528	0	4	0	0	190
S00126529	0	8	0	0	246
S00126530	2	2	6	0	242
S00126531	0	0	0	0	252
S00126532	0	6	0	0	266
S00126533	0	0	0	0	122
S00126534	0	6	0	0	224
S00126535	0	0	0	0	212
S00126536	0	4	0	0	126
S00126537	0	8	0	0	108
S00126538	0	0	0	0	180
S00126539	0	10	0	0	236
S00126540	0	0	1	0	142
S00126541	0	2	0	0	146
S00126542	0	0	0	0	228
S00126543	0	0	2	0	254
S00126544	0	0	0	0	300
S00126545	0	8	0	0	202
S00126546	0	0	0	0	178
S00126547	0	2	0	0	218
S00126548	0	4	0	0	250
S00126549	0	2	0	0	200
S00126550	0	0	0	0	124
S00126551	2	2	0	0	276
S00126552	0	0	0	2	170
S00126553	0	18	0	0	218
S00126554	0	2	0	0	226
S00126555	0	10	0	0	186
S00126556	0	2	0	0	218
S00126557	0	6	0	0	174
S00126558	2	4	0	0	230
S00126559	0	0	1	0	324
S00126560	0	8	0	2	284
S00126561	0	2	0	0	286
S00126562	0	4	0	0	246
S00126563	0	0	0	0	168
S00126564	10	0	1	0	246
S00126565	0	4	0	0	200
S00126566	0	4	0	0	164
S00126567	6	8	0	0	288
S00126568	0	48	2	0	368
S00126569	4	0	0	0	324
S00126570	2	0	0	0	258
S00126571	4	4	1	0	310
S00126572	0	12	0	0	280
S00126573	0	0	0	0	142
